1479	486163399114993267.wav	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے۔ اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے۔	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے	س و ن ا | ک و | ہ ر | ط ر ح | ک ی | ش ک ل و ں | م ی ں | ڈ ھ ا ل ا | ج ا س ک ت ا | ہ ے | ا س | ک و | چ ھ و ٹ ی | س ے | چ ھ و ٹ ی | ش ک ل | د ی | ج ا س ک ت ی | ہ ے |	120000	FEMALE
1106	2802117200671554669.wav	مشمولات کے نظریات اس بات پر مرکوز ہیں کہ لوگوں کو کیا چاہئے اور کیا پسند ہے۔	مشمولات کے نظریات اس بات پر مرکوز ہیں کہ لوگوں کو کیا چاہئے اور کیا پسند ہے	م ش م و ل ا ت | ک ے | ن ظ ر ی ا ت | ا س | ب ا ت | پ ر | م ر ک و ز | ہ ی ں | ک ہ | ل و گ و ں | ک و | ک ی ا | چ ا ہ ئ ے | ا و ر | ک ی ا | پ س ن د | ہ ے |	153600	MALE
384	14081485118482604460.wav	اس بیڑے کی قیادت ناروے کے باشندے اولف ٹریگواسن نے کی، جو اپنے ملک کو ڈنمارک کے تسلط سے واگزار کرنے کے عزائم رکھتا ہے۔	اس بیڑے کی قیادت ناروے کے باشندے اولف ٹریگواسن نے کی جو اپنے ملک کو ڈنمارک کے تسلط سے واگزار کرنے کے عزائم رکھتا ہے	ا س | ب ی ڑ ے | ک ی | ق ی ا د ت | ن ا ر و ے | ک ے | ب ا ش ن د ے | ا و ل ف | ٹ ر ی گ و ا س ن | ن ے | ک ی | ج و | ا پ ن ے | م ل ک | ک و | ڈ ن م ا ر ک | ک ے | ت س ل ط | س ے | و ا گ ز ا ر | ک ر ن ے | ک ے | ع ز ا ئ م | ر ک ھ ت ا | ہ ے |	194880	FEMALE
827	6698434320855584070.wav	بنیادی طور پر آپ دو زمروں میں واقع ہوں گے: یا تو آپ سفر کے دوران کام کریں یا اپنے اخراجات کو کم کرنے کی کوشش کریں۔ یہ مضمون دوسرے نکتے پر مرکوز ہے۔	بنیادی طور پر آپ دو زمروں میں واقع ہوں گے یا تو آپ سفر کے دوران کام کریں یا اپنے اخراجات کو کم کرنے کی کوشش کریں یہ مضمون دوسرے نکتے پر مرکوز ہے	ب ن ی ا د ی | ط و ر | پ ر | آ پ | د و | ز م ر و ں | م ی ں | و ا ق ع | ہ و ں | گ ے | ی ا | ت و | آ پ | س ف ر | ک ے | د و ر ا ن | ک ا م | ک ر ی ں | ی ا | ا پ ن ے | ا خ ر ا ج ا ت | ک و | ک م | ک ر ن ے | ک ی | ک و ش ش | ک ر ی ں | ی ہ | م ض م و ن | د و س ر ے | ن ک ت ے | پ ر | م ر ک و ز | ہ ے |	207360	MALE
754	12767402955481990897.wav	کار کیمپنگ اسی صورت میں ممکن ہے جب تمہارے پاس منی وین یا سپورٹ یوٹیلیٹی ویھیکل یا سیڈن یا اسٹیشن ویگن جس میں ایسی سیٹیں ہوں جن پر آدمی لیٹ سکے۔	کار کیمپنگ اسی صورت میں ممکن ہے جب تمہارے پاس منی وین یا سپورٹ یوٹیلیٹی ویھیکل یا سیڈن یا اسٹیشن ویگن جس میں ایسی سیٹیں ہوں جن پر آدمی لیٹ سکے	ک ا ر | ک ی م پ ن گ | ا س ی | ص و ر ت | م ی ں | م م ک ن | ہ ے | ج ب | ت م ہ ا ر ے | پ ا س | م ن ی | و ی ن | ی ا | س پ و ر ٹ | ی و ٹ ی ل ی ٹ ی | و ی ھ ی ک ل | ی ا | س ی ڈ ن | ی ا | ا س ٹ ی ش ن | و ی گ ن | ج س | م ی ں | ا ی س ی | س ی ٹ ی ں | ہ و ں | ج ن | پ ر | آ د م ی | ل ی ٹ | س ک ے |	187200	FEMALE
946	11446627916744410360.wav	بحرہ اسود اور بحر گیلان جانے کیلئے وائکنگز روسی آبی راستے کا استعمال کرتے تھے- ان راستوں کے کچھ حصّوں کا اب بھی استعمال کیا جا سکتا ہے- خصوصی اجازت ناموں کیلئے ممکنہ ضرورت کی معلومات حاصل کریں، جس کا حصول مشکل ہوسکتا ہے۔	بحرہ اسود اور بحر گیلان جانے کیلئے وائکنگز روسی آبی راستے کا استعمال کرتے تھے ان راستوں کے کچھ حصّوں کا اب بھی استعمال کیا جا سکتا ہے خصوصی اجازت ناموں کیلئے ممکنہ ضرورت کی معلومات حاصل کریں جس کا حصول مشکل ہوسکتا ہے	ب ح ر ہ | ا س و د | ا و ر | ب ح ر | گ ی ل ا ن | ج ا ن ے | ک ی ل ئ ے | و ا ئ ک ن گ ز | ر و س ی | آ ب ی | ر ا س ت ے | ک ا | ا س ت ع م ا ل | ک ر ت ے | ت ھ ے | ا ن | ر ا س ت و ں | ک ے | ک چ ھ | ح ص ّ و ں | ک ا | ا ب | ب ھ ی | ا س ت ع م ا ل | ک ی ا | ج ا | س ک ت ا | ہ ے | خ ص و ص ی | ا ج ا ز ت | ن ا م و ں | ک ی ل ئ ے | م م ک ن ہ | ض ر و ر ت | ک ی | م ع ل و م ا ت | ح ا ص ل | ک ر ی ں | ج س | ک ا | ح ص و ل | م ش ک ل | ہ و س ک ت ا | ہ ے |	370560	MALE
156	7320795895116082291.wav	ان میں سے پندرہ پتھر گزشتہ جولائی میں وقوع پذیر ہونے والے شہابی شاور سے تعلق رکھتے ہیں۔	ان میں سے پندرہ پتھر گزشتہ جولائی میں وقوع پذیر ہونے والے شہابی شاور سے تعلق رکھتے ہیں	ا ن | م ی ں | س ے | پ ن د ر ہ | پ ت ھ ر | گ ز ش ت ہ | ج و ل ا ئ ی | م ی ں | و ق و ع | پ ذ ی ر | ہ و ن ے | و ا ل ے | ش ہ ا ب ی | ش ا و ر | س ے | ت ع ل ق | ر ک ھ ت ے | ہ ی ں |	115200	FEMALE
296	11142191682573875087.wav	ہیلی کاپٹروں نے جہاز کے عملے کے بارہ افراد کو بچا لیا اور صرف ایک شخص کی ناک ٹوٹی تھی۔	ہیلی کاپٹروں نے جہاز کے عملے کے بارہ افراد کو بچا لیا اور صرف ایک شخص کی ناک ٹوٹی تھی	ہ ی ل ی | ک ا پ ٹ ر و ں | ن ے | ج ہ ا ز | ک ے | ع م ل ے | ک ے | ب ا ر ہ | ا ف ر ا د | ک و | ب چ ا | ل ی ا | ا و ر | ص ر ف | ا ی ک | ش خ ص | ک ی | ن ا ک | ٹ و ٹ ی | ت ھ ی |	124800	FEMALE
1436	5255870656024121923.wav	کیسینوز اصل میں وقت کو بڑھانے کی بہت کوشش کرتے ہیں اور مہمان پیسے خرچ کرتے ہیں۔ کھڑکیاں اور گھڑیاں عام طور پر نہیں ہوتی ہیں، اور نکلنا بھی مشکل ہوسکتا ہے۔	کیسینوز اصل میں وقت کو بڑھانے کی بہت کوشش کرتے ہیں اور مہمان پیسے خرچ کرتے ہیں کھڑکیاں اور گھڑیاں عام طور پر نہیں ہوتی ہیں اور نکلنا بھی مشکل ہوسکتا ہے	ک ی س ی ن و ز | ا ص ل | م ی ں | و ق ت | ک و | ب ڑ ھ ا ن ے | ک ی | ب ہ ت | ک و ش ش | ک ر ت ے | ہ ی ں | ا و ر | م ہ م ا ن | پ ی س ے | خ ر چ | ک ر ت ے | ہ ی ں | ک ھ ڑ ک ی ا ں | ا و ر | گ ھ ڑ ی ا ں | ع ا م | ط و ر | پ ر | ن ہ ی ں | ہ و ت ی | ہ ی ں | ا و ر | ن ک ل ن ا | ب ھ ی | م ش ک ل | ہ و س ک ت ا | ہ ے |	191040	FEMALE
340	15168314025882431193.wav	اس کو فوری طور پر جگہ پر موجود طبی عملے نے دیکھا اور اُنہیں ایک مقامی ہسپتال میں منتقل کیا گیا جہاں بعد میں وہ وفات پاگیا۔	اس کو فوری طور پر جگہ پر موجود طبی عملے نے دیکھا اور اُنہیں ایک مقامی ہسپتال میں منتقل کیا گیا جہاں بعد میں وہ وفات پاگیا	ا س | ک و | ف و ر ی | ط و ر | پ ر | ج گ ہ | پ ر | م و ج و د | ط ب ی | ع م ل ے | ن ے | د ی ک ھ ا | ا و ر | ا ُ ن ہ ی ں | ا ی ک | م ق ا م ی | ہ س پ ت ا ل | م ی ں | م ن ت ق ل | ک ی ا | گ ی ا | ج ہ ا ں | ب ع د | م ی ں | و ہ | و ف ا ت | پ ا گ ی ا |	149760	FEMALE
1414	2670119834180396564.wav	جب مکمل طور پر غیر انسانی جانداروں کے ذریعے پرورش ہوتی ہے تو جنگلی بچے (نفسیاتی حدود میں) تقریبا مکمل طور پر پرورش کرنے والے جانوروں جیسے سلوک جیسے انسانوں سے خوف یا ان کی طرف بے توجہی کا مظاہرہ کرتے ہیں۔	جب مکمل طور پر غیر انسانی جانداروں کے ذریعے پرورش ہوتی ہے تو جنگلی بچے نفسیاتی حدود میں تقریبا مکمل طور پر پرورش کرنے والے جانوروں جیسے سلوک جیسے انسانوں سے خوف یا ان کی طرف بے توجہی کا مظاہرہ کرتے ہیں۔	ج ب | م ک م ل | ط و ر | پ ر | غ ی ر | ا ن س ا ن ی | ج ا ن د ا ر و ں | ک ے | ذ ر ی ع ے | پ ر و ر ش | ہ و ت ی | ہ ے | ت و | ج ن گ ل ی | ب چ ے | ن ف س ی ا ت ی | ح د و د | م ی ں | ت ق ر ی ب ا | م ک م ل | ط و ر | پ ر | پ ر و ر ش | ک ر ن ے | و ا ل ے | ج ا ن و ر و ں | ج ی س ے | س ل و ک | ج ی س ے | ا ن س ا ن و ں | س ے | خ و ف | ی ا | ا ن | ک ی | ط ر ف | ب ے | ت و ج ہ ی | ک ا | م ظ ا ہ ر ہ | ک ر ت ے | ہ ی ں ۔ |	256320	FEMALE
1274	8852298776563238805.wav	کھیل میں جنوبی افریقہ اپنی جنوبی بہنوں کے خلاف انتہائی کمزور لگ رہی تھی لیکن جیسے جیسے ٹورنامنٹ آگے بڑھتا گیا کارکردگی بہتر ہوتی چلی گئی۔	کھیل میں جنوبی افریقہ اپنی جنوبی بہنوں کے خلاف انتہائی کمزور لگ رہی تھی لیکن جیسے جیسے ٹورنامنٹ آگے بڑھتا گیا کارکردگی بہتر ہوتی چلی گئی	ک ھ ی ل | م ی ں | ج ن و ب ی | ا ف ر ی ق ہ | ا پ ن ی | ج ن و ب ی | ب ہ ن و ں | ک ے | خ ل ا ف | ا ن ت ہ ا ئ ی | ک م ز و ر | ل گ | ر ہ ی | ت ھ ی | ل ی ک ن | ج ی س ے | ج ی س ے | ٹ و ر ن ا م ن ٹ | آ گ ے | ب ڑ ھ ت ا | گ ی ا | ک ا ر ک ر د گ ی | ب ہ ت ر | ہ و ت ی | چ ل ی | گ ئ ی |	172800	FEMALE
401	1353358712762103888.wav	اب جاپان کے لئے۔ جاپان ایک جزیروں پر مُشتمل ملک تھا، بالکل برطانیہ کی طرح۔	اب جاپان کے لئے جاپان ایک جزیروں پر مُشتمل ملک تھا بالکل برطانیہ کی طرح	ا ب | ج ا پ ا ن | ک ے | ل ئ ے | ج ا پ ا ن | ا ی ک | ج ز ی ر و ں | پ ر | م ُ ش ت م ل | م ل ک | ت ھ ا | ب ا ل ک ل | ب ر ط ا ن ی ہ | ک ی | ط ر ح |	88320	FEMALE
966	14976396545790990906.wav	پورے ضلع سے اس کی منفرد ثقافتی اور تاریخی اہمیت کے لئے ایک یونیسکو عالمی ثقافتی ورثہ سائٹ کے طور پر نامزد کیا جاتا ہے، اور اس کی خاصیت ملک کی اعلی اقدار میں سے ایک ہے.	پورے ضلع سے اس کی منفرد ثقافتی اور تاریخی اہمیت کے لئے ایک یونیسکو عالمی ثقافتی ورثہ سائٹ کے طور پر نامزد کیا جاتا ہے اور اس کی خاصیت ملک کی اعلی اقدار میں سے ایک ہے	پ و ر ے | ض ل ع | س ے | ا س | ک ی | م ن ف ر د | ث ق ا ف ت ی | ا و ر | ت ا ر ی خ ی | ا ہ م ی ت | ک ے | ل ئ ے | ا ی ک | ی و ن ی س ک و | ع ا ل م ی | ث ق ا ف ت ی | و ر ث ہ | س ا ئ ٹ | ک ے | ط و ر | پ ر | ن ا م ز د | ک ی ا | ج ا ت ا | ہ ے | ا و ر | ا س | ک ی | خ ا ص ی ت | م ل ک | ک ی | ا ع ل ی | ا ق د ا ر | م ی ں | س ے | ا ی ک | ہ ے |	256320	MALE
1320	4682229057898169578.wav	جنوبی شیٹلینڈ جزیرے، جنھیں 1819 میں دریافت کیا گیا تھا، پر متعدد اقوام کا دعویٰ رہا ہے اور ان میں ان کے بیشتر اڈے رہے ہیں، جن میں سے سولہ اڈے 2020 میں سرگرم ہیں۔	جنوبی شیٹلینڈ جزیرے جنھیں 1819 میں دریافت کیا گیا تھا پر متعدد اقوام کا دعویٰ رہا ہے اور ان میں ان کے بیشتر اڈے رہے ہیں جن میں سے سولہ اڈے 2020 میں سرگرم ہیں	ج ن و ب ی | ش ی ٹ ل ی ن ڈ | ج ز ی ر ے | ج ن ھ ی ں | 1 8 1 9 | م ی ں | د ر ی ا ف ت | ک ی ا | گ ی ا | ت ھ ا | پ ر | م ت ع د د | ا ق و ا م | ک ا | د ع و ی ٰ | ر ہ ا | ہ ے | ا و ر | ا ن | م ی ں | ا ن | ک ے | ب ی ش ت ر | ا ڈ ے | ر ہ ے | ہ ی ں | ج ن | م ی ں | س ے | س و ل ہ | ا ڈ ے | 2 0 2 0 | م ی ں | س ر گ ر م | ہ ی ں |	220800	FEMALE
366	15511228087553036403.wav	اس کی وجہ یہ ہے کہ بجلی کی کرنٹ ساکٹ میں بہتی ہے جہاں بلب کا دھاتی حصہ ہوتا ہے اگر آپ ساکٹ کے اندر یا بلب کے دھاتی حصے کو جزوی طورپر ساکٹ کے اندر باقی رہتے ہوئے ہی چھولیتے ہیں تو اس سے آپ کو بجلی کا شدید جھٹکا لگ سکتا ہے۔	اس کی وجہ یہ ہے کہ بجلی کی کرنٹ ساکٹ میں بہتی ہے جہاں بلب کا دھاتی حصہ ہوتا ہے اگر آپ ساکٹ کے اندر یا بلب کے دھاتی حصے کو جزوی طورپر ساکٹ کے اندر باقی رہتے ہوئے ہی چھولیتے ہیں تو اس سے آپ کو بجلی کا شدید جھٹکا لگ سکتا ہے	ا س | ک ی | و ج ہ | ی ہ | ہ ے | ک ہ | ب ج ل ی | ک ی | ک ر ن ٹ | س ا ک ٹ | م ی ں | ب ہ ت ی | ہ ے | ج ہ ا ں | ب ل ب | ک ا | د ھ ا ت ی | ح ص ہ | ہ و ت ا | ہ ے | ا گ ر | آ پ | س ا ک ٹ | ک ے | ا ن د ر | ی ا | ب ل ب | ک ے | د ھ ا ت ی | ح ص ے | ک و | ج ز و ی | ط و ر پ ر | س ا ک ٹ | ک ے | ا ن د ر | ب ا ق ی | ر ہ ت ے | ہ و ئ ے | ہ ی | چ ھ و ل ی ت ے | ہ ی ں | ت و | ا س | س ے | آ پ | ک و | ب ج ل ی | ک ا | ش د ی د | ج ھ ٹ ک ا | ل گ | س ک ت ا | ہ ے |	378240	MALE
387	908738336974273229.wav	کنگ سیجونگ جوسیوں خاندان سلاطین کا چوتھا بادشاہ تھا اور انتہائی قابل احترام بادشاہوں میں سے ایک تھا-	کنگ سیجونگ جوسیوں خاندان سلاطین کا چوتھا بادشاہ تھا اور انتہائی قابل احترام بادشاہوں میں سے ایک تھا	ک ن گ | س ی ج و ن گ | ج و س ی و ں | خ ا ن د ا ن | س ل ا ط ی ن | ک ا | چ و ت ھ ا | ب ا د ش ا ہ | ت ھ ا | ا و ر | ا ن ت ہ ا ئ ی | ق ا ب ل | ا ح ت ر ا م | ب ا د ش ا ہ و ں | م ی ں | س ے | ا ی ک | ت ھ ا |	178560	MALE
253	10552929795552994287.wav	لینوو، جو “کوسموناٹ نمبر 11” کے نام سے بھی معروف ہے، سوویت یونین کے خلا بازوں کی اوریجنل ٹیم کا حصہ تھا۔	لینوو جو کوسموناٹ نمبر 11 کے نام سے بھی معروف ہے سوویت یونین کے خلا بازوں کی اوریجنل ٹیم کا حصہ تھا	ل ی ن و و | ج و | ک و س م و ن ا ٹ | ن م ب ر | 1 1 | ک ے | ن ا م | س ے | ب ھ ی | م ع ر و ف | ہ ے | س و و ی ت | ی و ن ی ن | ک ے | خ ل ا | ب ا ز و ں | ک ی | ا و ر ی ج ن ل | ٹ ی م | ک ا | ح ص ہ | ت ھ ا |	147840	FEMALE
123	10425402732939603491.wav	نیروبی، کینیا میں واقع ولایاتِ متحدہ کے سفارت خانہ نے ایک وارننگ جاری کی ہے کہ ”صمالیہ کے متشدّدین“ کینیا اور اتھیوپیا میں انتحاری بم حملے کرنے کی پلاننگ کر رہے ہیں۔	نیروبی کینیا میں واقع ولایاتِ متحدہ کے سفارت خانہ نے ایک وارننگ جاری کی ہے کہ صمالیہ کے متشدّدین کینیا اور اتھیوپیا میں انتحاری بم حملے کرنے کی پلاننگ کر رہے ہیں	ن ی ر و ب ی | ک ی ن ی ا | م ی ں | و ا ق ع | و ل ا ی ا ت ِ | م ت ح د ہ | ک ے | س ف ا ر ت | خ ا ن ہ | ن ے | ا ی ک | و ا ر ن ن گ | ج ا ر ی | ک ی | ہ ے | ک ہ | ص م ا ل ی ہ | ک ے | م ت ش د ّ د ی ن | ک ی ن ی ا | ا و ر | ا ت ھ ی و پ ی ا | م ی ں | ا ن ت ح ا ر ی | ب م | ح م ل ے | ک ر ن ے | ک ی | پ ل ا ن ن گ | ک ر | ر ہ ے | ہ ی ں |	260160	FEMALE
636	8832939607149090982.wav	اس گونج میں، مقناطیسی فیلڈ اور ریڈیائی لہروں کی وجہ سے ایٹم چھوٹے ریڈیو سگنلز چھوڑتے ہیں۔	اس گونج میں مقناطیسی فیلڈ اور ریڈیائی لہروں کی وجہ سے ایٹم چھوٹے ریڈیو سگنلز چھوڑتے ہیں	ا س | گ و ن ج | م ی ں | م ق ن ا ط ی س ی | ف ی ل ڈ | ا و ر | ر ی ڈ ی ا ئ ی | ل ہ ر و ں | ک ی | و ج ہ | س ے | ا ی ٹ م | چ ھ و ٹ ے | ر ی ڈ ی و | س گ ن ل ز | چ ھ و ڑ ت ے | ہ ی ں |	186240	MALE
39	2395621449565411636.wav	شو کا ہر ایپیسوڈ کسی مخصوص کتاب کے مرکزی خیال پر مرکوز ہوگا اور بعد میں متعدد کہانیوں کے ذریعہ اس مرکزی خیال کو دریافت کیا جائے گا۔	شو کا ہر ایپیسوڈ کسی مخصوص کتاب کے مرکزی خیال پر مرکوز ہوگا اور بعد میں متعدد کہانیوں کے ذریعہ اس مرکزی خیال کو دریافت کیا جائے گا	ش و | ک ا | ہ ر | ا ی پ ی س و ڈ | ک س ی | م خ ص و ص | ک ت ا ب | ک ے | م ر ک ز ی | خ ی ا ل | پ ر | م ر ک و ز | ہ و گ ا | ا و ر | ب ع د | م ی ں | م ت ع د د | ک ہ ا ن ی و ں | ک ے | ذ ر ی ع ہ | ا س | م ر ک ز ی | خ ی ا ل | ک و | د ر ی ا ف ت | ک ی ا | ج ا ئ ے | گ ا |	163200	FEMALE
1400	6269512147415556611.wav	اسمرنا کا شہر جو کبھی قدیم تھا، اب ایک جدید، ترقّی یافتہ اور مصروف تجارتی مرکز ہے، جو ایک بڑی خلیج کے گرد ہے اور پہاڑوں سے گھرا ہے۔	اسمرنا کا شہر جو کبھی قدیم تھا اب ایک جدید ترقّی یافتہ اور مصروف تجارتی مرکز ہے جو ایک بڑی خلیج کے گرد ہے اور پہاڑوں سے گھرا ہے	ا س م ر ن ا | ک ا | ش ہ ر | ج و | ک ب ھ ی | ق د ی م | ت ھ ا | ا ب | ا ی ک | ج د ی د | ت ر ق ّ ی | ی ا ف ت ہ | ا و ر | م ص ر و ف | ت ج ا ر ت ی | م ر ک ز | ہ ے | ج و | ا ی ک | ب ڑ ی | خ ل ی ج | ک ے | گ ر د | ہ ے | ا و ر | پ ہ ا ڑ و ں | س ے | گ ھ ر ا | ہ ے |	240000	MALE
1393	17389888353384221822.wav	لوگ خدا کے حضور قربانیاں لاتے تھے اور پجاری تقریبات اور تہواروں کے مواقع پر خدا کی ضروریات پیش کرنے کی کوشش کرتے تھے ((نعوذ باللہ))	لوگ خدا کے حضور قربانیاں لاتے تھے اور پجاری تقریبات اور تہواروں کے مواقع پر خدا کی ضروریات پیش کرنے کی کوشش کرتے تھے نعوذ باللہ	ل و گ | خ د ا | ک ے | ح ض و ر | ق ر ب ا ن ی ا ں | ل ا ت ے | ت ھ ے | ا و ر | پ ج ا ر ی | ت ق ر ی ب ا ت | ا و ر | ت ہ و ا ر و ں | ک ے | م و ا ق ع | پ ر | خ د ا | ک ی | ض ر و ر ی ا ت | پ ی ش | ک ر ن ے | ک ی | ک و ش ش | ک ر ت ے | ت ھ ے | ن ع و ذ | ب ا ل ل ہ |	272640	MALE
1270	6615897791279049320.wav	طہارت خانے قدیم مصر، پرسیا اور چین میں بھی ہوا کرتے تھے۔ "رومن تہذیب میں کبھی کبھار ٹوائلٹ اس سرکاری غسل خانے کا حصہ ہوا کرتے تھے جہاں مردو خواتین ساتھ رہا کرتے تھے۔	طہارت خانے قدیم مصر پرسیا اور چین میں بھی ہوا کرتے تھے رومن تہذیب میں کبھی کبھار ٹوائلٹ اس سرکاری غسل خانے کا حصہ ہوا کرتے تھے جہاں مردو خواتین ساتھ رہا کرتے تھے	ط ہ ا ر ت | خ ا ن ے | ق د ی م | م ص ر | پ ر س ی ا | ا و ر | چ ی ن | م ی ں | ب ھ ی | ہ و ا | ک ر ت ے | ت ھ ے | ر و م ن | ت ہ ذ ی ب | م ی ں | ک ب ھ ی | ک ب ھ ا ر | ٹ و ا ئ ل ٹ | ا س | س ر ک ا ر ی | غ س ل | خ ا ن ے | ک ا | ح ص ہ | ہ و ا | ک ر ت ے | ت ھ ے | ج ہ ا ں | م ر د و | خ و ا ت ی ن | س ا ت ھ | ر ہ ا | ک ر ت ے | ت ھ ے |	302400	MALE
102	8762564348823864183.wav	بدھ کی سہ پہر کے وقت کا حال یہ ہے کہ ٹنکی کے وینٹس سے رساؤ جاری تھا اور غالباً اس کا سبب ٹنکی میں بہت زیادہ بھاپ کا جماؤ تھا۔	بدھ کی سہ پہر کے وقت کا حال یہ ہے کہ ٹنکی کے وینٹس سے رساؤ جاری تھا اور غالباً اس کا سبب ٹنکی میں بہت زیادہ بھاپ کا جماؤ تھا	ب د ھ | ک ی | س ہ | پ ہ ر | ک ے | و ق ت | ک ا | ح ا ل | ی ہ | ہ ے | ک ہ | ٹ ن ک ی | ک ے | و ی ن ٹ س | س ے | ر س ا ؤ | ج ا ر ی | ت ھ ا | ا و ر | غ ا ل ب ا ً | ا س | ک ا | س ب ب | ٹ ن ک ی | م ی ں | ب ہ ت | ز ی ا د ہ | ب ھ ا پ | ک ا | ج م ا ؤ | ت ھ ا |	188160	FEMALE
1259	18096871711653792504.wav	پہیہ کی وجہ سے دنیا میں حیرت انگیز تبدیلی رونما ہوئی ہے۔ ہمارے لئے پہیہ کی سب سے بڑی ودیعت تیز اور آسان نقل پذیری کی فراہمی ہے۔	پہیہ کی وجہ سے دنیا میں حیرت انگیز تبدیلی رونما ہوئی ہے ہمارے لئے پہیہ کی سب سے بڑی ودیعت تیز اور آسان نقل پذیری کی فراہمی ہے	پ ہ ی ہ | ک ی | و ج ہ | س ے | د ن ی ا | م ی ں | ح ی ر ت | ا ن گ ی ز | ت ب د ی ل ی | ر و ن م ا | ہ و ئ ی | ہ ے | ہ م ا ر ے | ل ئ ے | پ ہ ی ہ | ک ی | س ب | س ے | ب ڑ ی | و د ی ع ت | ت ی ز | ا و ر | آ س ا ن | ن ق ل | پ ذ ی ر ی | ک ی | ف ر ا ہ م ی | ہ ے |	155520	FEMALE
893	16199006198864036161.wav	اس کے ٹھوس برف میں گڈھے کرکے نشا ن کے طور پر جھنڈے لگا دئے جاتے ہیں۔ اس کے راستوں سے فقط اختصاصی ٹریکٹر گزر سکتے ہیں جو ایندھن اور رسد سے لدے سلیڈ س کو کھینچتے ہیں۔	اس کے ٹھوس برف میں گڈھے کرکے نشا ن کے طور پر جھنڈے لگا دئے جاتے ہیں اس کے راستوں سے فقط اختصاصی ٹریکٹر گزر سکتے ہیں جو ایندھن اور رسد سے لدے سلیڈ س کو کھینچتے ہیں	ا س | ک ے | ٹ ھ و س | ب ر ف | م ی ں | گ ڈ ھ ے | ک ر ک ے | ن ش ا | ن | ک ے | ط و ر | پ ر | ج ھ ن ڈ ے | ل گ ا | د ئ ے | ج ا ت ے | ہ ی ں | ا س | ک ے | ر ا س ت و ں | س ے | ف ق ط | ا خ ت ص ا ص ی | ٹ ر ی ک ٹ ر | گ ز ر | س ک ت ے | ہ ی ں | ج و | ا ی ن د ھ ن | ا و ر | ر س د | س ے | ل د ے | س ل ی ڈ | س | ک و | ک ھ ی ن چ ت ے | ہ ی ں |	303360	MALE
249	2810430398139108340.wav	آج صبح علاقائی وقت کے مطابق 10 بجے اسلام کے مقدس شہر مکہ میں ایک ہوسٹل گر گیا۔	آج صبح علاقائی وقت کے مطابق 10 بجے اسلام کے مقدس شہر مکہ میں ایک ہوسٹل گر گیا	آ ج | ص ب ح | ع ل ا ق ا ئ ی | و ق ت | ک ے | م ط ا ب ق | 1 0 | ب ج ے | ا س ل ا م | ک ے | م ق د س | ش ہ ر | م ک ہ | م ی ں | ا ی ک | ہ و س ٹ ل | گ ر | گ ی ا |	142080	MALE
659	4492596598224010660.wav	موسمِ گرما میں نارڈ ک مچھروں سے بھی ہوشیار رہو۔ اگر چہ وہ کوئی بیماری نہیں لگاتے لیکن ان کا کاٹنا آزار دہ ہو سکتا ہے۔	موسمِ گرما میں نارڈ ک مچھروں سے بھی ہوشیار رہو اگر چہ وہ کوئی بیماری نہیں لگاتے لیکن ان کا کاٹنا آزار دہ ہو سکتا ہے	م و س م ِ | گ ر م ا | م ی ں | ن ا ر ڈ | ک | م چ ھ ر و ں | س ے | ب ھ ی | ہ و ش ی ا ر | ر ہ و | ا گ ر | چ ہ | و ہ | ک و ئ ی | ب ی م ا ر ی | ن ہ ی ں | ل گ ا ت ے | ل ی ک ن | ا ن | ک ا | ک ا ٹ ن ا | آ ز ا ر | د ہ | ہ و | س ک ت ا | ہ ے |	174720	FEMALE
1345	4770199039411244507.wav	اگرچہ ہر ملک اپنی جگہ ’اسکینڈی نیوین‘ ہے تاہم ڈنمارک، سویڈن، ناروے اور آئس لینڈ کے ما بین عوام، حکام، اعراف، اور تواریخ کے متعدد اختلافات موجود ہیں۔	اگرچہ ہر ملک اپنی جگہ اسکینڈی نیوین' ہے تاہم ڈنمارک سویڈن ناروے اور آئس لینڈ کے ما بین عوام حکام اعراف اور تواریخ کے متعدد اختلافات موجود ہیں	ا گ ر چ ہ | ہ ر | م ل ک | ا پ ن ی | ج گ ہ | ا س ک ی ن ڈ ی | ن ی و ی ن ' | ہ ے | ت ا ہ م | ڈ ن م ا ر ک | س و ی ڈ ن | ن ا ر و ے | ا و ر | آ ئ س | ل ی ن ڈ | ک ے | م ا | ب ی ن | ع و ا م | ح ک ا م | ا ع ر ا ف | ا و ر | ت و ا ر ی خ | ک ے | م ت ع د د | ا خ ت ل ا ف ا ت | م و ج و د | ہ ی ں |	287040	MALE
