1246	15844514211231253015.wav	في أواخر عام 2015، أنشأت "توجي نت" راديو "أسترو نت " كمحطة إذاعية تابعة.	في أواخر عام 2015، أنشأت توجي نت راديو أسترو نت  كمحطة إذاعية تابعة	ف ي | أ و ا خ ر | ع ا م | 2 0 1 5 ، | أ ن ش أ ت | ت و ج ي | ن ت | ر ا د ي و | أ س ت ر و | ن ت | ك م ح ط ة | إ ذ ا ع ي ة | ت ا ب ع ة |	135360	MALE
1387	8286438329180500507.wav	بالنسبة لبعض المهرجانات، فإن الغالبية العظمى من الحاضرين في المهرجانات الموسيقية يقررون التخييم في الموقع معتبرين ذلك جزءًا مهمًا من التجربة.	بالنسبة لبعض المهرجانات فإن الغالبية العظمى من الحاضرين في المهرجانات الموسيقية يقررون التخييم في الموقع معتبرين ذلك جزءًا مهمًا من التجربة	ب ا ل ن س ب ة | ل ب ع ض | ا ل م ه ر ج ا ن ا ت | ف إ ن | ا ل غ ا ل ب ي ة | ا ل ع ظ م ى | م ن | ا ل ح ا ض ر ي ن | ف ي | ا ل م ه ر ج ا ن ا ت | ا ل م و س ي ق ي ة | ي ق ر ر و ن | ا ل ت خ ي ي م | ف ي | ا ل م و ق ع | م ع ت ب ر ي ن | ذ ل ك | ج ز ء ً ا | م ه م ً ا | م ن | ا ل ت ج ر ب ة |	219840	MALE
13	4000985692524723850.wav	خسر مؤخرًا أمام راونيتش في بطولة بريسبان المفتوحة.	خسر مؤخرًا أمام راونيتش في بطولة بريسبان المفتوحة	خ س ر | م ؤ خ ر ً ا | أ م ا م | ر ا و ن ي ت ش | ف ي | ب ط و ل ة | ب ر ي س ب ا ن | ا ل م ف ت و ح ة |	94080	FEMALE
1105	2661120626665880632.wav	تم إنشاء الهرم الأكبر لتكريم الفرعون خوفو، وتم بناء العديد من الأهرامات والمقابر والمعابد الأصغر لتكريم زوجات خوفو وأفراد أسرته.	تم إنشاء الهرم الأكبر لتكريم الفرعون خوفو وتم بناء العديد من الأهرامات والمقابر والمعابد الأصغر لتكريم زوجات خوفو وأفراد أسرته	ت م | إ ن ش ا ء | ا ل ه ر م | ا ل أ ك ب ر | ل ت ك ر ي م | ا ل ف ر ع و ن | خ و ف و | و ت م | ب ن ا ء | ا ل ع د ي د | م ن | ا ل أ ه ر ا م ا ت | و ا ل م ق ا ب ر | و ا ل م ع ا ب د | ا ل أ ص غ ر | ل ت ك ر ي م | ز و ج ا ت | خ و ف و | و أ ف ر ا د | أ س ر ت ه |	175680	FEMALE
924	1371590626162468874.wav	يتم الوصول إلى هذه الخدمات في الأغلب عن طريق رقم هاتف مجاني يمكن الاتصال به من معظم الهواتف مجاناً.	يتم الوصول إلى هذه الخدمات في الأغلب عن طريق رقم هاتف مجاني يمكن الاتصال به من معظم الهواتف مجاناً	ي ت م | ا ل و ص و ل | إ ل ى | ه ذ ه | ا ل خ د م ا ت | ف ي | ا ل أ غ ل ب | ع ن | ط ر ي ق | ر ق م | ه ا ت ف | م ج ا ن ي | ي م ك ن | ا ل ا ت ص ا ل | ب ه | م ن | م ع ظ م | ا ل ه و ا ت ف | م ج ا ن ا ً |	157440	FEMALE
1405	7894611500230121672.wav	ولكن إنشاء شبكة طرق بامتداد البلاد ليس ذا جدوى اقتصادية لحفنة من السيارات، لذا يتم تطوير طرق جديدة لتقليل تكلفة ملكية سيارة.	ولكن إنشاء شبكة طرق بامتداد البلاد ليس ذا جدوى اقتصادية لحفنة من السيارات لذا يتم تطوير طرق جديدة لتقليل تكلفة ملكية سيارة	و ل ك ن | إ ن ش ا ء | ش ب ك ة | ط ر ق | ب ا م ت د ا د | ا ل ب ل ا د | ل ي س | ذ ا | ج د و ى | ا ق ت ص ا د ي ة | ل ح ف ن ة | م ن | ا ل س ي ا ر ا ت | ل ذ ا | ي ت م | ت ط و ي ر | ط ر ق | ج د ي د ة | ل ت ق ل ي ل | ت ك ل ف ة | م ل ك ي ة | س ي ا ر ة |	171840	FEMALE
1431	10762825809365166113.wav	يسمح لنا ظهور التقنيات الجديدة برؤية واستكشاف تركيبات وعمليات الدماغ بشكل لم نعهده من قبل.	يسمح لنا ظهور التقنيات الجديدة برؤية واستكشاف تركيبات وعمليات الدماغ بشكل لم نعهده من قبل	ي س م ح | ل ن ا | ظ ه و ر | ا ل ت ق ن ي ا ت | ا ل ج د ي د ة | ب ر ؤ ي ة | و ا س ت ك ش ا ف | ت ر ك ي ب ا ت | و ع م ل ي ا ت | ا ل د م ا غ | ب ش ك ل | ل م | ن ع ه د ه | م ن | ق ب ل |	168960	FEMALE
776	16513745058376157542.wav	مع أنه، نظرياً، يمكن إقامتهم سنوياً (طالما كانوا في بلدان مختلفة)، إلا أن هذا لا يحدث عملياً.	مع أنه، نظرياً، يمكن إقامتهم سنوياً طالما كانوا في بلدان مختلفة، إلا أن هذا لا يحدث عملياً	م ع | أ ن ه ، | ن ظ ر ي ا ً ، | ي م ك ن | إ ق ا م ت ه م | س ن و ي ا ً | ط ا ل م ا | ك ا ن و ا | ف ي | ب ل د ا ن | م خ ت ل ف ة ، | إ ل ا | أ ن | ه ذ ا | ل ا | ي ح د ث | ع م ل ي ا ً |	142080	FEMALE
861	6796011360600259478.wav	تعد الحقائب المهملة هدفاً للسرقة، كما يمكن أن تلفت إنتباه السلطات القلقة من القنابل.	تعد الحقائب المهملة هدفاً للسرقة كما يمكن أن تلفت إنتباه السلطات القلقة من القنابل	ت ع د | ا ل ح ق ا ئ ب | ا ل م ه م ل ة | ه د ف ا ً | ل ل س ر ق ة | ك م ا | ي م ك ن | أ ن | ت ل ف ت | إ ن ت ب ا ه | ا ل س ل ط ا ت | ا ل ق ل ق ة | م ن | ا ل ق ن ا ب ل |	123840	FEMALE
252	6024739117602744384.wav	بلغ عدد القتلى 15 على الأقل، وهو رقم من المتوقع أن يستمر بالارتفاع.	بلغ عدد القتلى 15 على الأقل وهو رقم من المتوقع أن يستمر بالارتفاع	ب ل غ | ع د د | ا ل ق ت ل ى | 1 5 | ع ل ى | ا ل أ ق ل | و ه و | ر ق م | م ن | ا ل م ت و ق ع | أ ن | ي س ت م ر | ب ا ل ا ر ت ف ا ع |	117120	FEMALE
63	13759769389699549103.wav	تعد البرازيل هي أكبر دولة كاثوليكية رومانية على وجه الأرض، وقد عارضت الكنيسة الكاثوليكية الرومانية باستمرار السماح بزواج المثليين في البلاد.	تعد البرازيل هي أكبر دولة كاثوليكية رومانية على وجه الأرض وقد عارضت الكنيسة الكاثوليكية الرومانية باستمرار السماح بزواج المثليين في البلاد	ت ع د | ا ل ب ر ا ز ي ل | ه ي | أ ك ب ر | د و ل ة | ك ا ث و ل ي ك ي ة | ر و م ا ن ي ة | ع ل ى | و ج ه | ا ل أ ر ض | و ق د | ع ا ر ض ت | ا ل ك ن ي س ة | ا ل ك ا ث و ل ي ك ي ة | ا ل ر و م ا ن ي ة | ب ا س ت م ر ا ر | ا ل س م ا ح | ب ز و ا ج | ا ل م ث ل ي ي ن | ف ي | ا ل ب ل ا د |	182400	FEMALE
168	1383342561284594650.wav	وضع الهجوم توتراً ضخماً علي العلاقات بين الهند وباكستان.	وضع الهجوم توتراً ضخماً علي العلاقات بين الهند وباكستان	و ض ع | ا ل ه ج و م | ت و ت ر ا ً | ض خ م ا ً | ع ل ي | ا ل ع ل ا ق ا ت | ب ي ن | ا ل ه ن د | و ب ا ك س ت ا ن |	74880	FEMALE
658	15190609542298229087.wav	يمكن أن تؤدي الأيام الطويلة جدًا في الصيف إلى مشاكل في الحصول على قسط كافٍ من النوم والمشكلات الصحية المرتبطة.	يمكن أن تؤدي الأيام الطويلة جدًا في الصيف إلى مشاكل في الحصول على قسط كافٍ من النوم والمشكلات الصحية المرتبطة	ي م ك ن | أ ن | ت ؤ د ي | ا ل أ ي ا م | ا ل ط و ي ل ة | ج د ً ا | ف ي | ا ل ص ي ف | إ ل ى | م ش ا ك ل | ف ي | ا ل ح ص و ل | ع ل ى | ق س ط | ك ا ف ٍ | م ن | ا ل ن و م | و ا ل م ش ك ل ا ت | ا ل ص ح ي ة | ا ل م ر ت ب ط ة |	146880	FEMALE
1113	5586427127170337598.wav	بعد تحقق المسؤولين من هوية الناخب، يضع الناخب الظرف في صندوق الاقتراع، ويوقع على قائمة المصوتين.	بعد تحقق المسؤولين من هوية الناخب يضع الناخب الظرف في صندوق الاقتراع ويوقع على قائمة المصوتين	ب ع د | ت ح ق ق | ا ل م س ؤ و ل ي ن | م ن | ه و ي ة | ا ل ن ا خ ب | ي ض ع | ا ل ن ا خ ب | ا ل ظ ر ف | ف ي | ص ن د و ق | ا ل ا ق ت ر ا ع | و ي و ق ع | ع ل ى | ق ا ئ م ة | ا ل م ص و ت ي ن |	136320	FEMALE
524	16223879214502841400.wav	وهو أمر منهك للغاية أشبه باستيقاظك كل عشرين أو ثلاثين دقيقة لمشاهدة التلفاز.	وهو أمر منهك للغاية أشبه باستيقاظك كل عشرين أو ثلاثين دقيقة لمشاهدة التلفاز	و ه و | أ م ر | م ن ه ك | ل ل غ ا ي ة | أ ش ب ه | ب ا س ت ي ق ا ظ ك | ك ل | ع ش ر ي ن | أ و | ث ل ا ث ي ن | د ق ي ق ة | ل م ش ا ه د ة | ا ل ت ل ف ا ز |	103680	FEMALE
1476	10860946157841355475.wav	هذا يقابله النرويج، والسويد ونيوزيلندا، ولكنه فريد تماماً (على سبيل المثال في هولندا، الرقم من واحد إلى أربعين).	هذا يقابله النرويج، والسويد ونيوزيلندا، ولكنه فريد تماماً على سبيل المثال في هولندا، الرقم من واحد إلى أربعين	ه ذ ا | ي ق ا ب ل ه | ا ل ن ر و ي ج ، | و ا ل س و ي د | و ن ي و ز ي ل ن د ا ، | و ل ك ن ه | ف ر ي د | ت م ا م ا ً | ع ل ى | س ب ي ل | ا ل م ث ا ل | ف ي | ه و ل ن د ا ، | ا ل ر ق م | م ن | و ا ح د | إ ل ى | أ ر ب ع ي ن |	159360	FEMALE
908	5240215411359686553.wav	توفر عادة عرض نطاق ترددي أعلى وجودة خدمة أفضل، من الصعب التجسس عليها فهي مشفرة.	توفر عادة عرض نطاق ترددي أعلى وجودة خدمة أفضل من الصعب التجسس عليها فهي مشفرة	ت و ف ر | ع ا د ة | ع ر ض | ن ط ا ق | ت ر د د ي | أ ع ل ى | و ج و د ة | خ د م ة | أ ف ض ل | م ن | ا ل ص ع ب | ا ل ت ج س س | ع ل ي ه ا | ف ه ي | م ش ف ر ة |	124800	FEMALE
1427	2797490611331578210.wav	التسمم الداخلي قد لا تظهر عوارضه فوراً. التشخيص الفوري لا يمكن بناؤه عند ظهور أعراض كالتقيؤ والتي هي عامة بشكل كافٍ.	التسمم الداخلي قد لا تظهر عوارضه فوراً التشخيص الفوري لا يمكن بناؤه عند ظهور أعراض كالتقيؤ والتي هي عامة بشكل كافٍ	ا ل ت س م م | ا ل د ا خ ل ي | ق د | ل ا | ت ظ ه ر | ع و ا ر ض ه | ف و ر ا ً | ا ل ت ش خ ي ص | ا ل ف و ر ي | ل ا | ي م ك ن | ب ن ا ؤ ه | ع ن د | ظ ه و ر | أ ع ر ا ض | ك ا ل ت ق ي ؤ | و ا ل ت ي | ه ي | ع ا م ة | ب ش ك ل | ك ا ف ٍ |	148800	MALE
383	4120555473782400090.wav	ومع ذلك، ففي سنة 991 وُوجهت إيذلريد من قبل أسطول الفايكينغ الأكبر منذ قرن الغوثروم الغابر.	ومع ذلك ففي سنة 991 وُوجهت إيذلريد من قبل أسطول الفايكينغ الأكبر منذ قرن الغوثروم الغابر	و م ع | ذ ل ك | ف ف ي | س ن ة | 9 9 1 | و ُ و ج ه ت | إ ي ذ ل ر ي د | م ن | ق ب ل | أ س ط و ل | ا ل ف ا ي ك ي ن غ | ا ل أ ك ب ر | م ن ذ | ق ر ن | ا ل غ و ث ر و م | ا ل غ ا ب ر |	195840	MALE
1011	2971482613005677330.wav	أنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع.	أنواع النبيذ الفرنسي متعددة ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع	أ ن و ا ع | ا ل ن ب ي ذ | ا ل ف ر ن س ي | م ت ع د د ة | و ل ك ن | ا ل ن ب ي ذ | ا ل ن ي و ز ي ل ن د ي | و ا ل أ س ت ر ا ل ي | ق د | ي ح ظ ي ا | ب ا ن ت ش ا ر | أ و س ع |	116160	FEMALE
323	6858704238968873249.wav	من الممكن أن يكون الناتج المحلي الإجمالي للصين أكبر من الولايات المتحدة في غضون عقدين.	من الممكن أن يكون الناتج المحلي الإجمالي للصين أكبر من الولايات المتحدة في غضون عقدين	م ن | ا ل م م ك ن | أ ن | ي ك و ن | ا ل ن ا ت ج | ا ل م ح ل ي | ا ل إ ج م ا ل ي | ل ل ص ي ن | أ ك ب ر | م ن | ا ل و ل ا ي ا ت | ا ل م ت ح د ة | ف ي | غ ض و ن | ع ق د ي ن |	115200	FEMALE
569	17564481286478837103.wav	للهياكل المختلفة قدرات مختلفة، وهي حساسة لأطوال موجات مختلفة ولها درجات مختلفة من الحدة، كما أنها تتطلب معالجة مختلفة لفهم المدخلات والأرقام المختلفة للعمل على النحو الأمثل.	للهياكل المختلفة قدرات مختلفة وهي حساسة لأطوال موجات مختلفة ولها درجات مختلفة من الحدة كما أنها تتطلب معالجة مختلفة لفهم المدخلات والأرقام المختلفة للعمل على النحو الأمثل	ل ل ه ي ا ك ل | ا ل م خ ت ل ف ة | ق د ر ا ت | م خ ت ل ف ة | و ه ي | ح س ا س ة | ل أ ط و ا ل | م و ج ا ت | م خ ت ل ف ة | و ل ه ا | د ر ج ا ت | م خ ت ل ف ة | م ن | ا ل ح د ة | ك م ا | أ ن ه ا | ت ت ط ل ب | م ع ا ل ج ة | م خ ت ل ف ة | ل ف ه م | ا ل م د خ ل ا ت | و ا ل أ ر ق ا م | ا ل م خ ت ل ف ة | ل ل ع م ل | ع ل ى | ا ل ن ح و | ا ل أ م ث ل |	271680	FEMALE
343	1729387593489297885.wav	لقد مررنا بأزمة مالية استمرّت لمدة عام، وبلغت لحظاتها الأكثر حدّة في الشهرين الماضيين، وأعتقد أنّ الأسواق المالية قد بدأت الآن تتعافى."	لقد مررنا بأزمة مالية استمرّت لمدة عام وبلغت لحظاتها الأكثر حدّة في الشهرين الماضيين وأعتقد أنّ الأسواق المالية قد بدأت الآن تتعافى	ل ق د | م ر ر ن ا | ب أ ز م ة | م ا ل ي ة | ا س ت م ر ّ ت | ل م د ة | ع ا م | و ب ل غ ت | ل ح ظ ا ت ه ا | ا ل أ ك ث ر | ح د ّ ة | ف ي | ا ل ش ه ر ي ن | ا ل م ا ض ي ي ن | و أ ع ت ق د | أ ن ّ | ا ل أ س و ا ق | ا ل م ا ل ي ة | ق د | ب د أ ت | ا ل آ ن | ت ت ع ا ف ى |	171840	MALE
310	6151335634516068012.wav	لقد حضر ما لا يقل عن 100 شخصٍ الحفل من أجل الاحتفال بالذكرى السنوية الأولى لزوجين عقد قرانهما السنة الماضية.	لقد حضر ما لا يقل عن 100 شخصٍ الحفل من أجل الاحتفال بالذكرى السنوية الأولى لزوجين عقد قرانهما السنة الماضية	ل ق د | ح ض ر | م ا | ل ا | ي ق ل | ع ن | 1 0 0 | ش خ ص ٍ | ا ل ح ف ل | م ن | أ ج ل | ا ل ا ح ت ف ا ل | ب ا ل ذ ك ر ى | ا ل س ن و ي ة | ا ل أ و ل ى | ل ز و ج ي ن | ع ق د | ق ر ا ن ه م ا | ا ل س ن ة | ا ل م ا ض ي ة |	138240	FEMALE
1010	4171738565145642678.wav	قررت باكمان، التي فازت في استفتاء آميس سترو في آب، إنهاء حملتها الانتخابية.	قررت باكمان التي فازت في استفتاء آميس سترو في آب إنهاء حملتها الانتخابية	ق ر ر ت | ب ا ك م ا ن | ا ل ت ي | ف ا ز ت | ف ي | ا س ت ف ت ا ء | آ م ي س | س ت ر و | ف ي | آ ب | إ ن ه ا ء | ح م ل ت ه ا | ا ل ا ن ت خ ا ب ي ة |	159360	FEMALE
1471	16606284390742296418.wav	يقع حاليًا الجناح التاسع والذي شهد فيضاناً يصل ارتفاعه إلى 20 قدماً خلال إعصار كاترينا، في ارتفاع لمنسوب المياه حيث غمرت السد القريب.	يقع حاليًا الجناح التاسع والذي شهد فيضاناً يصل ارتفاعه إلى 20 قدماً خلال إعصار كاترينا في ارتفاع لمنسوب المياه حيث غمرت السد القريب	ي ق ع | ح ا ل ي ً ا | ا ل ج ن ا ح | ا ل ت ا س ع | و ا ل ذ ي | ش ه د | ف ي ض ا ن ا ً | ي ص ل | ا ر ت ف ا ع ه | إ ل ى | 2 0 | ق د م ا ً | خ ل ا ل | إ ع ص ا ر | ك ا ت ر ي ن ا | ف ي | ا ر ت ف ا ع | ل م ن س و ب | ا ل م ي ا ه | ح ي ث | غ م ر ت | ا ل س د | ا ل ق ر ي ب |	209280	FEMALE
680	4745345045937018043.wav	شلالات فيكتوريا هي مدينة تقع في الجزء الغربي من زيمبابوي، عبر الحدود من ليفينغستون، وزامبيا، وبالقرب من بوتسوانا.	شلالات فيكتوريا هي مدينة تقع في الجزء الغربي من زيمبابوي عبر الحدود من ليفينغستون وزامبيا وبالقرب من بوتسوانا	ش ل ا ل ا ت | ف ي ك ت و ر ي ا | ه ي | م د ي ن ة | ت ق ع | ف ي | ا ل ج ز ء | ا ل غ ر ب ي | م ن | ز ي م ب ا ب و ي | ع ب ر | ا ل ح د و د | م ن | ل ي ف ي ن غ س ت و ن | و ز ا م ب ي ا | و ب ا ل ق ر ب | م ن | ب و ت س و ا ن ا |	159360	MALE
787	9292025548820273863.wav	يتواجد في العالم أكثر من 5000 لغة مختلفة، بما في ذلك أكثر من عشرين لغة مع 50 مليون متحدث أو يزيد.	يتواجد في العالم أكثر من 5000 لغة مختلفة بما في ذلك أكثر من عشرين لغة مع 50 مليون متحدث أو يزيد	ي ت و ا ج د | ف ي | ا ل ع ا ل م | أ ك ث ر | م ن | 5 0 0 0 | ل غ ة | م خ ت ل ف ة | ب م ا | ف ي | ذ ل ك | أ ك ث ر | م ن | ع ش ر ي ن | ل غ ة | م ع | 5 0 | م ل ي و ن | م ت ح د ث | أ و | ي ز ي د |	140160	FEMALE
165	17662503673905249495.wav	أُلحق بالأسطول السابع للبحرية الأمريكية ومقره في ساسيبو، ناجازاكي في اليابان.	أُلحق بالأسطول السابع للبحرية الأمريكية ومقره في ساسيبو ناجازاكي في اليابان	أ ُ ل ح ق | ب ا ل أ س ط و ل | ا ل س ا ب ع | ل ل ب ح ر ي ة | ا ل أ م ر ي ك ي ة | و م ق ر ه | ف ي | س ا س ي ب و | ن ا ج ا ز ا ك ي | ف ي | ا ل ي ا ب ا ن |	125760	FEMALE
1288	10272016251441050388.wav	يوجد العديد من الكتب والمجلات التي تتناول البقاء على قيد الحياة في البرية بينما المطبوعات التي تتناول مناطق الحرب قليلة.	يوجد العديد من الكتب والمجلات التي تتناول البقاء على قيد الحياة في البرية بينما المطبوعات التي تتناول مناطق الحرب قليلة	ي و ج د | ا ل ع د ي د | م ن | ا ل ك ت ب | و ا ل م ج ل ا ت | ا ل ت ي | ت ت ن ا و ل | ا ل ب ق ا ء | ع ل ى | ق ي د | ا ل ح ي ا ة | ف ي | ا ل ب ر ي ة | ب ي ن م ا | ا ل م ط ب و ع ا ت | ا ل ت ي | ت ت ن ا و ل | م ن ا ط ق | ا ل ح ر ب | ق ل ي ل ة |	170880	FEMALE
974	3442480822484695034.wav	في العديد من أنحاء العالم، يُعدّ التلويح لفتة ودية تعني "مرحباً".	في العديد من أنحاء العالم يُعدّ التلويح لفتة ودية تعني مرحباً	ف ي | ا ل ع د ي د | م ن | أ ن ح ا ء | ا ل ع ا ل م | ي ُ ع د ّ | ا ل ت ل و ي ح | ل ف ت ة | و د ي ة | ت ع ن ي | م ر ح ب ا ً |	98880	FEMALE
765	3976153541066250676.wav	تلبي الأنزال حاجات الشباب - فضيفها المعتاد في العشرينيات من عمره - ولكن غالباً ما تجد مسافرين أكبر سناً هناك أيضاً.	تلبي الأنزال حاجات الشباب فضيفها المعتاد في العشرينيات من عمره ولكن غالباً ما تجد مسافرين أكبر سناً هناك أيضاً	ت ل ب ي | ا ل أ ن ز ا ل | ح ا ج ا ت | ا ل ش ب ا ب | ف ض ي ف ه ا | ا ل م ع ت ا د | ف ي | ا ل ع ش ر ي ن ي ا ت | م ن | ع م ر ه | و ل ك ن | غ ا ل ب ا ً | م ا | ت ج د | م س ا ف ر ي ن | أ ك ب ر | س ن ا ً | ه ن ا ك | أ ي ض ا ً |	143040	FEMALE
747	6623036868864491440.wav	وبناءً على ذلك، تجد في أرقى هذه المؤسّسات أفخر أغطية للأسرّة، وربما لحافاً مصنوعاً يدويّاً أو سريراً عتيق الطّراز.	وبناءً على ذلك تجد في أرقى هذه المؤسّسات أفخر أغطية للأسرّة وربما لحافاً مصنوعاً يدويّاً أو سريراً عتيق الطّراز	و ب ن ا ء ً | ع ل ى | ذ ل ك | ت ج د | ف ي | أ ر ق ى | ه ذ ه | ا ل م ؤ س ّ س ا ت | أ ف خ ر | أ غ ط ي ة | ل ل أ س ر ّ ة | و ر ب م ا | ل ح ا ف ا ً | م ص ن و ع ا ً | ي د و ي ّ ا ً | أ و | س ر ي ر ا ً | ع ت ي ق | ا ل ط ّ ر ا ز |	185280	MALE
378	3795454447597112009.wav	يطلق اسم "الفوتو سفير" على الجزء الخارجي المرئي من الشمس عند النظر إليها، ويعني ذلك المصطلح "كرة النور".	يطلق اسم الفوتو سفير على الجزء الخارجي المرئي من الشمس عند النظر إليها ويعني ذلك المصطلح كرة النور	ي ط ل ق | ا س م | ا ل ف و ت و | س ف ي ر | ع ل ى | ا ل ج ز ء | ا ل خ ا ر ج ي | ا ل م ر ئ ي | م ن | ا ل ش م س | ع ن د | ا ل ن ظ ر | إ ل ي ه ا | و ي ع ن ي | ذ ل ك | ا ل م ص ط ل ح | ك ر ة | ا ل ن و ر |	166080	FEMALE
1106	10990946264721824032.wav	تدور نظريات المحتوى حول إيجاد ما يثير الناس أو يجذبهم.	تدور نظريات المحتوى حول إيجاد ما يثير الناس أو يجذبهم	ت د و ر | ن ظ ر ي ا ت | ا ل م ح ت و ى | ح و ل | إ ي ج ا د | م ا | ي ث ي ر | ا ل ن ا س | أ و | ي ج ذ ب ه م |	85440	FEMALE
1497	6993447487220040267.wav	يتم قبول الجنيه البريطاني بشكل عام في أي مكان في الجزر وداخل بطاقات ستانلي الائتمانية ودولار الولايات المتحدة الأمريكية في كثير من الأحيان.	يتم قبول الجنيه البريطاني بشكل عام في أي مكان في الجزر وداخل بطاقات ستانلي الائتمانية ودولار الولايات المتحدة الأمريكية في كثير من الأحيان	ي ت م | ق ب و ل | ا ل ج ن ي ه | ا ل ب ر ي ط ا ن ي | ب ش ك ل | ع ا م | ف ي | أ ي | م ك ا ن | ف ي | ا ل ج ز ر | و د ا خ ل | ب ط ا ق ا ت | س ت ا ن ل ي | ا ل ا ئ ت م ا ن ي ة | و د و ل ا ر | ا ل و ل ا ي ا ت | ا ل م ت ح د ة | ا ل أ م ر ي ك ي ة | ف ي | ك ث ي ر | م ن | ا ل أ ح ي ا ن |	184320	FEMALE
21	5518142608723212387.wav	هسيه أشار أثناء الانتخابات إلى أن ما قد يهرب من البلاد في وقت المصائب.	هسيه أشار أثناء الانتخابات إلى أن ما قد يهرب من البلاد في وقت المصائب	ه س ي ه | أ ش ا ر | أ ث ن ا ء | ا ل ا ن ت خ ا ب ا ت | إ ل ى | أ ن | م ا | ق د | ي ه ر ب | م ن | ا ل ب ل ا د | ف ي | و ق ت | ا ل م ص ا ئ ب |	105600	FEMALE
322	17244563893432715024.wav	للمرّة الأولى، صدّرت الصين في العام الماضي سيّارات أكثر من ألمانيا، وتجاوزت الولايات المتحدة كأكبر سوق في هذه الصناعة.	للمرّة الأولى صدّرت الصين في العام الماضي سيّارات أكثر من ألمانيا وتجاوزت الولايات المتحدة كأكبر سوق في هذه الصناعة	ل ل م ر ّ ة | ا ل أ و ل ى | ص د ّ ر ت | ا ل ص ي ن | ف ي | ا ل ع ا م | ا ل م ا ض ي | س ي ّ ا ر ا ت | أ ك ث ر | م ن | أ ل م ا ن ي ا | و ت ج ا و ز ت | ا ل و ل ا ي ا ت | ا ل م ت ح د ة | ك أ ك ب ر | س و ق | ف ي | ه ذ ه | ا ل ص ن ا ع ة |	137280	FEMALE
142	7671194146589535476.wav	في يوم الأربعاء قام اتحاد الولايات المتحدة الوطني لكرة السلة (إن بي إيه) بتعليق موسم كرة السلة للمحترفين الخاص به وذلك بسبب مخاوفٍ تتعلق بكوفيد-19.	في يوم الأربعاء قام اتحاد الولايات المتحدة الوطني لكرة السلة إن بي إيه بتعليق موسم كرة السلة للمحترفين الخاص به وذلك بسبب مخاوفٍ تتعلق بكوفيد-19	ف ي | ي و م | ا ل أ ر ب ع ا ء | ق ا م | ا ت ح ا د | ا ل و ل ا ي ا ت | ا ل م ت ح د ة | ا ل و ط ن ي | ل ك ر ة | ا ل س ل ة | إ ن | ب ي | إ ي ه | ب ت ع ل ي ق | م و س م | ك ر ة | ا ل س ل ة | ل ل م ح ت ر ف ي ن | ا ل خ ا ص | ب ه | و ذ ل ك | ب س ب ب | م خ ا و ف ٍ | ت ت ع ل ق | ب ك و ف ي د - 1 9 |	267840	FEMALE
51	15090915369705341965.wav	في الأشهر الثلاثة الماضية، أطلق سراح أكثر من 80 معتقلاً من منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم.	في الأشهر الثلاثة الماضية أطلق سراح أكثر من 80 معتقلاً من منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم	ف ي | ا ل أ ش ه ر | ا ل ث ل ا ث ة | ا ل م ا ض ي ة | أ ط ل ق | س ر ا ح | أ ك ث ر | م ن | 8 0 | م ع ت ق ل ا ً | م ن | م ن ش أ ة | س ن ت ر ا ل | ب و ك ن ج | د و ن | ت و ج ي ه | ت ه م | ر س م ي ة | إ ل ي ه م |	124800	FEMALE
234	5034620725957609815.wav	نادية، المولودة في 17 سبتمبر 2007، بعمليّة ولادة قيصريّة في عيادة توليد في أليسك، روسيا، كان وزنها الضخم 17 رطل وأوقية واحدة.	نادية المولودة في 17 سبتمبر 2007 بعمليّة ولادة قيصريّة في عيادة توليد في أليسك روسيا كان وزنها الضخم 17 رطل وأوقية واحدة	ن ا د ي ة | ا ل م و ل و د ة | ف ي | 1 7 | س ب ت م ب ر | 2 0 0 7 | ب ع م ل ي ّ ة | و ل ا د ة | ق ي ص ر ي ّ ة | ف ي | ع ي ا د ة | ت و ل ي د | ف ي | أ ل ي س ك | ر و س ي ا | ك ا ن | و ز ن ه ا | ا ل ض خ م | 1 7 | ر ط ل | و أ و ق ي ة | و ا ح د ة |	172800	MALE
1004	7900617016894803020.wav	من المعروف منذ فترة طويلة أن الأنواع المختلفة من تلف الدماغ، والصدمات، والآفات، والأورام تؤثر على السلوك وتسبب تغيرات في بعض الوظائف العقلية.	من المعروف منذ فترة طويلة أن الأنواع المختلفة من تلف الدماغ والصدمات والآفات والأورام تؤثر على السلوك وتسبب تغيرات في بعض الوظائف العقلية	م ن | ا ل م ع ر و ف | م ن ذ | ف ت ر ة | ط و ي ل ة | أ ن | ا ل أ ن و ا ع | ا ل م خ ت ل ف ة | م ن | ت ل ف | ا ل د م ا غ | و ا ل ص د م ا ت | و ا ل آ ف ا ت | و ا ل أ و ر ا م | ت ؤ ث ر | ع ل ى | ا ل س ل و ك | و ت س ب ب | ت غ ي ر ا ت | ف ي | ب ع ض | ا ل و ظ ا ئ ف | ا ل ع ق ل ي ة |	184320	FEMALE
