1408	14937804473151608532.wav	Δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη Σουηδία, καθώς και για άλλες 28 χώρες.	δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη σουηδία καθώς και για άλλες 28 χώρες	δ η μ ι ο ύ ρ γ η σ ε | π ε ρ ι σ σ ό τ ε ρ α | α π ό | 1 . 0 0 0 | γ ρ α μ μ α τ ό σ η μ α | γ ι α | τ η | σ ο υ η δ ί α | κ α θ ώ ς | κ α ι | γ ι α | ά λ λ ε ς | 2 8 | χ ώ ρ ε ς |	121920	MALE
693	17254999065840780350.wav	Το Angkor Pass απαιτείται για την είσοδο στον ναό, επομένως θυμηθείτε να φέρετε μαζί σας το διαβατήριό σας ενώ κατευθύνεστε προς την Τόνλε Σαπ.	το angkor pass απαιτείται για την είσοδο στον ναό επομένως θυμηθείτε να φέρετε μαζί σας το διαβατήριό σας ενώ κατευθύνεστε προς την τόνλε σαπ	τ ο | a n g k o r | p a s s | α π α ι τ ε ί τ α ι | γ ι α | τ η ν | ε ί σ ο δ ο | σ τ ο ν | ν α ό | ε π ο μ έ ν ω ς | θ υ μ η θ ε ί τ ε | ν α | φ έ ρ ε τ ε | μ α ζ ί | σ α ς | τ ο | δ ι α β α τ ή ρ ι ό | σ α ς | ε ν ώ | κ α τ ε υ θ ύ ν ε σ τ ε | π ρ ο ς | τ η ν | τ ό ν λ ε | σ α π |	185280	FEMALE
32	7753870728557304276.wav	Ο Πικέ Τζούνιορ είχε ατύχημα στο γκραν πρι της Σιγκαπούρης το 2008, αμέσως μετά από ένα πιτ στοπ του Φερνάντο Αλόνσο, με αποτέλεσμα την εμφάνιση του αυτοκινήτου ασφαλείας.	ο πικέ τζούνιορ είχε ατύχημα στο γκραν πρι της σιγκαπούρης το 2008 αμέσως μετά από ένα πιτ στοπ του φερνάντο αλόνσο με αποτέλεσμα την εμφάνιση του αυτοκινήτου ασφαλείας	ο | π ι κ έ | τ ζ ο ύ ν ι ο ρ | ε ί χ ε | α τ ύ χ η μ α | σ τ ο | γ κ ρ α ν | π ρ ι | τ η ς | σ ι γ κ α π ο ύ ρ η ς | τ ο | 2 0 0 8 | α μ έ σ ω ς | μ ε τ ά | α π ό | έ ν α | π ι τ | σ τ ο π | τ ο υ | φ ε ρ ν ά ν τ ο | α λ ό ν σ ο | μ ε | α π ο τ έ λ ε σ μ α | τ η ν | ε μ φ ά ν ι σ η | τ ο υ | α υ τ ο κ ι ν ή τ ο υ | α σ φ α λ ε ί α ς |	171840	FEMALE
445	16492116960697680112.wav	Οι περισσότεροι κάτοικοι της Βενεζουέλας που δουλεύουν απασχολούνται στον τομέα των υπηρεσιών, περίπου το ένα τέταρτο δουλεύει στη βιομηχανία και ακόμα λιγότεροι είναι γεωργοί.	οι περισσότεροι κάτοικοι της βενεζουέλας που δουλεύουν απασχολούνται στον τομέα των υπηρεσιών περίπου το ένα τέταρτο δουλεύει στη βιομηχανία και ακόμα λιγότεροι είναι γεωργοί	ο ι | π ε ρ ι σ σ ό τ ε ρ ο ι | κ ά τ ο ι κ ο ι | τ η ς | β ε ν ε ζ ο υ έ λ α ς | π ο υ | δ ο υ λ ε ύ ο υ ν | α π α σ χ ο λ ο ύ ν τ α ι | σ τ ο ν | τ ο μ έ α | τ ω ν | υ π η ρ ε σ ι ώ ν | π ε ρ ί π ο υ | τ ο | έ ν α | τ έ τ α ρ τ ο | δ ο υ λ ε ύ ε ι | σ τ η | β ι ο μ η χ α ν ί α | κ α ι | α κ ό μ α | λ ι γ ό τ ε ρ ο ι | ε ί ν α ι | γ ε ω ρ γ ο ί |	210240	FEMALE
1202	8322461482908940883.wav	Τα θηλυκά έχουν συνήθως μια στενή σύνδεση μεταξύ τους, καθώς αποτελούν μια μεγάλη οικογένεια από αδερφές και κόρες.	τα θηλυκά έχουν συνήθως μια στενή σύνδεση μεταξύ τους καθώς αποτελούν μια μεγάλη οικογένεια από αδερφές και κόρες	τ α | θ η λ υ κ ά | έ χ ο υ ν | σ υ ν ή θ ω ς | μ ι α | σ τ ε ν ή | σ ύ ν δ ε σ η | μ ε τ α ξ ύ | τ ο υ ς | κ α θ ώ ς | α π ο τ ε λ ο ύ ν | μ ι α | μ ε γ ά λ η | ο ι κ ο γ έ ν ε ι α | α π ό | α δ ε ρ φ έ ς | κ α ι | κ ό ρ ε ς |	164160	MALE
56	9420525362908826703.wav	Ο κύριος Κοστέλο ανέφερε ότι όταν η παραγωγή πυρηνικής ενέργειας γίνει οικονομικά βιώσιμη, η Αυστραλία θα πρέπει να επιδιώξει να τη χρησιμοποιήσει.	ο κύριος κοστέλο ανέφερε ότι όταν η παραγωγή πυρηνικής ενέργειας γίνει οικονομικά βιώσιμη η αυστραλία θα πρέπει να επιδιώξει να τη χρησιμοποιήσει	ο | κ ύ ρ ι ο ς | κ ο σ τ έ λ ο | α ν έ φ ε ρ ε | ό τ ι | ό τ α ν | η | π α ρ α γ ω γ ή | π υ ρ η ν ι κ ή ς | ε ν έ ρ γ ε ι α ς | γ ί ν ε ι | ο ι κ ο ν ο μ ι κ ά | β ι ώ σ ι μ η | η | α υ σ τ ρ α λ ί α | θ α | π ρ έ π ε ι | ν α | ε π ι δ ι ώ ξ ε ι | ν α | τ η | χ ρ η σ ι μ ο π ο ι ή σ ε ι |	158400	MALE
676	10201822837314800117.wav	Αυτό μπορεί να συμβεί σε κανονικό αμάξι με προσεκτικό σχεδιασμό, όμως συνιστάται κυρίως η χρήση 4x4 καθώς πολλές περιοχές είναι προσβάσιμες μόνο μέσω 4x4 υψηλών τροχών.	αυτό μπορεί να συμβεί σε κανονικό αμάξι με προσεκτικό σχεδιασμό όμως συνιστάται κυρίως η χρήση 4x4 καθώς πολλές περιοχές είναι προσβάσιμες μόνο μέσω 4x4 υψηλών τροχών	α υ τ ό | μ π ο ρ ε ί | ν α | σ υ μ β ε ί | σ ε | κ α ν ο ν ι κ ό | α μ ά ξ ι | μ ε | π ρ ο σ ε κ τ ι κ ό | σ χ ε δ ι α σ μ ό | ό μ ω ς | σ υ ν ι σ τ ά τ α ι | κ υ ρ ί ω ς | η | χ ρ ή σ η | 4 x 4 | κ α θ ώ ς | π ο λ λ έ ς | π ε ρ ι ο χ έ ς | ε ί ν α ι | π ρ ο σ β ά σ ι μ ε ς | μ ό ν ο | μ έ σ ω | 4 x 4 | υ ψ η λ ώ ν | τ ρ ο χ ώ ν |	224640	FEMALE
1336	4155879234475504119.wav	Ο Χάμιλτον επαλήθευσε τις πληροφορίες ότι όταν το Πανεπιστημιακό Νοσοκομείο Χάουαρντ υποδέχθηκε τον ασθενή αυτός βρισκόταν σε σταθερή κατάσταση.	ο χάμιλτον επαλήθευσε τις πληροφορίες ότι όταν το πανεπιστημιακό νοσοκομείο χάουαρντ υποδέχθηκε τον ασθενή αυτός βρισκόταν σε σταθερή κατάσταση	ο | χ ά μ ι λ τ ο ν | ε π α λ ή θ ε υ σ ε | τ ι ς | π λ η ρ ο φ ο ρ ί ε ς | ό τ ι | ό τ α ν | τ ο | π α ν ε π ι σ τ η μ ι α κ ό | ν ο σ ο κ ο μ ε ί ο | χ ά ο υ α ρ ν τ | υ π ο δ έ χ θ η κ ε | τ ο ν | α σ θ ε ν ή | α υ τ ό ς | β ρ ι σ κ ό τ α ν | σ ε | σ τ α θ ε ρ ή | κ α τ ά σ τ α σ η |	171840	FEMALE
708	1043086321069361287.wav	Από κάτω φαίνεται λίγο τρομακτικό και η ανάβαση είναι απότομη και δύσκολη, όμως κατά πάσα πιθανότητα τα άτομα που βρίσκονται σε φόρμα θα καταφέρουν να φτάσουν εκεί σε 45 λεπτά περίπου.	από κάτω φαίνεται λίγο τρομακτικό και η ανάβαση είναι απότομη και δύσκολη όμως κατά πάσα πιθανότητα τα άτομα που βρίσκονται σε φόρμα θα καταφέρουν να φτάσουν εκεί σε 45 λεπτά περίπου	α π ό | κ ά τ ω | φ α ί ν ε τ α ι | λ ί γ ο | τ ρ ο μ α κ τ ι κ ό | κ α ι | η | α ν ά β α σ η | ε ί ν α ι | α π ό τ ο μ η | κ α ι | δ ύ σ κ ο λ η | ό μ ω ς | κ α τ ά | π ά σ α | π ι θ α ν ό τ η τ α | τ α | ά τ ο μ α | π ο υ | β ρ ί σ κ ο ν τ α ι | σ ε | φ ό ρ μ α | θ α | κ α τ α φ έ ρ ο υ ν | ν α | φ τ ά σ ο υ ν | ε κ ε ί | σ ε | 4 5 | λ ε π τ ά | π ε ρ ί π ο υ |	173760	FEMALE
1128	2693956358369594587.wav	Οι αρχές εικάζουν ότι αυτό υποδηλώνει πως τα κοντέινερ που περιέχουν καύσιμα ουρανίου στην περιοχή, ενδέχεται να έχουν υποστεί ζημιές και να διαρρέουν.	οι αρχές εικάζουν ότι αυτό υποδηλώνει πως τα κοντέινερ που περιέχουν καύσιμα ουρανίου στην περιοχή ενδέχεται να έχουν υποστεί ζημιές και να διαρρέουν	ο ι | α ρ χ έ ς | ε ι κ ά ζ ο υ ν | ό τ ι | α υ τ ό | υ π ο δ η λ ώ ν ε ι | π ω ς | τ α | κ ο ν τ έ ι ν ε ρ | π ο υ | π ε ρ ι έ χ ο υ ν | κ α ύ σ ι μ α | ο υ ρ α ν ί ο υ | σ τ η ν | π ε ρ ι ο χ ή | ε ν δ έ χ ε τ α ι | ν α | έ χ ο υ ν | υ π ο σ τ ε ί | ζ η μ ι έ ς | κ α ι | ν α | δ ι α ρ ρ έ ο υ ν |	175680	FEMALE
409	10336714822329706857.wav	Εντούτοις, η ανακάλυψη του τάφου του το 1922 τον είναι αυτή που τον έκανε αναγνωρισμένη διασημότητα. Ενώ πολλοί τάφοι του παρελθόντος είχαν λεηλατηθεί, ο συγκεκριμένος παρέμεινε ουσιαστικά άθικτος.	εντούτοις η ανακάλυψη του τάφου του το 1922 τον είναι αυτή που τον έκανε αναγνωρισμένη διασημότητα ενώ πολλοί τάφοι του παρελθόντος είχαν λεηλατηθεί ο συγκεκριμένος παρέμεινε ουσιαστικά άθικτος	ε ν τ ο ύ τ ο ι ς | η | α ν α κ ά λ υ ψ η | τ ο υ | τ ά φ ο υ | τ ο υ | τ ο | 1 9 2 2 | τ ο ν | ε ί ν α ι | α υ τ ή | π ο υ | τ ο ν | έ κ α ν ε | α ν α γ ν ω ρ ι σ μ έ ν η | δ ι α σ η μ ό τ η τ α | ε ν ώ | π ο λ λ ο ί | τ ά φ ο ι | τ ο υ | π α ρ ε λ θ ό ν τ ο ς | ε ί χ α ν | λ ε η λ α τ η θ ε ί | ο | σ υ γ κ ε κ ρ ι μ έ ν ο ς | π α ρ έ μ ε ι ν ε | ο υ σ ι α σ τ ι κ ά | ά θ ι κ τ ο ς |	192960	FEMALE
1457	13507147489368547400.wav	Οι αγώνες ξεκίνησαν στις 10:00 π.μ. με θαυμάσιο καιρό και, αν εξαιρέσουμε το πρωινό ψιλόβροχο που υποχώρησε γρήγορα, η μέρα ήταν τέλεια για ράγκμπι σέβενς.	οι αγώνες ξεκίνησαν στις 10:00 π.μ. με θαυμάσιο καιρό και αν εξαιρέσουμε το πρωινό ψιλόβροχο που υποχώρησε γρήγορα η μέρα ήταν τέλεια για ράγκμπι σέβενς	ο ι | α γ ώ ν ε ς | ξ ε κ ί ν η σ α ν | σ τ ι ς | 1 0 : 0 0 | π . μ . | μ ε | θ α υ μ ά σ ι ο | κ α ι ρ ό | κ α ι | α ν | ε ξ α ι ρ έ σ ο υ μ ε | τ ο | π ρ ω ι ν ό | ψ ι λ ό β ρ ο χ ο | π ο υ | υ π ο χ ώ ρ η σ ε | γ ρ ή γ ο ρ α | η | μ έ ρ α | ή τ α ν | τ έ λ ε ι α | γ ι α | ρ ά γ κ μ π ι | σ έ β ε ν ς |	205440	FEMALE
977	9207491630575000853.wav	Οι βοηθητικές γλώσσες είναι τεχνητές ή κατασκευασμένες γλώσσες, που είναι φτιαγμένες κατάλληλα ώστε να βοηθούν στην επικοινωνία ανάμεσα στους ανθρώπους που διαφορετικά θα δυσκολεύονταν να επικοινωνήσουν.	οι βοηθητικές γλώσσες είναι τεχνητές ή κατασκευασμένες γλώσσες που είναι φτιαγμένες κατάλληλα ώστε να βοηθούν στην επικοινωνία ανάμεσα στους ανθρώπους που διαφορετικά θα δυσκολεύονταν να επικοινωνήσουν	ο ι | β ο η θ η τ ι κ έ ς | γ λ ώ σ σ ε ς | ε ί ν α ι | τ ε χ ν η τ έ ς | ή | κ α τ α σ κ ε υ α σ μ έ ν ε ς | γ λ ώ σ σ ε ς | π ο υ | ε ί ν α ι | φ τ ι α γ μ έ ν ε ς | κ α τ ά λ λ η λ α | ώ σ τ ε | ν α | β ο η θ ο ύ ν | σ τ η ν | ε π ι κ ο ι ν ω ν ί α | α ν ά μ ε σ α | σ τ ο υ ς | α ν θ ρ ώ π ο υ ς | π ο υ | δ ι α φ ο ρ ε τ ι κ ά | θ α | δ υ σ κ ο λ ε ύ ο ν τ α ν | ν α | ε π ι κ ο ι ν ω ν ή σ ο υ ν |	147840	FEMALE
175	18276075960576999.wav	Ο Άλεν, ο οποίος ανήκει στα πλουσιότερα άτομα παγκοσμίως, φημολογείται ότι έχει επενδύσει μεγάλο τμήμα του πλούτου του στην εξερεύνηση της θάλασσας και ότι ξεκίνησε την αναζήτησή του για το Μουσάσι λόγω του ενδιαφέροντος που έτρεφε για τον πόλεμο καθ' όλη τη διάρκεια της ζωής του.	ο άλεν ο οποίος ανήκει στα πλουσιότερα άτομα παγκοσμίως φημολογείται ότι έχει επενδύσει μεγάλο τμήμα του πλούτου του στην εξερεύνηση της θάλασσας και ότι ξεκίνησε την αναζήτησή του για το μουσάσι λόγω του ενδιαφέροντος που έτρεφε για τον πόλεμο καθ' όλη τη διάρκεια της ζωής του	ο | ά λ ε ν | ο | ο π ο ί ο ς | α ν ή κ ε ι | σ τ α | π λ ο υ σ ι ό τ ε ρ α | ά τ ο μ α | π α γ κ ο σ μ ί ω ς | φ η μ ο λ ο γ ε ί τ α ι | ό τ ι | έ χ ε ι | ε π ε ν δ ύ σ ε ι | μ ε γ ά λ ο | τ μ ή μ α | τ ο υ | π λ ο ύ τ ο υ | τ ο υ | σ τ η ν | ε ξ ε ρ ε ύ ν η σ η | τ η ς | θ ά λ α σ σ α ς | κ α ι | ό τ ι | ξ ε κ ί ν η σ ε | τ η ν | α ν α ζ ή τ η σ ή | τ ο υ | γ ι α | τ ο | μ ο υ σ ά σ ι | λ ό γ ω | τ ο υ | ε ν δ ι α φ έ ρ ο ν τ ο ς | π ο υ | έ τ ρ ε φ ε | γ ι α | τ ο ν | π ό λ ε μ ο | κ α θ ' | ό λ η | τ η | δ ι ά ρ κ ε ι α | τ η ς | ζ ω ή ς | τ ο υ |	277440	MALE
478	1314378284700667811.wav	Ο Αλέξανδρος ως βασιλιάς προσφέρθηκε να καλύψει τα έξοδα της ανοικοδόμησης του ναού, όμως η προσφορά του δεν έγινε δεκτή. Ο ναός ανοικοδομήθηκε το 323 π.Χ., έπειτα από τον θάνατό του.	ο αλέξανδρος ως βασιλιάς προσφέρθηκε να καλύψει τα έξοδα της ανοικοδόμησης του ναού όμως η προσφορά του δεν έγινε δεκτή ο ναός ανοικοδομήθηκε το 323 π.χ. έπειτα από τον θάνατό του	ο | α λ έ ξ α ν δ ρ ο ς | ω ς | β α σ ι λ ι ά ς | π ρ ο σ φ έ ρ θ η κ ε | ν α | κ α λ ύ ψ ε ι | τ α | έ ξ ο δ α | τ η ς | α ν ο ι κ ο δ ό μ η σ η ς | τ ο υ | ν α ο ύ | ό μ ω ς | η | π ρ ο σ φ ο ρ ά | τ ο υ | δ ε ν | έ γ ι ν ε | δ ε κ τ ή | ο | ν α ό ς | α ν ο ι κ ο δ ο μ ή θ η κ ε | τ ο | 3 2 3 | π . χ . | έ π ε ι τ α | α π ό | τ ο ν | θ ά ν α τ ό | τ ο υ |	267840	MALE
946	11449559749024395535.wav	Οι Βίκινγκς χρησιμοποιούσαν τις ρωσικές πλωτές οδούς για να φτάσουν στον Εύξεινο Πόντο και στην Κασπία Θάλασσα. Τμήματα αυτών των οδών μπορούν ακόμη να χρησιμοποιηθούν. Ελέγξτε αν τυχόν απαιτούνται ειδικές άδειες, οι οποίες ενδέχεται να είναι δύσκολο να δοθούν.	οι βίκινγκς χρησιμοποιούσαν τις ρωσικές πλωτές οδούς για να φτάσουν στον εύξεινο πόντο και στην κασπία θάλασσα τμήματα αυτών των οδών μπορούν ακόμη να χρησιμοποιηθούν ελέγξτε αν τυχόν απαιτούνται ειδικές άδειες οι οποίες ενδέχεται να είναι δύσκολο να δοθούν	ο ι | β ί κ ι ν γ κ ς | χ ρ η σ ι μ ο π ο ι ο ύ σ α ν | τ ι ς | ρ ω σ ι κ έ ς | π λ ω τ έ ς | ο δ ο ύ ς | γ ι α | ν α | φ τ ά σ ο υ ν | σ τ ο ν | ε ύ ξ ε ι ν ο | π ό ν τ ο | κ α ι | σ τ η ν | κ α σ π ί α | θ ά λ α σ σ α | τ μ ή μ α τ α | α υ τ ώ ν | τ ω ν | ο δ ώ ν | μ π ο ρ ο ύ ν | α κ ό μ η | ν α | χ ρ η σ ι μ ο π ο ι η θ ο ύ ν | ε λ έ γ ξ τ ε | α ν | τ υ χ ό ν | α π α ι τ ο ύ ν τ α ι | ε ι δ ι κ έ ς | ά δ ε ι ε ς | ο ι | ο π ο ί ε ς | ε ν δ έ χ ε τ α ι | ν α | ε ί ν α ι | δ ύ σ κ ο λ ο | ν α | δ ο θ ο ύ ν |	230400	MALE
1383	2748087914673045308.wav	Στο τεστ ΠΑΛΜ, το ZMapp είχε το ρόλο του ρυθμιστή, δηλαδή οι ερευνητές το είχαν ως αναφορά και το αντιπαρέθεταν με τις 3 άλλες αγωγές.	στο τεστ παλμ το zmapp είχε το ρόλο του ρυθμιστή δηλαδή οι ερευνητές το είχαν ως αναφορά και το αντιπαρέθεταν με τις 3 άλλες αγωγές	σ τ ο | τ ε σ τ | π α λ μ | τ ο | z m a p p | ε ί χ ε | τ ο | ρ ό λ ο | τ ο υ | ρ υ θ μ ι σ τ ή | δ η λ α δ ή | ο ι | ε ρ ε υ ν η τ έ ς | τ ο | ε ί χ α ν | ω ς | α ν α φ ο ρ ά | κ α ι | τ ο | α ν τ ι π α ρ έ θ ε τ α ν | μ ε | τ ι ς | 3 | ά λ λ ε ς | α γ ω γ έ ς |	179520	FEMALE
912	17560642180856270673.wav	Εφόσον οι κλήσεις πραγματοποιούνται μέσω ίντερνετ, δεν απαιτείται να χρησιμοποιείτε τηλεφωνική υπηρεσία που να βρίσκετε στο μέρος που ζείτε ή ταξιδεύετε.	εφόσον οι κλήσεις πραγματοποιούνται μέσω ίντερνετ δεν απαιτείται να χρησιμοποιείτε τηλεφωνική υπηρεσία που να βρίσκετε στο μέρος που ζείτε ή ταξιδεύετε	ε φ ό σ ο ν | ο ι | κ λ ή σ ε ι ς | π ρ α γ μ α τ ο π ο ι ο ύ ν τ α ι | μ έ σ ω | ί ν τ ε ρ ν ε τ | δ ε ν | α π α ι τ ε ί τ α ι | ν α | χ ρ η σ ι μ ο π ο ι ε ί τ ε | τ η λ ε φ ω ν ι κ ή | υ π η ρ ε σ ί α | π ο υ | ν α | β ρ ί σ κ ε τ ε | σ τ ο | μ έ ρ ο ς | π ο υ | ζ ε ί τ ε | ή | τ α ξ ι δ ε ύ ε τ ε |	176320	FEMALE
312	15572584722674038109.wav	Ο γάμος του ζευγαριού είχε γίνει τον προηγούμενο χρόνο στο Τέξας και το ζευγάρι κατέφθασε στο Μπάφαλο προκειμένου να γιορτάσει με τους φίλους και τους συγγενείς του.	ο γάμος του ζευγαριού είχε γίνει τον προηγούμενο χρόνο στο τέξας και το ζευγάρι κατέφθασε στο μπάφαλο προκειμένου να γιορτάσει με τους φίλους και τους συγγενείς του	ο | γ ά μ ο ς | τ ο υ | ζ ε υ γ α ρ ι ο ύ | ε ί χ ε | γ ί ν ε ι | τ ο ν | π ρ ο η γ ο ύ μ ε ν ο | χ ρ ό ν ο | σ τ ο | τ έ ξ α ς | κ α ι | τ ο | ζ ε υ γ ά ρ ι | κ α τ έ φ θ α σ ε | σ τ ο | μ π ά φ α λ ο | π ρ ο κ ε ι μ έ ν ο υ | ν α | γ ι ο ρ τ ά σ ε ι | μ ε | τ ο υ ς | φ ί λ ο υ ς | κ α ι | τ ο υ ς | σ υ γ γ ε ν ε ί ς | τ ο υ |	154560	MALE
906	4434932411914801301.wav	Οι πάροχοι προσωπικών VPN (εικονικά ιδιωτικά δίκτυα) είναι ένας ιδανικός τρόπος παράκαμψης τόσο της πολιτικής λογοκρiσίας όσο και των φίλτρων περιοχής των εμπορικών IP.	οι πάροχοι προσωπικών vpn εικονικά ιδιωτικά δίκτυα είναι ένας ιδανικός τρόπος παράκαμψης τόσο της πολιτικής λογοκρiσίας όσο και των φίλτρων περιοχής των εμπορικών ip	ο ι | π ά ρ ο χ ο ι | π ρ ο σ ω π ι κ ώ ν | v p n | ε ι κ ο ν ι κ ά | ι δ ι ω τ ι κ ά | δ ί κ τ υ α | ε ί ν α ι | έ ν α ς | ι δ α ν ι κ ό ς | τ ρ ό π ο ς | π α ρ ά κ α μ ψ η ς | τ ό σ ο | τ η ς | π ο λ ι τ ι κ ή ς | λ ο γ ο κ ρ i σ ί α ς | ό σ ο | κ α ι | τ ω ν | φ ί λ τ ρ ω ν | π ε ρ ι ο χ ή ς | τ ω ν | ε μ π ο ρ ι κ ώ ν | i p |	245760	FEMALE
984	12713430063173176294.wav	Η γρίπη των πτηνών, με την επίσημη ονομασία avian influenza, μπορεί να πεοσβάλει τόσο τα πτηνά όσο και τα θηλαστικά.	η γρίπη των πτηνών με την επίσημη ονομασία avian influenza μπορεί να πεοσβάλει τόσο τα πτηνά όσο και τα θηλαστικά	η | γ ρ ί π η | τ ω ν | π τ η ν ώ ν | μ ε | τ η ν | ε π ί σ η μ η | ο ν ο μ α σ ί α | a v i a n | i n f l u e n z a | μ π ο ρ ε ί | ν α | π ε ο σ β ά λ ε ι | τ ό σ ο | τ α | π τ η ν ά | ό σ ο | κ α ι | τ α | θ η λ α σ τ ι κ ά |	203520	MALE
1475	15792331119098797668.wav	Τα βουνά της Χερσονήσου ενώνονται σε αυτό το σημείο με το οροπέδιο, και έπειτα ξαναεμφανίζονται για να σχηματίσουν την αλυσίδα 360 χλμ της οροσειράς Ellsworth, που διχοτομείται από τον παγετώνα της Μινεσότα.	τα βουνά της χερσονήσου ενώνονται σε αυτό το σημείο με το οροπέδιο και έπειτα ξαναεμφανίζονται για να σχηματίσουν την αλυσίδα 360 χλμ της οροσειράς ellsworth που διχοτομείται από τον παγετώνα της μινεσότα	τ α | β ο υ ν ά | τ η ς | χ ε ρ σ ο ν ή σ ο υ | ε ν ώ ν ο ν τ α ι | σ ε | α υ τ ό | τ ο | σ η μ ε ί ο | μ ε | τ ο | ο ρ ο π έ δ ι ο | κ α ι | έ π ε ι τ α | ξ α ν α ε μ φ α ν ί ζ ο ν τ α ι | γ ι α | ν α | σ χ η μ α τ ί σ ο υ ν | τ η ν | α λ υ σ ί δ α | 3 6 0 | χ λ μ | τ η ς | ο ρ ο σ ε ι ρ ά ς | e l l s w o r t h | π ο υ | δ ι χ ο τ ο μ ε ί τ α ι | α π ό | τ ο ν | π α γ ε τ ώ ν α | τ η ς | μ ι ν ε σ ό τ α |	205440	MALE
1117	3812642130240017280.wav	Προσπαθείτε να στοχεύετε σε σημείο στο οποίο δεν έχετε εγκλωβιστεί ξανά ή, με βάση τις δεξιότητές σας και το αν σας έχουν εντοπίσει, ενδεχομένως να είναι προτιμότερο να περιμένετε να σας διασώσουν.	προσπαθείτε να στοχεύετε σε σημείο στο οποίο δεν έχετε εγκλωβιστεί ξανά ή με βάση τις δεξιότητές σας και το αν σας έχουν εντοπίσει ενδεχομένως να είναι προτιμότερο να περιμένετε να σας διασώσουν	π ρ ο σ π α θ ε ί τ ε | ν α | σ τ ο χ ε ύ ε τ ε | σ ε | σ η μ ε ί ο | σ τ ο | ο π ο ί ο | δ ε ν | έ χ ε τ ε | ε γ κ λ ω β ι σ τ ε ί | ξ α ν ά | ή | μ ε | β ά σ η | τ ι ς | δ ε ξ ι ό τ η τ έ ς | σ α ς | κ α ι | τ ο | α ν | σ α ς | έ χ ο υ ν | ε ν τ ο π ί σ ε ι | ε ν δ ε χ ο μ έ ν ω ς | ν α | ε ί ν α ι | π ρ ο τ ι μ ό τ ε ρ ο | ν α | π ε ρ ι μ έ ν ε τ ε | ν α | σ α ς | δ ι α σ ώ σ ο υ ν |	217920	FEMALE
882	4258424244197484978.wav	Ένα από τα δυνατά σημεία της Σάρλοτ στη Βόρεια Καρολίνα είναι ότι διαθέτει άφθονες επιλογές υψηλής ποιότητας για οικογένειες.	ένα από τα δυνατά σημεία της σάρλοτ στη βόρεια καρολίνα είναι ότι διαθέτει άφθονες επιλογές υψηλής ποιότητας για οικογένειες	έ ν α | α π ό | τ α | δ υ ν α τ ά | σ η μ ε ί α | τ η ς | σ ά ρ λ ο τ | σ τ η | β ό ρ ε ι α | κ α ρ ο λ ί ν α | ε ί ν α ι | ό τ ι | δ ι α θ έ τ ε ι | ά φ θ ο ν ε ς | ε π ι λ ο γ έ ς | υ ψ η λ ή ς | π ο ι ό τ η τ α ς | γ ι α | ο ι κ ο γ έ ν ε ι ε ς |	128640	FEMALE
412	6585193886976397171.wav	Τα βέλη από τα θανατηφόρα τους τόξα είχαν τη δυνατότητα να διαπεράσουν την στολή των εχθρών. Περίπου το 1000 π.Χ., οι Ασσύριοι χρησιμοποίησαν και το πρώτο ιππικό.	τα βέλη από τα θανατηφόρα τους τόξα είχαν τη δυνατότητα να διαπεράσουν την στολή των εχθρών περίπου το 1000 π.χ. οι ασσύριοι χρησιμοποίησαν και το πρώτο ιππικό	τ α | β έ λ η | α π ό | τ α | θ α ν α τ η φ ό ρ α | τ ο υ ς | τ ό ξ α | ε ί χ α ν | τ η | δ υ ν α τ ό τ η τ α | ν α | δ ι α π ε ρ ά σ ο υ ν | τ η ν | σ τ ο λ ή | τ ω ν | ε χ θ ρ ώ ν | π ε ρ ί π ο υ | τ ο | 1 0 0 0 | π . χ . | ο ι | α σ σ ύ ρ ι ο ι | χ ρ η σ ι μ ο π ο ί η σ α ν | κ α ι | τ ο | π ρ ώ τ ο | ι π π ι κ ό |	198720	FEMALE
1441	9528807762443449404.wav	Υπάρχουν διάφοροι τρόποι καθαρισμού του νερού και κάποιοι είναι πιο αποτελεσματικοί ενάντια σε συγκεκριμένες απειλές.	υπάρχουν διάφοροι τρόποι καθαρισμού του νερού και κάποιοι είναι πιο αποτελεσματικοί ενάντια σε συγκεκριμένες απειλές	υ π ά ρ χ ο υ ν | δ ι ά φ ο ρ ο ι | τ ρ ό π ο ι | κ α θ α ρ ι σ μ ο ύ | τ ο υ | ν ε ρ ο ύ | κ α ι | κ ά π ο ι ο ι | ε ί ν α ι | π ι ο | α π ο τ ε λ ε σ μ α τ ι κ ο ί | ε ν ά ν τ ι α | σ ε | σ υ γ κ ε κ ρ ι μ έ ν ε ς | α π ε ι λ έ ς |	105600	MALE
