1039	303579745687635629.wav	Այն ինչ ես ասում եմ մարդկանց սա է՝ վերաբերվեք մեզ այնպես, ինչպես մենք ենք ձեզ վերաբերվում։	այն ինչ ես ասում եմ մարդկանց սա է վերաբերվեք մեզ այնպես ինչպես մենք ենք ձեզ վերաբերվում	ա յ ն | ի ն չ | ե ս | ա ս ո ւ մ | ե մ | մ ա ր դ կ ա ն ց | ս ա | է | վ ե ր ա բ ե ր վ ե ք | մ ե զ | ա յ ն պ ե ս | ի ն չ պ ե ս | մ ե ն ք | ե ն ք | ձ ե զ | վ ե ր ա բ ե ր վ ո ւ մ |	139200	MALE
1234	10652494501678779456.wav	Լիգինսները հոր հետքերով գնացին և ընտրեցին բժշկի մասնագիտությունը։	լիգինսները հոր հետքերով գնացին և ընտրեցին բժշկի մասնագիտությունը	լ ի գ ի ն ս ն ե ր ը | հ ո ր | հ ե տ ք ե ր ո վ | գ ն ա ց ի ն | և | ը ն տ ր ե ց ի ն | բ ժ շ կ ի | մ ա ս ն ա գ ի տ ո ւ թ յ ո ւ ն ը |	33600	FEMALE
786	15750296132609205485.wav	Վայրի կենդանիները կարող են լինել ամաչկոտ կամ ագրեսիվ: Շրջակա միջավայրը կարող է լինել ցուրտ, շոգ կամ թերևս թշնամական:	վայրի կենդանիները կարող են լինել ամաչկոտ կամ ագրեսիվ շրջակա միջավայրը կարող է լինել ցուրտ շոգ կամ թերևս թշնամական	վ ա յ ր ի | կ ե ն դ ա ն ի ն ե ր ը | կ ա ր ո ղ | ե ն | լ ի ն ե լ | ա մ ա չ կ ո տ | կ ա մ | ա գ ր ե ս ի վ | շ ր ջ ա կ ա | մ ի ջ ա վ ա յ ր ը | կ ա ր ո ղ | է | լ ի ն ե լ | ց ո ւ ր տ | շ ո գ | կ ա մ | թ ե ր և ս | թ շ ն ա մ ա կ ա ն |	158400	FEMALE
44	1389935908974715629.wav	Այս պահին Ֆրեդն ընթանում է 105 մղոն (165 կմ/ժ) քամու արագությամբ և շարժվում է դեպի հյուսիս-արևմուտք։	այս պահին ֆրեդն ընթանում է 105 մղոն 165 կմ/ժ քամու արագությամբ և շարժվում է դեպի հյուսիս-արևմուտք։	ա յ ս | պ ա հ ի ն | ֆ ր ե դ ն | ը ն թ ա ն ո ւ մ | է | 1 0 5 | մ ղ ո ն | 1 6 5 | կ մ / ժ | ք ա մ ո ւ | ա ր ա գ ո ւ թ յ ա մ բ | և | շ ա ր ժ վ ո ւ մ | է | դ ե պ ի | հ յ ո ւ ս ի ս - ա ր և մ ո ւ տ ք ։ |	204480	FEMALE
413	5106983659438121152.wav	Հեծելազորը զորքի տեսակ է, որը կռվում է ձիու վրա: Թամբը դեռևս չէր հայտնագործվել, այդ պատճառով ասորական հեծելազորը կռվում էր ձիերի մերկ մեջքերի վրա:	հեծելազորը զորքի տեսակ է որը կռվում է ձիու վրա թամբը դեռևս չէր հայտնագործվել այդ պատճառով ասորական հեծելազորը կռվում էր ձիերի մերկ մեջքերի վրա	հ ե ծ ե լ ա զ ո ր ը | զ ո ր ք ի | տ ե ս ա կ | է | ո ր ը | կ ռ վ ո ւ մ | է | ձ ի ո ւ | վ ր ա | թ ա մ բ ը | դ ե ռ և ս | չ է ր | հ ա յ տ ն ա գ ո ր ծ վ ե լ | ա յ դ | պ ա տ ճ ա ռ ո վ | ա ս ո ր ա կ ա ն | հ ե ծ ե լ ա զ ո ր ը | կ ռ վ ո ւ մ | է ր | ձ ի ե ր ի | մ ե ր կ | մ ե ջ ք ե ր ի | վ ր ա |	216960	MALE
42	14011109939118566436.wav	Որոշ մարդիկ, ներառյալ Ջոն Գրանտը, հավատում են, որ թե՛ ֆինանսական ճգնաժամը, թե՛ հեռուստահաղորդման կրթական ծրագրերի փիլիսոփայության մեջ տեղի ունեցած փոփոխությունը նպաստել են սերիաների ավարտին:	որոշ մարդիկ ներառյալ ջոն գրանտը հավատում են որ թե ֆինանսական ճգնաժամը թե հեռուստահաղորդման կրթական ծրագրերի փիլիսոփայության մեջ տեղի ունեցած փոփոխությունը նպաստել են սերիաների ավարտին	ո ր ո շ | մ ա ր դ ի կ | ն ե ր ա ռ յ ա լ | ջ ո ն | գ ր ա ն տ ը | հ ա վ ա տ ո ւ մ | ե ն | ո ր | թ ե | ֆ ի ն ա ն ս ա կ ա ն | ճ գ ն ա ժ ա մ ը | թ ե | հ ե ռ ո ւ ս տ ա հ ա ղ ո ր դ մ ա ն | կ ր թ ա կ ա ն | ծ ր ա գ ր ե ր ի | փ ի լ ի ս ո փ ա յ ո ւ թ յ ա ն | մ ե ջ | տ ե ղ ի | ո ւ ն ե ց ա ծ | փ ո փ ո խ ո ւ թ յ ո ւ ն ը | ն պ ա ս տ ե լ | ե ն | ս ե ր ի ա ն ե ր ի | ա վ ա ր տ ի ն |	300480	FEMALE
519	13495230417518286894.wav	Մարդու ձեռքը ոտքից ավելի կարճ է, իսկ մատների հանգույցներն՝ ավելի ուղիղ։	մարդու ձեռքը ոտքից ավելի կարճ է իսկ մատների հանգույցներն ավելի ուղիղ	մ ա ր դ ո ւ | ձ ե ռ ք ը | ո տ ք ի ց | ա վ ե լ ի | կ ա ր ճ | է | ի ս կ | մ ա տ ն ե ր ի | հ ա ն գ ո ւ յ ց ն ե ր ն | ա վ ե լ ի | ո ւ ղ ի ղ |	170880	FEMALE
460	4411897872205277743.wav	Ֆիլմը DVD ձևաչափի փոխարկելու ամենատարածված խնդիրներից մեկը պատկերի լայն չափսերն են:	ֆիլմը dvd ձևաչափի փոխարկելու ամենատարածված խնդիրներից մեկը պատկերի լայն չափսերն են	ֆ ի լ մ ը | d v d | ձ և ա չ ա փ ի | փ ո խ ա ր կ ե լ ո ւ | ա մ ե ն ա տ ա ր ա ծ վ ա ծ | խ ն դ ի ր ն ե ր ի ց | մ ե կ ը | պ ա տ կ ե ր ի | լ ա յ ն | չ ա փ ս ե ր ն | ե ն |	163200	MALE
837	15773328624209160044.wav	Ճարտարապետությունը վերաբերում է շինությունների նախագծմանն ու կառուցմանը: Որևէ վայրի ճարտարապետությունը հաճախ ինքնին ուղենիշ է:	ճարտարապետությունը վերաբերում է շինությունների նախագծմանն ու կառուցմանը որևէ վայրի ճարտարապետությունը հաճախ ինքնին ուղենիշ է	ճ ա ր տ ա ր ա պ ե տ ո ւ թ յ ո ւ ն ը | վ ե ր ա բ ե ր ո ւ մ | է | շ ի ն ո ւ թ յ ո ւ ն ն ե ր ի | ն ա խ ա գ ծ մ ա ն ն | ո ւ | կ ա ռ ո ւ ց մ ա ն ը | ո ր և է | վ ա յ ր ի | ճ ա ր տ ա ր ա պ ե տ ո ւ թ յ ո ւ ն ը | հ ա ճ ա խ | ի ն ք ն ի ն | ո ւ ղ ե ն ի շ | է |	156480	MALE
1104	15324698753842567428.wav	Տնային այծերը սովորաբար պահվում էին հոտերով, որոնք արածում էին բլուրներում կամ արոտավայրերում, նրանց հաճախ հետևում էին այծարածներ, որոնք որպես կանոն երեխաներ կամ դեռահասներ էին, ինչպես ավելի լայն տարածուն ունեցող հովիվներ: Արածեցման այս եղանակները մինչ հիմա օգտագործվում են:	տնային այծերը սովորաբար պահվում էին հոտերով որոնք արածում էին բլուրներում կամ արոտավայրերում նրանց հաճախ հետևում էին այծարածներ որոնք որպես կանոն երեխաներ կամ դեռահասներ էին ինչպես ավելի լայն տարածուն ունեցող հովիվներ արածեցման այս եղանակները մինչ հիմա օգտագործվում են	տ ն ա յ ի ն | ա յ ծ ե ր ը | ս ո վ ո ր ա բ ա ր | պ ա հ վ ո ւ մ | է ի ն | հ ո տ ե ր ո վ | ո ր ո ն ք | ա ր ա ծ ո ւ մ | է ի ն | բ լ ո ւ ր ն ե ր ո ւ մ | կ ա մ | ա ր ո տ ա վ ա յ ր ե ր ո ւ մ | ն ր ա ն ց | հ ա ճ ա խ | հ ե տ և ո ւ մ | է ի ն | ա յ ծ ա ր ա ծ ն ե ր | ո ր ո ն ք | ո ր պ ե ս | կ ա ն ո ն | ե ր ե խ ա ն ե ր | կ ա մ | դ ե ռ ա հ ա ս ն ե ր | է ի ն | ի ն չ պ ե ս | ա վ ե լ ի | լ ա յ ն | տ ա ր ա ծ ո ւ ն | ո ւ ն ե ց ո ղ | հ ո վ ի վ ն ե ր | ա ր ա ծ ե ց մ ա ն | ա յ ս | ե ղ ա ն ա կ ն ե ր ը | մ ի ն չ | հ ի մ ա | օ գ տ ա գ ո ր ծ վ ո ւ մ | ե ն |	274560	MALE
391	2937277855929867190.wav	Աշխարհի հայտնի ամենավաղ գիրքը գրվել է սանսկրիտով: Ուպանիշադներ կազմելուց հետո սանսկրիտը պարզապես մարեց հիերարխիայի պատճառով:	աշխարհի հայտնի ամենավաղ գիրքը գրվել է սանսկրիտով ուպանիշադներ կազմելուց հետո սանսկրիտը պարզապես մարեց հիերարխիայի պատճառով	ա շ խ ա ր հ ի | հ ա յ տ ն ի | ա մ ե ն ա վ ա ղ | գ ի ր ք ը | գ ր վ ե լ | է | ս ա ն ս կ ր ի տ ո վ | ո ւ պ ա ն ի շ ա դ ն ե ր | կ ա զ մ ե լ ո ւ ց | հ ե տ ո | ս ա ն ս կ ր ի տ ը | պ ա ր զ ա պ ե ս | մ ա ր ե ց | հ ի ե ր ա ր խ ի ա յ ի | պ ա տ ճ ա ռ ո վ |	231360	MALE
459	15214859656370856489.wav	Սա դժվարացնում է ոչ թանկարժեք խոշորացնող ոսպնյակների՝ առանց լուսարձակման օգտագործումը ցածր լուսավորության պայմաններում։	սա դժվարացնում է ոչ թանկարժեք խոշորացնող ոսպնյակների առանց լուսարձակման օգտագործումը ցածր լուսավորության պայմաններում	ս ա | դ ժ վ ա ր ա ց ն ո ւ մ | է | ո չ | թ ա ն կ ա ր ժ ե ք | խ ո շ ո ր ա ց ն ո ղ | ո ս պ ն յ ա կ ն ե ր ի | ա ռ ա ն ց | լ ո ւ ս ա ր ձ ա կ մ ա ն | օ գ տ ա գ ո ր ծ ո ւ մ ը | ց ա ծ ր | լ ո ւ ս ա վ ո ր ո ւ թ յ ա ն | պ ա յ մ ա ն ն ե ր ո ւ մ |	163200	FEMALE
295	12864329990388949695.wav	Լունոն ուներ 120 - 160 խորանարդ մետր վառելիք, երբ այն փչացավ, իսկ ուժեղ քամիներն ու ալիքներն այն տարան դեպի ալեհատը։	լունոն ուներ 120 - 160 խորանարդ մետր վառելիք երբ այն փչացավ իսկ ուժեղ քամիներն ու ալիքներն այն տարան դեպի ալեհատը	լ ո ւ ն ո ն | ո ւ ն ե ր | 1 2 0 | - | 1 6 0 | խ ո ր ա ն ա ր դ | մ ե տ ր | վ ա ռ ե լ ի ք | ե ր բ | ա յ ն | փ չ ա ց ա վ | ի ս կ | ո ւ ժ ե ղ | ք ա մ ի ն ե ր ն | ո ւ | ա լ ի ք ն ե ր ն | ա յ ն | տ ա ր ա ն | դ ե պ ի | ա լ ե հ ա տ ը |	165120	FEMALE
471	14182834832639555718.wav	Ուժի հավասարակշռումը համակարգ էր, որում եվրոպական ազգերը ցանկանում էին պահպանել բոլոր եվրոպական պետությունների ազգային ինքնիշխանությունը:	ուժի հավասարակշռումը համակարգ էր որում եվրոպական ազգերը ցանկանում էին պահպանել բոլոր եվրոպական պետությունների ազգային ինքնիշխանությունը	ո ւ ժ ի | հ ա վ ա ս ա ր ա կ շ ռ ո ւ մ ը | հ ա մ ա կ ա ր գ | է ր | ո ր ո ւ մ | ե վ ր ո պ ա կ ա ն | ա զ գ ե ր ը | ց ա ն կ ա ն ո ւ մ | է ի ն | պ ա հ պ ա ն ե լ | բ ո լ ո ր | ե վ ր ո պ ա կ ա ն | պ ե տ ո ւ թ յ ո ւ ն ն ե ր ի | ա զ գ ա յ ի ն | ի ն ք ն ի շ խ ա ն ո ւ թ յ ո ւ ն ը |	251520	FEMALE
621	5751674197182483618.wav	Եթե մեկի պատմությունը հասկանում ես, դա չի ենթադրում, թե մշակույթն ես հասկանում, այն առնվազն օգնում է մարդկանց ձեռք բերելու զգացում, թե կազմակերպության պատմության որ մասում են իրենք:	եթե մեկի պատմությունը հասկանում ես դա չի ենթադրում թե մշակույթն ես հասկանում այն առնվազն օգնում է մարդկանց ձեռք բերելու զգացում թե կազմակերպության պատմության որ մասում են իրենք	ե թ ե | մ ե կ ի | պ ա տ մ ո ւ թ յ ո ւ ն ը | հ ա ս կ ա ն ո ւ մ | ե ս | դ ա | չ ի | ե ն թ ա դ ր ո ւ մ | թ ե | մ շ ա կ ո ւ յ թ ն | ե ս | հ ա ս կ ա ն ո ւ մ | ա յ ն | ա ռ ն վ ա զ ն | օ գ ն ո ւ մ | է | մ ա ր դ կ ա ն ց | ձ ե ռ ք | բ ե ր ե լ ո ւ | զ գ ա ց ո ւ մ | թ ե | կ ա զ մ ա կ ե ր պ ո ւ թ յ ա ն | պ ա տ մ ո ւ թ յ ա ն | ո ր | մ ա ս ո ւ մ | ե ն | ի ր ե ն ք |	189120	FEMALE
1287	18038909846278260652.wav	Նաև մի քանի ավտոբուս կա, որոնք գնում են հյուսիս՝ Հեբրոն, որն աստվածաշնչային նախահայրերի Աբրահամի, Իսահակի, Հակոբի և նրանց կանանց ավանդական թաղման վայրն է:	նաև մի քանի ավտոբուս կա որոնք գնում են հյուսիս հեբրոն որն աստվածաշնչային նախահայրերի աբրահամի իսահակի հակոբի և նրանց կանանց ավանդական թաղման վայրն է	ն ա և | մ ի | ք ա ն ի | ա վ տ ո բ ո ւ ս | կ ա | ո ր ո ն ք | գ ն ո ւ մ | ե ն | հ յ ո ւ ս ի ս | հ ե բ ր ո ն | ո ր ն | ա ս տ վ ա ծ ա շ ն չ ա յ ի ն | ն ա խ ա հ ա յ ր ե ր ի | ա բ ր ա հ ա մ ի | ի ս ա հ ա կ ի | հ ա կ ո բ ի | և | ն ր ա ն ց | կ ա ն ա ն ց | ա վ ա ն դ ա կ ա ն | թ ա ղ մ ա ն | վ ա յ ր ն | է |	189120	FEMALE
47	12394288372467785270.wav	250 տարի անց Գիննեսը վերածվել է համաշխարհային բիզնեսի, որն ամեն տարի ունենում է 10 միլիարդ եվրոյից (14,7 միլիարդ ԱՄՆ դոլար) ավելի շրջանառություն:	250 տարի անց գիննեսը վերածվել է համաշխարհային բիզնեսի որն ամեն տարի ունենում է 10 միլիարդ եվրոյից 14,7 միլիարդ ամն դոլար ավելի շրջանառություն:	2 5 0 | տ ա ր ի | ա ն ց | գ ի ն ն ե ս ը | վ ե ր ա ծ վ ե լ | է | հ ա մ ա շ խ ա ր հ ա յ ի ն | բ ի զ ն ե ս ի | ո ր ն | ա մ ե ն | տ ա ր ի | ո ւ ն ե ն ո ւ մ | է | 1 0 | մ ի լ ի ա ր դ | ե վ ր ո յ ի ց | 1 4 , 7 | մ ի լ ի ա ր դ | ա մ ն | դ ո լ ա ր | ա վ ե լ ի | շ ր ջ ա ն ա ռ ո ւ թ յ ո ւ ն : |	228480	FEMALE
80	3799722088008011255.wav	Երկու կողմերը կհանդիպեն գլխավոր կիսաեզրափակչում, որտեղ Նոոսան հաղթողներին դուրս մղեց պայքարից 11 միավորով:	երկու կողմերը կհանդիպեն գլխավոր կիսաեզրափակչում որտեղ նոոսան հաղթողներին դուրս մղեց պայքարից 11 միավորով	ե ր կ ո ւ | կ ո ղ մ ե ր ը | կ հ ա ն դ ի պ ե ն | գ լ խ ա վ ո ր | կ ի ս ա ե զ ր ա փ ա կ չ ո ւ մ | ո ր տ ե ղ | ն ո ո ս ա ն | հ ա ղ թ ո ղ ն ե ր ի ն | դ ո ւ ր ս | մ ղ ե ց | պ ա յ ք ա ր ի ց | 1 1 | մ ի ա վ ո ր ո վ |	228480	FEMALE
1357	7503854389262295910.wav	Նախաժամանակակից աստղադիտարանները ներկայումս սովորաբար անգործածական են և մնում են որպես թանգարաններ կամ կրթական վայրեր:	նախաժամանակակից աստղադիտարանները ներկայումս սովորաբար անգործածական են և մնում են որպես թանգարաններ կամ կրթական վայրեր	ն ա խ ա ժ ա մ ա ն ա կ ա կ ի ց | ա ս տ ղ ա դ ի տ ա ր ա ն ն ե ր ը | ն ե ր կ ա յ ո ւ մ ս | ս ո վ ո ր ա բ ա ր | ա ն գ ո ր ծ ա ծ ա կ ա ն | ե ն | և | մ ն ո ւ մ | ե ն | ո ր պ ե ս | թ ա ն գ ա ր ա ն ն ե ր | կ ա մ | կ ր թ ա կ ա ն | վ ա յ ր ե ր |	187200	MALE
1187	11658873166185616248.wav	Հերշին և Չեյզին օգտագործել են ֆաժեր և վարակներ՝ իրենց սեփական ԴՆԹ-ն մանրէի մեջ փոխպատվաստելու համար:	հերշին և չեյզին օգտագործել են ֆաժեր և վարակներ իրենց սեփական դնթ-ն մանրէի մեջ փոխպատվաստելու համար	հ ե ր շ ի ն | և | չ ե յ զ ի ն | օ գ տ ա գ ո ր ծ ե լ | ե ն | ֆ ա ժ ե ր | և | վ ա ր ա կ ն ե ր | ի ր ե ն ց | ս ե փ ա կ ա ն | դ ն թ - ն | մ ա ն ր է ի | մ ե ջ | փ ո խ պ ա տ վ ա ս տ ե լ ո ւ | հ ա մ ա ր |	193920	FEMALE
1486	17170217224691041030.wav	Ենթադրվում է, որ 2016 թվականին նա կպայքարի նախագահի պաշտոնի համար:	ենթադրվում է որ 2016 թվականին նա կպայքարի նախագահի պաշտոնի համար	ե ն թ ա դ ր վ ո ւ մ | է | ո ր | 2 0 1 6 | թ վ ա կ ա ն ի ն | ն ա | կ պ ա յ ք ա ր ի | ն ա խ ա գ ա հ ի | պ ա շ տ ո ն ի | հ ա մ ա ր |	95040	FEMALE
712	16727277581835920553.wav	Գալապագոսյան կղզիների տեսարժան վայրերը և վայրի բնությունը տեսնելու լավագույն տարբերակը նավն է, ճիշտ այնպես, ինչպես Չարլզ Դարվինը դա արեց 1835 թվականին:	գալապագոսյան կղզիների տեսարժան վայրերը և վայրի բնությունը տեսնելու լավագույն տարբերակը նավն է ճիշտ այնպես ինչպես չարլզ դարվինը դա արեց 1835 թվականին	գ ա լ ա պ ա գ ո ս յ ա ն | կ ղ զ ի ն ե ր ի | տ ե ս ա ր ժ ա ն | վ ա յ ր ե ր ը | և | վ ա յ ր ի | բ ն ո ւ թ յ ո ւ ն ը | տ ե ս ն ե լ ո ւ | լ ա վ ա գ ո ւ յ ն | տ ա ր բ ե ր ա կ ը | ն ա վ ն | է | ճ ի շ տ | ա յ ն պ ե ս | ի ն չ պ ե ս | չ ա ր լ զ | դ ա ր վ ի ն ը | դ ա | ա ր ե ց | 1 8 3 5 | թ վ ա կ ա ն ի ն |	206400	FEMALE
1098	13271029907091971022.wav	Օրինագիծը պահանջում է, որ Կալիֆոռնիա նահանգում վաճառված դաժան տեսախաղերը պիտակավորվեն «18» մակնշմամբ, իսկ անչափահասին վաճառելու յուրաքանչյուր խախտման համար 1,000 ԱՄՆ դոլարի տուգանք սահմանվի:	օրինագիծը պահանջում է որ կալիֆոռնիա նահանգում վաճառված դաժան տեսախաղերը պիտակավորվեն 18 մակնշմամբ իսկ անչափահասին վաճառելու յուրաքանչյուր խախտման համար 1,000 ամն դոլարի տուգանք սահմանվի	օ ր ի ն ա գ ի ծ ը | պ ա հ ա ն ջ ո ւ մ | է | ո ր | կ ա լ ի ֆ ո ռ ն ի ա | ն ա հ ա ն գ ո ւ մ | վ ա ճ ա ռ վ ա ծ | դ ա ժ ա ն | տ ե ս ա խ ա ղ ե ր ը | պ ի տ ա կ ա վ ո ր վ ե ն | 1 8 | մ ա կ ն շ մ ա մ բ | ի ս կ | ա ն չ ա փ ա հ ա ս ի ն | վ ա ճ ա ռ ե լ ո ւ | յ ո ւ ր ա ք ա ն չ յ ո ւ ր | խ ա խ տ մ ա ն | հ ա մ ա ր | 1 , 0 0 0 | ա մ ն | դ ո լ ա ր ի | տ ո ւ գ ա ն ք | ս ա հ մ ա ն վ ի |	251520	FEMALE
603	10917046263132752614.wav	Ջուրը մեկ այլ օրինակ է: Բաղադրյալ ջուրը կազմված է երկու ջրածնային ատոմից և մեկ թթվածնային ատոմից:	ջուրը մեկ այլ օրինակ է բաղադրյալ ջուրը կազմված է երկու ջրածնային ատոմից և մեկ թթվածնային ատոմից	ջ ո ւ ր ը | մ ե կ | ա յ լ | օ ր ի ն ա կ | է | բ ա ղ ա դ ր յ ա լ | ջ ո ւ ր ը | կ ա զ մ վ ա ծ | է | ե ր կ ո ւ | ջ ր ա ծ ն ա յ ի ն | ա տ ո մ ի ց | և | մ ե կ | թ թ վ ա ծ ն ա յ ի ն | ա տ ո մ ի ց |	165120	MALE
71	2333043618909907182.wav	Խմբի կառավարման ընկերությունը՝ Էյչ-Քեյ Մենեջմենթ ինկորպորացիան, նախնական պատճառ չտրամադրեց, երբ սեպտեմբերի 20-ին չեղարկեցին, բայց հաջորդ օրը պատճառաբանեցին լոգիստիկ պատճառները:	խմբի կառավարման ընկերությունը էյչ-քեյ մենեջմենթ ինկորպորացիան նախնական պատճառ չտրամադրեց երբ սեպտեմբերի 20-ին չեղարկեցին բայց հաջորդ օրը պատճառաբանեցին լոգիստիկ պատճառները	խ մ բ ի | կ ա ռ ա վ ա ր մ ա ն | ը ն կ ե ր ո ւ թ յ ո ւ ն ը | է յ չ - ք ե յ | մ ե ն ե ջ մ ե ն թ | ի ն կ ո ր պ ո ր ա ց ի ա ն | ն ա խ ն ա կ ա ն | պ ա տ ճ ա ռ | չ տ ր ա մ ա դ ր ե ց | ե ր բ | ս ե պ տ ե մ բ ե ր ի | 2 0 - ի ն | չ ե ղ ա ր կ ե ց ի ն | բ ա յ ց | հ ա ջ ո ր դ | օ ր ը | պ ա տ ճ ա ռ ա բ ա ն ե ց ի ն | լ ո գ ի ս տ ի կ | պ ա տ ճ ա ռ ն ե ր ը |	226560	FEMALE
871	11895617112073777303.wav	Եթե դու պատրաստվում ես գիշերել դրսում, քեզ հետ բեր ճամբարի բաճկոն կամ ցանցաճոճ՝ հեռու մնալու օձերից, կարիճներից և նման այլ բաներից:	եթե դու պատրաստվում ես գիշերել դրսում քեզ հետ բեր ճամբարի բաճկոն կամ ցանցաճոճ հեռու մնալու օձերից կարիճներից և նման այլ բաներից	ե թ ե | դ ո ւ | պ ա տ ր ա ս տ վ ո ւ մ | ե ս | գ ի շ ե ր ե լ | դ ր ս ո ւ մ | ք ե զ | հ ե տ | բ ե ր | ճ ա մ բ ա ր ի | բ ա ճ կ ո ն | կ ա մ | ց ա ն ց ա ճ ո ճ | հ ե ռ ո ւ | մ ն ա լ ո ւ | օ ձ ե ր ի ց | կ ա ր ի ճ ն ե ր ի ց | և | ն մ ա ն | ա յ լ | բ ա ն ե ր ի ց |	182400	MALE
1318	13114016159265596506.wav	Վարչապետ Ստեֆեն Հարփերը համաձայնել է կառավարության՝ 'Մաքուր օդի մասին' օրենքն ուղարկել վերանայման բոլոր կուսակցությունների ներգրավվածությամբ կազմված հանձնաժողովին իր երկրորդ ընթերցումից առաջ՝ երեքշաբթի օրվա վարչապետի գրասենյակում Նոր դեմոկրատական կուսակցության առաջնորդ Ջեք Լեյթոնի հետ տեղի ունեցած 25 րոպեանոց հանդիպումից հետո։	վարչապետ ստեֆեն հարփերը համաձայնել է կառավարության 'մաքուր օդի մասին' օրենքն ուղարկել վերանայման բոլոր կուսակցությունների ներգրավվածությամբ կազմված հանձնաժողովին իր երկրորդ ընթերցումից առաջ երեքշաբթի օրվա վարչապետի գրասենյակում նոր դեմոկրատական կուսակցության առաջնորդ ջեք լեյթոնի հետ տեղի ունեցած 25 րոպեանոց հանդիպումից հետո	վ ա ր չ ա պ ե տ | ս տ ե ֆ ե ն | հ ա ր փ ե ր ը | հ ա մ ա ձ ա յ ն ե լ | է | կ ա ռ ա վ ա ր ո ւ թ յ ա ն | ' մ ա ք ո ւ ր | օ դ ի | մ ա ս ի ն ' | օ ր ե ն ք ն | ո ւ ղ ա ր կ ե լ | վ ե ր ա ն ա յ մ ա ն | բ ո լ ո ր | կ ո ւ ս ա կ ց ո ւ թ յ ո ւ ն ն ե ր ի | ն ե ր գ ր ա վ վ ա ծ ո ւ թ յ ա մ բ | կ ա զ մ վ ա ծ | հ ա ն ձ ն ա ժ ո ղ ո վ ի ն | ի ր | ե ր կ ր ո ր դ | ը ն թ ե ր ց ո ւ մ ի ց | ա ռ ա ջ | ե ր ե ք շ ա բ թ ի | օ ր վ ա | վ ա ր չ ա պ ե տ ի | գ ր ա ս ե ն յ ա կ ո ւ մ | ն ո ր | դ ե մ ո կ ր ա տ ա կ ա ն | կ ո ւ ս ա կ ց ո ւ թ յ ա ն | ա ռ ա ջ ն ո ր դ | ջ ե ք | լ ե յ թ ո ն ի | հ ե տ | տ ե ղ ի | ո ւ ն ե ց ա ծ | 2 5 | ր ո պ ե ա ն ո ց | հ ա ն դ ի պ ո ւ մ ի ց | հ ե տ ո |	379200	FEMALE
261	8652054334463439034.wav	Օղակուղում՝ քաղաքը շրջանցող այլընտրանքային երթուղում, չկային խիտ երթևեկության ուշացումների մասին տվյալներ:	օղակուղում քաղաքը շրջանցող այլընտրանքային երթուղում չկային խիտ երթևեկության ուշացումների մասին տվյալներ	օ ղ ա կ ո ւ ղ ո ւ մ | ք ա ղ ա ք ը | շ ր ջ ա ն ց ո ղ | ա յ լ ը ն տ ր ա ն ք ա յ ի ն | ե ր թ ո ւ ղ ո ւ մ | չ կ ա յ ի ն | խ ի տ | ե ր թ և ե կ ո ւ թ յ ա ն | ո ւ շ ա ց ո ւ մ ն ե ր ի | մ ա ս ի ն | տ վ յ ա լ ն ե ր |	180480	MALE
343	9165762769618667439.wav	Մենք ունենք ողջ տարին տևող ֆինանսական ճգնաժամ, որն ունեցել է իր ամենասուր շրջանը վերջին երկու ամսում, և ես կարծում եմ, որ հիմա ֆինանսական շուկաներն սկսում են վերականգնվել»։	մենք ունենք ողջ տարին տևող ֆինանսական ճգնաժամ որն ունեցել է իր ամենասուր շրջանը վերջին երկու ամսում և ես կարծում եմ որ հիմա ֆինանսական շուկաներն սկսում են վերականգնվել	մ ե ն ք | ո ւ ն ե ն ք | ո ղ ջ | տ ա ր ի ն | տ և ո ղ | ֆ ի ն ա ն ս ա կ ա ն | ճ գ ն ա ժ ա մ | ո ր ն | ո ւ ն ե ց ե լ | է | ի ր | ա մ ե ն ա ս ո ւ ր | շ ր ջ ա ն ը | վ ե ր ջ ի ն | ե ր կ ո ւ | ա մ ս ո ւ մ | և | ե ս | կ ա ր ծ ո ւ մ | ե մ | ո ր | հ ի մ ա | ֆ ի ն ա ն ս ա կ ա ն | շ ո ւ կ ա ն ե ր ն | ս կ ս ո ւ մ | ե ն | վ ե ր ա կ ա ն գ ն վ ե լ |	287040	FEMALE
