456	4136832718535352191.wav	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا.	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا	ا ه و | م س ئ ل و | گ ه ٽ | ٿ ي ن د و | پ ي و | و ڃ ي | ڇ و | ت ہ | ل ي ن س | ٺ ا ه ي ن د ڙ | ل ي ن س | ج ي | پ ئ د ا و ا ر | ۾ | ا ع ل ي ٰ | م ع ي ا ر | ح ا ص ل | ڪ ن | ٿ ا |	109440	FEMALE
1297	17542852372245021680.wav	جيڪڏهن توهان پنهنجي ننڊ ۾ گهڙيال کي ري سيٽ ڪندي ڏسو ٿا ته، اهو ڪمري جي ٻئي پاسي رکي سگهجي ٿي، جيڪو توهان کي اهو بند ڪرڻ لاءِ بستر مان ٻاهر نڪرڻ تي مجبور ڪندي.	جيڪڏهن توهان پنهنجي ننڊ ۾ گهڙيال کي ري سيٽ ڪندي ڏسو ٿا ته اهو ڪمري جي ٻئي پاسي رکي سگهجي ٿي جيڪو توهان کي اهو بند ڪرڻ لاءِ بستر مان ٻاهر نڪرڻ تي مجبور ڪندي	ج ي ڪ ڏ ه ن | ت و ه ا ن | پ ن ه ن ج ي | ن ن ڊ | ۾ | گ ه ڙ ي ا ل | ک ي | ر ي | س ي ٽ | ڪ ن د ي | ڏ س و | ٿ ا | ت ه | ا ه و | ڪ م ر ي | ج ي | ٻ ئ ي | پ ا س ي | ر ک ي | س گ ه ج ي | ٿ ي | ج ي ڪ و | ت و ه ا ن | ک ي | ا ه و | ب ن د | ڪ ر ڻ | ل ا ء ِ | ب س ت ر | م ا ن | ٻ ا ه ر | ن ڪ ر ڻ | ت ي | م ج ب و ر | ڪ ن د ي |	239040	FEMALE
829	1688876938823808416.wav	مشورو فرض ڪريو تہ مسافر چوري، دخل اندازي، غيرقانوني مارڪيٽ ۾ حصو وٺڻ، پنڻ، يا ٻي صورت ۾ پنهنجي فائدي لاءِ ٻي ماڻهو جو استعمال نہ ڪندا آهن.	مشورو فرض ڪريو تہ مسافر چوري دخل اندازي غيرقانوني مارڪيٽ ۾ حصو وٺڻ پنڻ يا ٻي صورت ۾ پنهنجي فائدي لاءِ ٻي ماڻهو جو استعمال نہ ڪندا آهن	م ش و ر و | ف ر ض | ڪ ر ي و | ت ہ | م س ا ف ر | چ و ر ي | د خ ل | ا ن د ا ز ي | غ ي ر ق ا ن و ن ي | م ا ر ڪ ي ٽ | ۾ | ح ص و | و ٺ ڻ | پ ن ڻ | ي ا | ٻ ي | ص و ر ت | ۾ | پ ن ه ن ج ي | ف ا ئ د ي | ل ا ء ِ | ٻ ي | م ا ڻ ه و | ج و | ا س ت ع م ا ل | ن ہ | ڪ ن د ا | آ ه ن |	269760	MALE
1076	16517765926382824785.wav	هڪ کي 6 جولائي جو جارج واشنگٽن موڪوليو ويو هو، جنهن 9 جولائي تي نيويارڪ ۾ پنهنجي جٿي جي لاءِ پڙهيو. هڪ نقل 10 آگسٽ تي لنڊن پهتو.	هڪ کي 6 جولائي جو جارج واشنگٽن موڪوليو ويو هو جنهن 9 جولائي تي نيويارڪ ۾ پنهنجي جٿي جي لاءِ پڙهيو هڪ نقل 10 آگسٽ تي لنڊن پهتو	ه ڪ | ک ي | 6 | ج و ل ا ئ ي | ج و | ج ا ر ج | و ا ش ن گ ٽ ن | م و ڪ و ل ي و | و ي و | ه و | ج ن ه ن | 9 | ج و ل ا ئ ي | ت ي | ن ي و ي ا ر ڪ | ۾ | پ ن ه ن ج ي | ج ٿ ي | ج ي | ل ا ء ِ | پ ڙ ه ي و | ه ڪ | ن ق ل | 1 0 | آ گ س ٽ | ت ي | ل ن ڊ ن | پ ه ت و |	261120	MALE
1059	7854604209617839680.wav	حڪومت جي رضامندي آهي تہ پاسپورٽ جاري ڪيو انهن کي جنهن جنس (X) بيان نہ ڪئي يا گهربل نالو ۽ مختلف جنس ميچ ڪرڻ لاءِ دستاويز تبديل ڪرايا.	حڪومت جي رضامندي آهي تہ پاسپورٽ جاري ڪيو انهن کي جنهن جنس x بيان نہ ڪئي يا گهربل نالو ۽ مختلف جنس ميچ ڪرڻ لاءِ دستاويز تبديل ڪرايا	ح ڪ و م ت | ج ي | ر ض ا م ن د ي | آ ه ي | ت ہ | پ ا س پ و ر ٽ | ج ا ر ي | ڪ ي و | ا ن ه ن | ک ي | ج ن ه ن | ج ن س | x | ب ي ا ن | ن ہ | ڪ ئ ي | ي ا | گ ه ر ب ل | ن ا ل و | ۽ | م خ ت ل ف | ج ن س | م ي چ | ڪ ر ڻ | ل ا ء ِ | د س ت ا و ي ز | ت ب د ي ل | ڪ ر ا ي ا |	141120	FEMALE
690	8969528647413036103.wav	فونوم ڪروم، سيم ريپ کان 12 ڪلوميٽر تي ڏکڻ اوڀر ۾. اهو پهاڙ جي چوٽي تي مندر نائين صدي جي پڇاڙي ۾ بادشاه ياسو ورمن جي دور ۾ ٺاهيو ويو هو.	فونوم ڪروم سيم ريپ کان 12 ڪلوميٽر تي ڏکڻ اوڀر ۾ اهو پهاڙ جي چوٽي تي مندر نائين صدي جي پڇاڙي ۾ بادشاه ياسو ورمن جي دور ۾ ٺاهيو ويو هو	ف و ن و م | ڪ ر و م | س ي م | ر ي پ | ک ا ن | 1 2 | ڪ ل و م ي ٽ ر | ت ي | ڏ ک ڻ | ا و ڀ ر | ۾ | ا ه و | پ ه ا ڙ | ج ي | چ و ٽ ي | ت ي | م ن د ر | ن ا ئ ي ن | ص د ي | ج ي | پ ڇ ا ڙ ي | ۾ | ب ا د ش ا ه | ي ا س و | و ر م ن | ج ي | د و ر | ۾ | ٺ ا ه ي و | و ي و | ه و |	217920	FEMALE
669	11202104902952340576.wav	جڏهن ته اهو هڪ تمام عام سرگرمي آهي، اهو ڊزني پاران منع ٿيل آهي: ٽڪيٽون منتقلي جي قابل ناهن.	جڏهن ته اهو هڪ تمام عام سرگرمي آهي اهو ڊزني پاران منع ٿيل آهي ٽڪيٽون منتقلي جي قابل ناهن	ج ڏ ه ن | ت ه | ا ه و | ه ڪ | ت م ا م | ع ا م | س ر گ ر م ي | آ ه ي | ا ه و | ڊ ز ن ي | پ ا ر ا ن | م ن ع | ٿ ي ل | آ ه ي | ٽ ڪ ي ٽ و ن | م ن ت ق ل ي | ج ي | ق ا ب ل | ن ا ه ن |	146880	FEMALE
338	18239618135772249215.wav	13 سالن جو پيٽر لينز انڊياناپولس موٽر اسپيڊ وي تي حادثي ۾ شامل ٿيڻ کانپوءِ مري چڪو آهي.	13 سالن جو پيٽر لينز انڊياناپولس موٽر اسپيڊ وي تي حادثي ۾ شامل ٿيڻ کانپوءِ مري چڪو آهي	1 3 | س ا ل ن | ج و | پ ي ٽ ر | ل ي ن ز | ا ن ڊ ي ا ن ا پ و ل س | م و ٽ ر | ا س پ ي ڊ | و ي | ت ي | ح ا د ث ي | ۾ | ش ا م ل | ٿ ي ڻ | ک ا ن پ و ء ِ | م ر ي | چ ڪ و | آ ه ي |	121920	FEMALE
189	11738656401237950446.wav	آگسٽ 9 جي رات تائين، موراڪوٽ جي نظر چين جي صوبي فيوجن کان ستر ڪلوميٽر پري هئي.	آگسٽ 9 جي رات تائين موراڪوٽ جي نظر چين جي صوبي فيوجن کان ستر ڪلوميٽر پري هئي	آ گ س ٽ | 9 | ج ي | ر ا ت | ت ا ئ ي ن | م و ر ا ڪ و ٽ | ج ي | ن ظ ر | چ ي ن | ج ي | ص و ب ي | ف ي و ج ن | ک ا ن | س ت ر | ڪ ل و م ي ٽ ر | پ ر ي | ه ئ ي |	128640	FEMALE
1400	10518645061693666384.wav	هڪ ڀيرو قديم شهر سميرنا، اهو هاڻي هڪ جديد، ترقي يافتہ، ۽ مشغول تجارتي مرڪز آهي، جيڪو هڪ وڏي اُپسمنڊ جي چوڌاري قائم آهي ۽ جبلن سان گهيريل آهي.	هڪ ڀيرو قديم شهر سميرنا اهو هاڻي هڪ جديد ترقي يافتہ ۽ مشغول تجارتي مرڪز آهي جيڪو هڪ وڏي اُپسمنڊ جي چوڌاري قائم آهي ۽ جبلن سان گهيريل آهي	ه ڪ | ڀ ي ر و | ق د ي م | ش ه ر | س م ي ر ن ا | ا ه و | ه ا ڻ ي | ه ڪ | ج د ي د | ت ر ق ي | ي ا ف ت ہ | ۽ | م ش غ و ل | ت ج ا ر ت ي | م ر ڪ ز | آ ه ي | ج ي ڪ و | ه ڪ | و ڏ ي | ا ُ پ س م ن ڊ | ج ي | چ و ڌ ا ر ي | ق ا ئ م | آ ه ي | ۽ | ج ب ل ن | س ا ن | گ ه ي ر ي ل | آ ه ي |	220800	MALE
1110	13107622543822810529.wav	هونهي ۽ پرائس جو 16 فيبروري تي ويسٽ منسٽر مئجسٽريٽس ڪورٽ ۾ پيش ٿيڻ جو شيڊيول آهي.	هونهي ۽ پرائس جو 16 فيبروري تي ويسٽ منسٽر مئجسٽريٽس ڪورٽ ۾ پيش ٿيڻ جو شيڊيول آهي	ه و ن ه ي | ۽ | پ ر ا ئ س | ج و | 1 6 | ف ي ب ر و ر ي | ت ي | و ي س ٽ | م ن س ٽ ر | م ئ ج س ٽ ر ي ٽ س | ڪ و ر ٽ | ۾ | پ ي ش | ٿ ي ڻ | ج و | ش ي ڊ ي و ل | آ ه ي |	150720	MALE
518	14556819624111227240.wav	چمپينزي جا هٿ ۽ پير ٻئي سائيز ۽ ڊيگهہ ۾ هڪ جيترا آهن، نڪل واڪنگ ۾ وزن جهلڻ لاءِ هٿن تي زور ڏيندا آهن.	چمپينزي جا هٿ ۽ پير ٻئي سائيز ۽ ڊيگهہ ۾ هڪ جيترا آهن نڪل واڪنگ ۾ وزن جهلڻ لاءِ هٿن تي زور ڏيندا آهن	چ م پ ي ن ز ي | ج ا | ه ٿ | ۽ | پ ي ر | ٻ ئ ي | س ا ئ ي ز | ۽ | ڊ ي گ ه ہ | ۾ | ه ڪ | ج ي ت ر ا | آ ه ن | ن ڪ ل | و ا ڪ ن گ | ۾ | و ز ن | ج ه ل ڻ | ل ا ء ِ | ه ٿ ن | ت ي | ز و ر | ڏ ي ن د ا | آ ه ن |	182400	FEMALE
957	9382110851180602793.wav	آفريڪا کان ٻاهر انهن سڀني جڳهين لاءِ اضافي ويزائن، روانگي ٽيڪسز، گرائونڊ ٽرانسپورٽ وغيره جي اضافي قيمت شامل ڪرڻ نه وساريو.	آفريڪا کان ٻاهر انهن سڀني جڳهين لاءِ اضافي ويزائن روانگي ٽيڪسز گرائونڊ ٽرانسپورٽ وغيره جي اضافي قيمت شامل ڪرڻ نه وساريو	آ ف ر ي ڪ ا | ک ا ن | ٻ ا ه ر | ا ن ه ن | س ڀ ن ي | ج ڳ ه ي ن | ل ا ء ِ | ا ض ا ف ي | و ي ز ا ئ ن | ر و ا ن گ ي | ٽ ي ڪ س ز | گ ر ا ئ و ن ڊ | ٽ ر ا ن س پ و ر ٽ | و غ ي ر ه | ج ي | ا ض ا ف ي | ق ي م ت | ش ا م ل | ڪ ر ڻ | ن ه | و س ا ر ي و |	203520	FEMALE
1032	1199562529224858034.wav	حادثي واري رستي کي عارضي طور تي بند ڪيو ويو هو جڏهن تہ هنگامي خدمتن ڊرائيور کي ڳاڙهي Audi TT کان ٻاهر ڪڍيو.	حادثي واري رستي کي عارضي طور تي بند ڪيو ويو هو جڏهن تہ هنگامي خدمتن ڊرائيور کي ڳاڙهي audi tt کان ٻاهر ڪڍيو	ح ا د ث ي | و ا ر ي | ر س ت ي | ک ي | ع ا ر ض ي | ط و ر | ت ي | ب ن د | ڪ ي و | و ي و | ه و | ج ڏ ه ن | ت ہ | ه ن گ ا م ي | خ د م ت ن | ڊ ر ا ئ ي و ر | ک ي | ڳ ا ڙ ه ي | a u d i | t t | ک ا ن | ٻ ا ه ر | ڪ ڍ ي و |	148800	FEMALE
615	17867272827279092507.wav	هن نظريي پوءِ اهو خيال قائم ڪيو ته مائوري جا ماڻهو هڪ وڏي ٻيڙي ۾ پولي نيسيا کان لڏي ويا ۽ موريوري کان نيوزي لينڊ ورتو، زرعي سوسائٽي قائم ڪرڻ.	هن نظريي پوءِ اهو خيال قائم ڪيو ته مائوري جا ماڻهو هڪ وڏي ٻيڙي ۾ پولي نيسيا کان لڏي ويا ۽ موريوري کان نيوزي لينڊ ورتو زرعي سوسائٽي قائم ڪرڻ	ه ن | ن ظ ر ي ي | پ و ء ِ | ا ه و | خ ي ا ل | ق ا ئ م | ڪ ي و | ت ه | م ا ئ و ر ي | ج ا | م ا ڻ ه و | ه ڪ | و ڏ ي | ٻ ي ڙ ي | ۾ | پ و ل ي | ن ي س ي ا | ک ا ن | ل ڏ ي | و ي ا | ۽ | م و ر ي و ر ي | ک ا ن | ن ي و ز ي | ل ي ن ڊ | و ر ت و | ز ر ع ي | س و س ا ئ ٽ ي | ق ا ئ م | ڪ ر ڻ |	267840	FEMALE
297	15758584064507884852.wav	100 ميٽر وارو جهاز پنهنجو هميشہ ڀاڻ جو ڪارگو کڻڻ وڃي رهيو هو ۽ شروع ۾ عملدارن کي ڊپ لڳو تہ متان جهاز وزن ڪيرائي.	100 ميٽر وارو جهاز پنهنجو هميشہ ڀاڻ جو ڪارگو کڻڻ وڃي رهيو هو ۽ شروع ۾ عملدارن کي ڊپ لڳو تہ متان جهاز وزن ڪيرائي	1 0 0 | م ي ٽ ر | و ا ر و | ج ه ا ز | پ ن ه ن ج و | ه م ي ش ہ | ڀ ا ڻ | ج و | ڪ ا ر گ و | ک ڻ ڻ | و ڃ ي | ر ه ي و | ه و | ۽ | ش ر و ع | ۾ | ع م ل د ا ر ن | ک ي | ڊ پ | ل ڳ و | ت ہ | م ت ا ن | ج ه ا ز | و ز ن | ڪ ي ر ا ئ ي |	248640	FEMALE
930	4765760466327153501.wav	ڪڏهن ڪڏهن ساڳئي اڏام لاءِ مختلف بڪنگ وارن وٽ مختلف قيمت ٿي سگهي ٿي ۽ اهي ڳولا جي نتيجن کي ڀيٽ ڪرڻ ۽ بڪنگ کان پهرين ايئرلائن پاڻ پنهنجي ويب سائيٽ تي پڻ نظر هڻڻ جي ادائيگي ڪن ٿا.	ڪڏهن ڪڏهن ساڳئي اڏام لاءِ مختلف بڪنگ وارن وٽ مختلف قيمت ٿي سگهي ٿي ۽ اهي ڳولا جي نتيجن کي ڀيٽ ڪرڻ ۽ بڪنگ کان پهرين ايئرلائن پاڻ پنهنجي ويب سائيٽ تي پڻ نظر هڻڻ جي ادائيگي ڪن ٿا	ڪ ڏ ه ن | ڪ ڏ ه ن | س ا ڳ ئ ي | ا ڏ ا م | ل ا ء ِ | م خ ت ل ف | ب ڪ ن گ | و ا ر ن | و ٽ | م خ ت ل ف | ق ي م ت | ٿ ي | س گ ه ي | ٿ ي | ۽ | ا ه ي | ڳ و ل ا | ج ي | ن ت ي ج ن | ک ي | ڀ ي ٽ | ڪ ر ڻ | ۽ | ب ڪ ن گ | ک ا ن | پ ه ر ي ن | ا ي ئ ر ل ا ئ ن | پ ا ڻ | پ ن ه ن ج ي | و ي ب | س ا ئ ي ٽ | ت ي | پ ڻ | ن ظ ر | ه ڻ ڻ | ج ي | ا د ا ئ ي گ ي | ڪ ن | ٿ ا |	355200	MALE
1178	6660303996331858290.wav	سڀئي جانور جيڪي اصل ۾ ٻيٽ ۾ آيا هئا اهي هتي يا ته تري ، اڏامي يا پاڻي ۾ وهي آيا آهن.	سڀئي جانور جيڪي اصل ۾ ٻيٽ ۾ آيا هئا اهي هتي يا ته تري ، اڏامي يا پاڻي ۾ وهي آيا آهن	س ڀ ئ ي | ج ا ن و ر | ج ي ڪ ي | ا ص ل | ۾ | ٻ ي ٽ | ۾ | آ ي ا | ه ئ ا | ا ه ي | ه ت ي | ي ا | ت ه | ت ر ي | ، | ا ڏ ا م ي | ي ا | پ ا ڻ ي | ۾ | و ه ي | آ ي ا | آ ه ن |	135360	FEMALE
225	17698363857716083817.wav	جج بليڪ کي ٻڌايو اهو "بلڪل اڻ ٽر" هو هن کي جيل موڪلي رهيا هئا.	جج بليڪ کي ٻڌايو اهو بلڪل اڻ ٽر هو هن کي جيل موڪلي رهيا هئا	ج ج | ب ل ي ڪ | ک ي | ٻ ڌ ا ي و | ا ه و | ب ل ڪ ل | ا ڻ | ٽ ر | ه و | ه ن | ک ي | ج ي ل | م و ڪ ل ي | ر ه ي ا | ه ئ ا |	143040	MALE
907	292547968865825979.wav	اهي ڪيترن ئي سبب جي ڪري ويب پراڪسيز کان مٿانهون آهن: اهي نہ صرف http پر سموري انٽرنيٽ ٽرئفڪ کي ري-روٽ ڪن ٿا.	اهي ڪيترن ئي سبب جي ڪري ويب پراڪسيز کان مٿانهون آهن اهي نہ صرف http پر سموري انٽرنيٽ ٽرئفڪ کي ري-روٽ ڪن ٿا	ا ه ي | ڪ ي ت ر ن | ئ ي | س ب ب | ج ي | ڪ ر ي | و ي ب | پ ر ا ڪ س ي ز | ک ا ن | م ٿ ا ن ه و ن | آ ه ن | ا ه ي | ن ہ | ص ر ف | h t t p | پ ر | س م و ر ي | ا ن ٽ ر ن ي ٽ | ٽ ر ئ ف ڪ | ک ي | ر ي - ر و ٽ | ڪ ن | ٿ ا |	229440	MALE
437	6575052517158606908.wav	ڊرڪيگل زونگ پارو ضلعي جي مٿانهن حصي (فوندي ڳوٺ ۾) جو هڪ کنڊر قلعو ۽ ٻڌمت خانقاه آهي.	ڊرڪيگل زونگ پارو ضلعي جي مٿانهن حصي فوندي ڳوٺ ۾ جو هڪ کنڊر قلعو ۽ ٻڌمت خانقاه آهي	ڊ ر ڪ ي گ ل | ز و ن گ | پ ا ر و | ض ل ع ي | ج ي | م ٿ ا ن ه ن | ح ص ي | ف و ن د ي | ڳ و ٺ | ۾ | ج و | ه ڪ | ک ن ڊ ر | ق ل ع و | ۽ | ٻ ڌ م ت | خ ا ن ق ا ه | آ ه ي |	176640	FEMALE
146	18113329697374134662.wav	هينئر تائين، AOL آمريڪا ۾ گهڻي استعمال جي ڪري، پنهنجي زور تي IM مارڪيٽ ۾ منتقل ۽ ترقي ڪرڻ جي قابل ٿي ويو آهي.	هينئر تائين aol آمريڪا ۾ گهڻي استعمال جي ڪري پنهنجي زور تي im مارڪيٽ ۾ منتقل ۽ ترقي ڪرڻ جي قابل ٿي ويو آهي	ه ي ن ئ ر | ت ا ئ ي ن | a o l | آ م ر ي ڪ ا | ۾ | گ ه ڻ ي | ا س ت ع م ا ل | ج ي | ڪ ر ي | پ ن ه ن ج ي | ز و ر | ت ي | i m | م ا ر ڪ ي ٽ | ۾ | م ن ت ق ل | ۽ | ت ر ق ي | ڪ ر ڻ | ج ي | ق ا ب ل | ٿ ي | و ي و | آ ه ي |	267840	MALE
801	11756320396250226434.wav	جڏهن ماڻهو ٻارانهن سڱي کي ممڪن طور تي خطرناڪ نٿا سمجهن تہ، اهي گهڻو ويجهو بہ وڃي سگهن ٿا ۽ پنهنجي پاڻ کي خطري ۾ وجهي سگهن ٿا.	جڏهن ماڻهو ٻارانهن سڱي کي ممڪن طور تي خطرناڪ نٿا سمجهن تہ اهي گهڻو ويجهو بہ وڃي سگهن ٿا ۽ پنهنجي پاڻ کي خطري ۾ وجهي سگهن ٿا	ج ڏ ه ن | م ا ڻ ه و | ٻ ا ر ا ن ه ن | س ڱ ي | ک ي | م م ڪ ن | ط و ر | ت ي | خ ط ر ن ا ڪ | ن ٿ ا | س م ج ه ن | ت ہ | ا ه ي | گ ه ڻ و | و ي ج ه و | ب ہ | و ڃ ي | س گ ه ن | ٿ ا | ۽ | پ ن ه ن ج ي | پ ا ڻ | ک ي | خ ط ر ي | ۾ | و ج ه ي | س گ ه ن | ٿ ا |	167040	MALE
448	6888386271893107741.wav	1981 ۾، وينڊا مس جيوڪيم، هڪ آرڪڊ هائبرڊ، قوم جو قومي گل چونڊجي ويو.	1981 ۾ وينڊا مس جيوڪيم هڪ آرڪڊ هائبرڊ قوم جو قومي گل چونڊجي ويو	1 9 8 1 | ۾ | و ي ن ڊ ا | م س | ج ي و ڪ ي م | ه ڪ | آ ر ڪ ڊ | ه ا ئ ب ر ڊ | ق و م | ج و | ق و م ي | گ ل | چ و ن ڊ ج ي | و ي و |	140160	FEMALE
580	8967555927427281531.wav	تنتي سرشتو پوري جسم ۾ نسن جي حرڪت موڪلي هوميواسٽاسس کي برقرار رکي ٿو تہ جيئن رت جو وهڪرو مسلسل هلندو رهي.	تنتي سرشتو پوري جسم ۾ نسن جي حرڪت موڪلي هوميواسٽاسس کي برقرار رکي ٿو تہ جيئن رت جو وهڪرو مسلسل هلندو رهي	ت ن ت ي | س ر ش ت و | پ و ر ي | ج س م | ۾ | ن س ن | ج ي | ح ر ڪ ت | م و ڪ ل ي | ه و م ي و ا س ٽ ا س س | ک ي | ب ر ق ر ا ر | ر ک ي | ٿ و | ت ہ | ج ي ئ ن | ر ت | ج و | و ه ڪ ر و | م س ل س ل | ه ل ن د و | ر ه ي |	143040	FEMALE
327	8823469390185313385.wav	جيئن ته طوفان لينڊ فال تمام گهڻو کان پري آهي، آمريڪا يا ڪيريبين ڏانهن امڪاني اثر جو اندازو لڳائڻ مشڪل آهي.	جيئن ته طوفان لينڊ فال تمام گهڻو کان پري آهي آمريڪا يا ڪيريبين ڏانهن امڪاني اثر جو اندازو لڳائڻ مشڪل آهي	ج ي ئ ن | ت ه | ط و ف ا ن | ل ي ن ڊ | ف ا ل | ت م ا م | گ ه ڻ و | ک ا ن | پ ر ي | آ ه ي | آ م ر ي ڪ ا | ي ا | ڪ ي ر ي ب ي ن | ڏ ا ن ه ن | ا م ڪ ا ن ي | ا ث ر | ج و | ا ن د ا ز و | ل ڳ ا ئ ڻ | م ش ڪ ل | آ ه ي |	169920	FEMALE
176	5010774121070541833.wav	هن اٽلانٽا ۾ رهندي عزت ڪمائي ۽ جديد شهري تعليم جي لاءِ سڃاتي ويئي هئي.	هن اٽلانٽا ۾ رهندي عزت ڪمائي ۽ جديد شهري تعليم جي لاءِ سڃاتي ويئي هئي	ه ن | ا ٽ ل ا ن ٽ ا | ۾ | ر ه ن د ي | ع ز ت | ڪ م ا ئ ي | ۽ | ج د ي د | ش ه ر ي | ت ع ل ي م | ج ي | ل ا ء ِ | س ڃ ا ت ي | و ي ئ ي | ه ئ ي |	127680	FEMALE
444	1052292572249800947.wav	وينيزيولانس جا اسي سيڪڙو ماڻهو بيروزگار آهن، ۽ انهن مان جيڪي ملازم آهن اهي اڪثر ڪري غير رسمي معيشت ۾ ڪم ڪن ٿا.	وينيزيولانس جا اسي سيڪڙو ماڻهو بيروزگار آهن ۽ انهن مان جيڪي ملازم آهن اهي اڪثر ڪري غير رسمي معيشت ۾ ڪم ڪن ٿا	و ي ن ي ز ي و ل ا ن س | ج ا | ا س ي | س ي ڪ ڙ و | م ا ڻ ه و | ب ي ر و ز گ ا ر | آ ه ن | ۽ | ا ن ه ن | م ا ن | ج ي ڪ ي | م ل ا ز م | آ ه ن | ا ه ي | ا ڪ ث ر | ڪ ر ي | غ ي ر | ر س م ي | م ع ي ش ت | ۾ | ڪ م | ڪ ن | ٿ ا |	153600	MALE
390	5619759124459205232.wav	سنسڪرت هڪ قديم ٻولي آهي ۽ اهو يورپ ۾ ڳالهائي ويندڙ لاطيني ٻولي سان هڪجهڙائي رکي ٿي.	سنسڪرت هڪ قديم ٻولي آهي ۽ اهو يورپ ۾ ڳالهائي ويندڙ لاطيني ٻولي سان هڪجهڙائي رکي ٿي	س ن س ڪ ر ت | ه ڪ | ق د ي م | ٻ و ل ي | آ ه ي | ۽ | ا ه و | ي و ر پ | ۾ | ڳ ا ل ه ا ئ ي | و ي ن د ڙ | ل ا ط ي ن ي | ٻ و ل ي | س ا ن | ه ڪ ج ه ڙ ا ئ ي | ر ک ي | ٿ ي |	192960	MALE
1285	3898320739985817497.wav	جيتوڻيڪ، جيڪي ماڻهو ٿورڙي اسپينش زبان ڄاڻين ٿا اهي شايد جلدي نتيجو ڪڍي سگهن ٿا ته پرتگالي ايتري ته ملندڙ جهلندڙ آهي جو اِن کي الڳ گهرائي سان پڙهڻ جي ضرورت ناهي.	جيتوڻيڪ جيڪي ماڻهو ٿورڙي اسپينش زبان ڄاڻين ٿا اهي شايد جلدي نتيجو ڪڍي سگهن ٿا ته پرتگالي ايتري ته ملندڙ جهلندڙ آهي جو اِن کي الڳ گهرائي سان پڙهڻ جي ضرورت ناهي	ج ي ت و ڻ ي ڪ | ج ي ڪ ي | م ا ڻ ه و | ٿ و ر ڙ ي | ا س پ ي ن ش | ز ب ا ن | ڄ ا ڻ ي ن | ٿ ا | ا ه ي | ش ا ي د | ج ل د ي | ن ت ي ج و | ڪ ڍ ي | س گ ه ن | ٿ ا | ت ه | پ ر ت گ ا ل ي | ا ي ت ر ي | ت ه | م ل ن د ڙ | ج ه ل ن د ڙ | آ ه ي | ج و | ا ِ ن | ک ي | ا ل ڳ | گ ه ر ا ئ ي | س ا ن | پ ڙ ه ڻ | ج ي | ض ر و ر ت | ن ا ه ي |	283200	MALE
399	10014040122341408935.wav	اٽلي جا بنيادي مقصد افريقي ملڪ هئا. اُنهن ملڪن تي قبضو ڪرڻ لاءِ، انهن کي هڪ ٽروپ لانچنگ پيڊ جي ضرورت پوندي، جيئن لشڪر ميڊيٽيرينين سمنڊ پار وڃي افريقا تي حملو ڪري سگهن.	اٽلي جا بنيادي مقصد افريقي ملڪ هئا اُنهن ملڪن تي قبضو ڪرڻ لاءِ انهن کي هڪ ٽروپ لانچنگ پيڊ جي ضرورت پوندي جيئن لشڪر ميڊيٽيرينين سمنڊ پار وڃي افريقا تي حملو ڪري سگهن	ا ٽ ل ي | ج ا | ب ن ي ا د ي | م ق ص د | ا ف ر ي ق ي | م ل ڪ | ه ئ ا | ا ُ ن ه ن | م ل ڪ ن | ت ي | ق ب ض و | ڪ ر ڻ | ل ا ء ِ | ا ن ه ن | ک ي | ه ڪ | ٽ ر و پ | ل ا ن چ ن گ | پ ي ڊ | ج ي | ض ر و ر ت | پ و ن د ي | ج ي ئ ن | ل ش ڪ ر | م ي ڊ ي ٽ ي ر ي ن ي ن | س م ن ڊ | پ ا ر | و ڃ ي | ا ف ر ي ق ا | ت ي | ح م ل و | ڪ ر ي | س گ ه ن |	339840	MALE
326	3303802416077747383.wav	قومي سامونڊي طوفان جي مرڪز جي سائنسدانن اهو اڳ ڪٿي ڪن ٿا تہ ڊينئيل اربع تائين سامونڊي طوفان کي طاقتور ٺاهيندو.	قومي سامونڊي طوفان جي مرڪز جي سائنسدانن اهو اڳ ڪٿي ڪن ٿا تہ ڊينئيل اربع تائين سامونڊي طوفان کي طاقتور ٺاهيندو	ق و م ي | س ا م و ن ڊ ي | ط و ف ا ن | ج ي | م ر ڪ ز | ج ي | س ا ئ ن س د ا ن ن | ا ه و | ا ڳ | ڪ ٿ ي | ڪ ن | ٿ ا | ت ہ | ڊ ي ن ئ ي ل | ا ر ب ع | ت ا ئ ي ن | س ا م و ن ڊ ي | ط و ف ا ن | ک ي | ط ا ق ت و ر | ٺ ا ه ي ن د و |	144960	FEMALE
