701	6523110200644756091.wav	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	د ا | غ و ښ ت ن ی | د | د و ا ړ ه | ه ی و ا د و ن و | ت ر | م ن ځ | د | ه ج ر ت | د | م ن ظ م | ب ه ی ر | م ن ځ | ت ه | ر ا و ړ ل و | پ ه | خ ا ط ر | ط ر ح ه | ش و ي |	178560	MALE
607	10977570853738858698.wav	دا د اديانو ،فیلسوفانو او ساینس د پوهانو له خوا په زرهاو کلونه مطالعه شوي	دا د اديانو ،فیلسوفانو او ساینس د پوهانو له خوا په زرهاو کلونه مطالعه شوي	د ا | د | ا د ي ا ن و | ، ف ی ل س و ف ا ن و | ا و | س ا ی ن س | د | پ و ه ا ن و | ل ه | خ و ا | پ ه | ز ر ه ا و | ک ل و ن ه | م ط ا ل ع ه | ش و ي |	107520	MALE
868	6759978112452610695.wav	ډیر شمیر ثابت او وړ سفرکوونکي د پرمختلونکې نړئ د سفر د نوي والي څخه په بریالیتوب تیریږي چیرته چې زیات شمیر واړه د دود او رواج بدلونونو سره د ځان سمول په تیزئ سره اضافه کیږي.	ډیر شمیر ثابت او وړ سفرکوونکي د پرمختلونکې نړئ د سفر د نوي والي څخه په بریالیتوب تیریږي چیرته چې زیات شمیر واړه د دود او رواج بدلونونو سره د ځان سمول په تیزئ سره اضافه کیږي	ډ ی ر | ش م ی ر | ث ا ب ت | ا و | و ړ | س ف ر ک و و ن ک ي | د | پ ر م خ ت ل و ن ک ې | ن ړ ئ | د | س ف ر | د | ن و ي | و ا ل ي | څ خ ه | پ ه | ب ر ی ا ل ی ت و ب | ت ی ر ی ږ ي | چ ی ر ت ه | چ ې | ز ی ا ت | ش م ی ر | و ا ړ ه | د | د و د | ا و | ر و ا ج | ب د ل و ن و ن و | س ر ه | د | ځ ا ن | س م و ل | پ ه | ت ی ز ئ | س ر ه | ا ض ا ف ه | ک ی ږ ي |	334080	FEMALE
1305	16084045355877827167.wav	بیا هم، هسپانوي ژبه په دولتي ترانسپورت او نورو اسانتیاو کې په پراخه کچه استعمالیږي.	بیا هم هسپانوي ژبه په دولتي ترانسپورت او نورو اسانتیاو کې په پراخه کچه استعمالیږي	ب ی ا | ه م | ه س پ ا ن و ي | ژ ب ه | پ ه | د و ل ت ي | ت ر ا ن س پ و ر ت | ا و | ن و ر و | ا س ا ن ت ی ا و | ک ې | پ ه | پ ر ا خ ه | ک چ ه | ا س ت ع م ا ل ی ږ ي |	149760	FEMALE
1459	11879807908353865734.wav	د میوو پیستري عام دي، د مڼو سره چې د کال په اوږدو کې پیستري کې پخه شوي، او چیري او پلمه د دوبي په جریان کې خپل ظهور کوي.	د میوو پیستري عام دي د مڼو سره چې د کال په اوږدو کې پیستري کې پخه شوي او چیري او پلمه د دوبي په جریان کې خپل ظهور کوي	د | م ی و و | پ ی س ت ر ي | ع ا م | د ي | د | م ڼ و | س ر ه | چ ې | د | ک ا ل | پ ه | ا و ږ د و | ک ې | پ ی س ت ر ي | ک ې | پ خ ه | ش و ي | ا و | چ ی ر ي | ا و | پ ل م ه | د | د و ب ي | پ ه | ج ر ی ا ن | ک ې | خ پ ل | ظ ه و ر | ک و ي |	309120	MALE
877	2356182514945115158.wav	هغوۍ چې د طبي اصطلاحاتو سره بلدتیا نلري، infectious او Contagoius کلمي مختلفي معناوي لري	هغوۍ چې د طبي اصطلاحاتو سره بلدتیا نلري infectious او contagoius کلمي مختلفي معناوي لري	ه غ و ۍ | چ ې | د | ط ب ي | ا ص ط ل ا ح ا ت و | س ر ه | ب ل د ت ی ا | ن ل ر ي | i n f e c t i o u s | ا و | c o n t a g o i u s | ک ل م ي | م خ ت ل ف ي | م ع ن ا و ي | ل ر ي |	100800	MALE
192	953694597746847719.wav	د اور وژنی کپتان سکاټ کونس scott couns وويل چې ، هغه په سنټا کلارا santa clara کې یوه ګرمه ورڅ وه چې حرارت 90 کې و	د اور وژنی کپتان سکاټ کونس scott couns وويل چې هغه په سنټا کلارا santa clara کې یوه ګرمه ورڅ وه چې حرارت 90 کې و	د | ا و ر | و ژ ن ی | ک پ ت ا ن | س ک ا ټ | ک و ن س | s c o t t | c o u n s | و و ي ل | چ ې | ه غ ه | پ ه | س ن ټ ا | ک ل ا ر ا | s a n t a | c l a r a | ک ې | ی و ه | ګ ر م ه | و ر څ | و ه | چ ې | ح ر ا ر ت | 9 0 | ک ې | و |	126720	MALE
1158	18423408769017503237.wav	د متحده ایالاتو جمناسټیک د خپلواک تحقیق ملاتړ کوي چې په هغه څه به رڼا واچوي چې د تناسب په غلطه توګه کارول څنګه د لیري نصار د ژغورونکو لخوا په دومره زړورتیا سره بیان شوه، څنګه دا د دومره اوږدې مودې لپاره پټه پاتې شوه او هر اړین او مناسب بدلونونه مني.	د متحده ایالاتو جمناسټیک د خپلواک تحقیق ملاتړ کوي چې په هغه څه به رڼا واچوي چې د تناسب په غلطه توګه کارول څنګه د لیري نصار د ژغورونکو لخوا په دومره زړورتیا سره بیان شوه څنګه دا د دومره اوږدې مودې لپاره پټه پاتې شوه او هر اړین او مناسب بدلونونه مني	د | م ت ح د ه | ا ی ا ل ا ت و | ج م ن ا س ټ ی ک | د | خ پ ل و ا ک | ت ح ق ی ق | م ل ا ت ړ | ک و ي | چ ې | پ ه | ه غ ه | څ ه | ب ه | ر ڼ ا | و ا چ و ي | چ ې | د | ت ن ا س ب | پ ه | غ ل ط ه | ت و ګ ه | ک ا ر و ل | څ ن ګ ه | د | ل ی ر ي | ن ص ا ر | د | ژ غ و ر و ن ک و | ل خ و ا | پ ه | د و م ر ه | ز ړ و ر ت ی ا | س ر ه | ب ی ا ن | ش و ه | څ ن ګ ه | د ا | د | د و م ر ه | ا و ږ د ې | م و د ې | ل پ ا ر ه | پ ټ ه | پ ا ت ې | ش و ه | ا و | ه ر | ا ړ ی ن | ا و | م ن ا س ب | ب د ل و ن و ن ه | م ن ي |	285120	MALE
844	9294552569070305014.wav	ناکاره او خراب شوي رسمونه د ګرافیت په نوم یادېږي.	ناکاره او خراب شوي رسمونه د ګرافیت په نوم یادېږي	ن ا ک ا ر ه | ا و | خ ر ا ب | ش و ي | ر س م و ن ه | د | ګ ر ا ف ی ت | پ ه | ن و م | ی ا د ې ږ ي |	62400	FEMALE
1457	4905034455571363361.wav	لوبې د سهار 10:00 بجې پیل کېږي چې پرته د نیمه سهار د څاڅکو چې زر بیرته پاکېږي د 7 رګبي لپاره غوره هوا او ښکلې ورځ وي.	لوبې د سهار 10:00 بجې پیل کېږي چې پرته د نیمه سهار د څاڅکو چې زر بیرته پاکېږي د 7 رګبي لپاره غوره هوا او ښکلې ورځ وي	ل و ب ې | د | س ه ا ر | 1 0 : 0 0 | ب ج ې | پ ی ل | ک ې ږ ي | چ ې | پ ر ت ه | د | ن ی م ه | س ه ا ر | د | څ ا څ ک و | چ ې | ز ر | ب ی ر ت ه | پ ا ک ې ږ ي | د | 7 | ر ګ ب ي | ل پ ا ر ه | غ و ر ه | ه و ا | ا و | ښ ک ل ې | و ر ځ | و ي |	234240	FEMALE
465	2609779057920010343.wav	د منځنۍ پېړۍ دودیزې قلعې د اوږدې مودې لپاره تخیل هڅولی و، د نيزه بازى، میلمستیاو او د آرتورېئن سواری انځورونه راټولوي.	د منځنۍ پېړۍ دودیزې قلعې د اوږدې مودې لپاره تخیل هڅولی و د نيزه بازی میلمستیاو او د آرتورېئن سواری انځورونه راټولوي	د | م ن ځ ن ۍ | پ ې ړ ۍ | د و د ی ز ې | ق ل ع ې | د | ا و ږ د ې | م و د ې | ل پ ا ر ه | ت خ ی ل | ه څ و ل ی | و | د | ن ي ز ه | ب ا ز ی | م ی ل م س ت ی ا و | ا و | د | آ ر ت و ر ې ئ ن | س و ا ر ی | ا ن ځ و ر و ن ه | ر ا ټ و ل و ي |	272640	FEMALE
423	10756097918652989392.wav	دا د آلمان په الفبای باندي ولاړه وه او یو توری پکې اضافه کړل شو	دا د آلمان په الفبای باندي ولاړه وه او یو توری پکې اضافه کړل شو	د ا | د | آ ل م ا ن | پ ه | ا ل ف ب ا ی | ب ا ن د ي | و ل ا ړ ه | و ه | ا و | ی و | ت و ر ی | پ ک ې | ا ض ا ف ه | ک ړ ل | ش و |	101760	FEMALE
1497	17673242391149813071.wav	برطانوي پاونډونه په عمومي دول په جزیرو کې هر ځای کې منل کيږي او د ستېنلي کرېډټ کارډ دننه او متحده ایالاتو کې ډالرې هم اکثره وخت منل کیږي.	برطانوي پاونډونه په عمومي دول په جزیرو کې هر ځای کې منل کيږي او د ستېنلي کرېډټ کارډ دننه او متحده ایالاتو کې ډالرې هم اکثره وخت منل کیږي	ب ر ط ا ن و ي | پ ا و ن ډ و ن ه | پ ه | ع م و م ي | د و ل | پ ه | ج ز ی ر و | ک ې | ه ر | ځ ا ی | ک ې | م ن ل | ک ي ږ ي | ا و | د | س ت ې ن ل ي | ک ر ې ډ ټ | ک ا ر ډ | د ن ن ه | ا و | م ت ح د ه | ا ی ا ل ا ت و | ک ې | ډ ا ل ر ې | ه م | ا ک ث ر ه | و خ ت | م ن ل | ک ی ږ ي |	202560	FEMALE
352	16730582958888587195.wav	د فولادو ستنه د سطحي فشار له امله د اوبو د پاسه تيريږي.	د فولادو ستنه د سطحي فشار له امله د اوبو د پاسه تيريږي	د | ف و ل ا د و | س ت ن ه | د | س ط ح ي | ف ش ا ر | ل ه | ا م ل ه | د | ا و ب و | د | پ ا س ه | ت ي ر ي ږ ي |	81600	MALE
78	4249389237934003057.wav	هغه هم ددې خبری پخلی وکړ چې هغه په غیر مستقیم حق د رازداری باندي باور لري په کوم چې د روRoe فیصله ولاړه ده	هغه هم ددې خبری پخلی وکړ چې هغه په غیر مستقیم حق د رازداری باندي باور لري په کوم چې د روroe فیصله ولاړه ده	ه غ ه | ه م | د د ې | خ ب ر ی | پ خ ل ی | و ک ړ | چ ې | ه غ ه | پ ه | غ ی ر | م س ت ق ی م | ح ق | د | ر ا ز د ا ر ی | ب ا ن د ي | ب ا و ر | ل ر ي | پ ه | ک و م | چ ې | د | ر و r o e | ف ی ص ل ه | و ل ا ړ ه | د ه |	199680	MALE
904	5134442128548248880.wav	هغوی ډیر پورته بادونه تولیدوي( بعضی وخت له سلو تر دوه سوو میله فی ساعت) او چې څنګه بوړبوړکۍ حرکت کوي کولای شي درانده شیان په هوا کې پورته کړي	هغوی ډیر پورته بادونه تولیدوي بعضی وخت له سلو تر دوه سوو میله فی ساعت او چې څنګه بوړبوړکۍ حرکت کوي کولای شي درانده شیان په هوا کې پورته کړي	ه غ و ی | ډ ی ر | پ و ر ت ه | ب ا د و ن ه | ت و ل ی د و ي | ب ع ض ی | و خ ت | ل ه | س ل و | ت ر | د و ه | س و و | م ی ل ه | ف ی | س ا ع ت | ا و | چ ې | څ ن ګ ه | ب و ړ ب و ړ ک ۍ | ح ر ک ت | ک و ي | ک و ل ا ی | ش ي | د ر ا ن د ه | ش ی ا ن | پ ه | ه و ا | ک ې | پ و ر ت ه | ک ړ ي |	163200	MALE
52	17721807732214251420.wav	سږ کال د اپریل په میاشت کې قاضی ګلین یو موقت ریسټینینګ ارډر restaining order اجرا کړ چې له مخی یې توقیف ته امر شوي چې هغه کسان خوشي کړي چې د نیول کېدو د وخت څخه یې 24 ساعتونو څخه زیات وخت شوي دي .او د محکمی کمیشنر له خوا محکمی ته نه دي غوښتل شوي	سږ کال د اپریل په میاشت کې قاضی ګلین یو موقت ریسټینینګ ارډر restaining order اجرا کړ چې له مخی یې توقیف ته امر شوي چې هغه کسان خوشي کړي چې د نیول کېدو د وخت څخه یې 24 ساعتونو څخه زیات وخت شوي دي .او د محکمی کمیشنر له خوا محکمی ته نه دي غوښتل شوي	س ږ | ک ا ل | د | ا پ ر ی ل | پ ه | م ی ا ش ت | ک ې | ق ا ض ی | ګ ل ی ن | ی و | م و ق ت | ر ی س ټ ی ن ی ن ګ | ا ر ډ ر | r e s t a i n i n g | o r d e r | ا ج ر ا | ک ړ | چ ې | ل ه | م خ ی | ی ې | ت و ق ی ف | ت ه | ا م ر | ش و ي | چ ې | ه غ ه | ک س ا ن | خ و ش ي | ک ړ ي | چ ې | د | ن ی و ل | ک ې د و | د | و خ ت | څ خ ه | ی ې | 2 4 | س ا ع ت و ن و | څ خ ه | ز ی ا ت | و خ ت | ش و ي | د ي | . ا و | د | م ح ک م ی | ک م ی ش ن ر | ل ه | خ و ا | م ح ک م ی | ت ه | ن ه | د ي | غ و ښ ت ل | ش و ي |	446400	MALE
493	17403242375690274812.wav	دې تمدن د سند سمندر په حوزو کې وده کړي چې له وجې یې نوم هم راځي.	دې تمدن د سند سمندر په حوزو کې وده کړي چې له وجې یې نوم هم راځي	د ې | ت م د ن | د | س ن د | س م ن د ر | پ ه | ح و ز و | ک ې | و د ه | ک ړ ي | چ ې | ل ه | و ج ې | ی ې | ن و م | ه م | ر ا ځ ي |	134400	MALE
145	2549773382232887566.wav	ددې معنی داده چې هر څه باید پخوانی حالت ته راوستل شي، دا خبره یو محقق د ریفټ ويلی د تحقیقی خدماتو په ایتیوپیا کې او د تحقیق مرستیال لیکونکې برهین افساوberhane asfaw کړي	ددې معنی داده چې هر څه باید پخوانی حالت ته راوستل شي، دا خبره یو محقق د ریفټ ويلی د تحقیقی خدماتو په ایتیوپیا کې او د تحقیق مرستیال لیکونکې برهین افساوberhane asfaw کړي	د د ې | م ع ن ی | د ا د ه | چ ې | ه ر | څ ه | ب ا ی د | پ خ و ا ن ی | ح ا ل ت | ت ه | ر ا و س ت ل | ش ي ، | د ا | خ ب ر ه | ی و | م ح ق ق | د | ر ی ف ټ | و ي ل ی | د | ت ح ق ی ق ی | خ د م ا ت و | پ ه | ا ی ت ی و پ ی ا | ک ې | ا و | د | ت ح ق ی ق | م ر س ت ی ا ل | ل ی ک و ن ک ې | ب ر ه ی ن | ا ف س ا و b e r h a n e | a s f a w | ک ړ ي |	284160	MALE
479	917085791931094006.wav	ته باید دا خبره یقینی کړي چې ستا لاسونه باید تر ممکن بریده ارام وي ، کله چې ته ټول نوټونه په صحیح ډول وهی . همدارنګه هڅه ونه کړي چې ګوتو په کارولو سره اضافی حرکت وکړي.	ته باید دا خبره یقینی کړي چې ستا لاسونه باید تر ممکن بریده ارام وي کله چې ته ټول نوټونه په صحیح ډول وهی همدارنګه هڅه ونه کړي چې ګوتو په کارولو سره اضافی حرکت وکړي	ت ه | ب ا ی د | د ا | خ ب ر ه | ی ق ی ن ی | ک ړ ي | چ ې | س ت ا | ل ا س و ن ه | ب ا ی د | ت ر | م م ک ن | ب ر ی د ه | ا ر ا م | و ي | ک ل ه | چ ې | ت ه | ټ و ل | ن و ټ و ن ه | پ ه | ص ح ی ح | ډ و ل | و ه ی | ه م د ا ر ن ګ ه | ه څ ه | و ن ه | ک ړ ي | چ ې | ګ و ت و | پ ه | ک ا ر و ل و | س ر ه | ا ض ا ف ی | ح ر ک ت | و ک ړ ي |	218880	MALE
880	6149344529574338017.wav	ډیری هیوادونه لازمي ګڼي چې خپلو هیوادونو ته داخلیدونکي یا بیرون تلونکي نندارچیان د مختلفو مرضونو لپاره واکسین شي.	ډیری هیوادونه لازمي ګڼي چې خپلو هیوادونو ته داخلیدونکي یا بیرون تلونکي نندارچیان د مختلفو مرضونو لپاره واکسین شي	ډ ی ر ی | ه ی و ا د و ن ه | ل ا ز م ي | ګ ڼ ي | چ ې | خ پ ل و | ه ی و ا د و ن و | ت ه | د ا خ ل ی د و ن ک ي | ی ا | ب ی ر و ن | ت ل و ن ک ي | ن ن د ا ر چ ی ا ن | د | م خ ت ل ف و | م ر ض و ن و | ل پ ا ر ه | و ا ک س ی ن | ش ي |	170880	MALE
54	15500022538020868032.wav	اوریدنه هم د شکمن سمدستي محاکمې حق لپاره نیټه په نښه کوي.	اوریدنه هم د شکمن سمدستي محاکمې حق لپاره نیټه په نښه کوي	ا و ر ی د ن ه | ه م | د | ش ک م ن | س م د س ت ي | م ح ا ک م ې | ح ق | ل پ ا ر ه | ن ی ټ ه | پ ه | ن ښ ه | ک و ي |	93120	MALE
483	969582538297394438.wav	مومن د الهی واقعیت/معبود یا معبودانو لپاره مستقیم تجربه، پوهاوی یا لید غواړي.	مومن د الهی واقعیت/معبود یا معبودانو لپاره مستقیم تجربه، پوهاوی یا لید غواړي	م و م ن | د | ا ل ه ی | و ا ق ع ی ت / م ع ب و د | ی ا | م ع ب و د ا ن و | ل پ ا ر ه | م س ت ق ی م | ت ج ر ب ه ، | پ و ه ا و ی | ی ا | ل ی د | غ و ا ړ ي |	142080	MALE
82	15618404404410134270.wav	هیسپرونیکس hesperonychus elizabethae الیزابت ددې خاندان یو ژوي دي ډروماسوراید dromaeosauridaeد ولسپرایټر velociraptor د کاکا زوي دي	هیسپرونیکس hesperonychus elizabethae الیزابت ددې خاندان یو ژوي دي ډروماسوراید dromaeosauridaeد ولسپرایټر velociraptor د کاکا زوي دي	ه ی س پ ر و ن ی ک س | h e s p e r o n y c h u s | e l i z a b e t h a e | ا ل ی ز ا ب ت | د د ې | خ ا ن د ا ن | ی و | ژ و ي | د ي | ډ ر و م ا س و ر ا ی د | d r o m a e o s a u r i d a e د | و ل س پ ر ا ی ټ ر | v e l o c i r a p t o r | د | ک ا ک ا | ز و ي | د ي |	192960	MALE
949	1706855104864799456.wav	دا یقیني کړئ چې یو ځل د سمندر غاړې ته ورسیږئ نو هر څه به دیر واضح شي. تاسې به د د بلې کښتۍ سفرکوونکو سره ووینۍ او هغه به تاسې سره خپل معلومات شریک کړي	دا یقیني کړئ چې یو ځل د سمندر غاړې ته ورسیږئ نو هر څه به دیر واضح شي تاسې به د د بلې کښتۍ سفرکوونکو سره ووینۍ او هغه به تاسې سره خپل معلومات شریک کړي	د ا | ی ق ی ن ي | ک ړ ئ | چ ې | ی و | ځ ل | د | س م ن د ر | غ ا ړ ې | ت ه | و ر س ی ږ ئ | ن و | ه ر | څ ه | ب ه | د ی ر | و ا ض ح | ش ي | ت ا س ې | ب ه | د | د | ب ل ې | ک ښ ت ۍ | س ف ر ک و و ن ک و | س ر ه | و و ی ن ۍ | ا و | ه غ ه | ب ه | ت ا س ې | س ر ه | خ پ ل | م ع ل و م ا ت | ش ر ی ک | ک ړ ي |	290880	MALE
567	958199922679339903.wav	نظر ،یا د لیدلو قابلیت د عینی سیستم د د محسوسونکې غړی یا سترګو پورې اړه لري	نظر ،یا د لیدلو قابلیت د عینی سیستم د د محسوسونکې غړی یا سترګو پورې اړه لري	ن ظ ر | ، ی ا | د | ل ی د ل و | ق ا ب ل ی ت | د | ع ی ن ی | س ی س ت م | د | د | م ح س و س و ن ک ې | غ ړ ی | ی ا | س ت ر ګ و | پ و ر ې | ا ړ ه | ل ر ي |	112320	FEMALE
