1090	17489440875552726329.wav	Кейде күш қолданылған наразылықтарға сайлаудың 2011 жылдан бері өткізілмеуі себеп болды.	кейде күш қолданылған наразылықтарға сайлаудың 2011 жылдан бері өткізілмеуі себеп болды	к е й д е | к ү ш | қ о л д а н ы л ғ а н | н а р а з ы л ы қ т а р ғ а | с а й л а у д ы ң | 2 0 1 1 | ж ы л д а н | б е р і | ө т к і з і л м е у і | с е б е п | б о л д ы |	120960	MALE
1283	16297165519592028019.wav	Бұл біздің ойымыздағы процестерді түсінуге көмектесетін еліктемелік модельдерін құруға көптеген мәліметтер және материалдармен қамтамасыз етеді.	бұл біздің ойымыздағы процестерді түсінуге көмектесетін еліктемелік модельдерін құруға көптеген мәліметтер және материалдармен қамтамасыз етеді	б ұ л | б і з д і ң | о й ы м ы з д а ғ ы | п р о ц е с т е р д і | т ү с і н у г е | к ө м е к т е с е т і н | е л і к т е м е л і к | м о д е л ь д е р і н | қ ұ р у ғ а | к ө п т е г е н | м ә л і м е т т е р | ж ә н е | м а т е р и а л д а р м е н | қ а м т а м а с ы з | е т е д і |	325440	FEMALE
1410	13355617578880657105.wav	Сондай-ақ олар ұсыныс туралы ойлауға уақыт қажет болса немесе баратын жер үшін басқа құжаттарды (мысалы, визаны) алу керек болса, сіз үшін броньді ұстап тұрады.	сондай-ақ олар ұсыныс туралы ойлауға уақыт қажет болса немесе баратын жер үшін басқа құжаттарды мысалы визаны алу керек болса сіз үшін броньді ұстап тұрады	с о н д а й - а қ | о л а р | ұ с ы н ы с | т у р а л ы | о й л а у ғ а | у а қ ы т | қ а ж е т | б о л с а | н е м е с е | б а р а т ы н | ж е р | ү ш і н | б а с қ а | қ ұ ж а т т а р д ы | м ы с а л ы | в и з а н ы | а л у | к е р е к | б о л с а | с і з | ү ш і н | б р о н ь д і | ұ с т а п | т ұ р а д ы |	237120	MALE
350	1322443841027154196.wav	Ғалымдар дәл сондай әдіспен энергия алатын реактор жасау үшін жұмыс істеуде.	ғалымдар дәл сондай әдіспен энергия алатын реактор жасау үшін жұмыс істеуде	ғ а л ы м д а р | д ә л | с о н д а й | ә д і с п е н | э н е р г и я | а л а т ы н | р е а к т о р | ж а с а у | ү ш і н | ж ұ м ы с | і с т е у д е |	92160	MALE
813	14054779293143795665.wav	Күндізгі жаяу туризмде бір милядан азырақ қашықтықтардан бір күнде өтуге болатын ұзағырақ қашықтықтарға дейін болады.	күндізгі жаяу туризмде бір милядан азырақ қашықтықтардан бір күнде өтуге болатын ұзағырақ қашықтықтарға дейін болады	к ү н д і з г і | ж а я у | т у р и з м д е | б і р | м и л я д а н | а з ы р а қ | қ а ш ы қ т ы қ т а р д а н | б і р | к ү н д е | ө т у г е | б о л а т ы н | ұ з а ғ ы р а қ | қ а ш ы қ т ы қ т а р ғ а | д е й і н | б о л а д ы |	172800	MALE
584	11283012675164638457.wav	Бұл зор дауылдардың жел жылдамдықтары 480 км/сағ-қа (133 м/с; 300 миля/сағ) дейін болады.	бұл зор дауылдардың жел жылдамдықтары 480 км/сағ-қа 133 м/с; 300 миля/сағ дейін болады	б ұ л | з о р | д а у ы л д а р д ы ң | ж е л | ж ы л д а м д ы қ т а р ы | 4 8 0 | к м / с а ғ - қ а | 1 3 3 | м / с ; | 3 0 0 | м и л я / с а ғ | д е й і н | б о л а д ы |	277440	FEMALE
420	6280137153201221198.wav	Хинди және урду тілдерінің сөздігі ұқсас, бірақ жазылуы әртүрлі. Күнделікті сөйлесулерде екі тілдің сөйлеушілері әдетте бір бірін түсіне алады.	хинди және урду тілдерінің сөздігі ұқсас бірақ жазылуы әртүрлі күнделікті сөйлесулерде екі тілдің сөйлеушілері әдетте бір бірін түсіне алады	х и н д и | ж ә н е | у р д у | т і л д е р і н і ң | с ө з д і г і | ұ қ с а с | б і р а қ | ж а з ы л у ы | ә р т ү р л і | к ү н д е л і к т і | с ө й л е с у л е р д е | е к і | т і л д і ң | с ө й л е у ш і л е р і | ә д е т т е | б і р | б і р і н | т ү с і н е | а л а д ы |	165120	MALE
1440	11634271889834348484.wav	Мутация жаңа генетикалық вариацияны қосады және селекция оны ашық вариация жиынтығынан шығарады.	мутация жаңа генетикалық вариацияны қосады және селекция оны ашық вариация жиынтығынан шығарады	м у т а ц и я | ж а ң а | г е н е т и к а л ы қ | в а р и а ц и я н ы | қ о с а д ы | ж ә н е | с е л е к ц и я | о н ы | а ш ы қ | в а р и а ц и я | ж и ы н т ы ғ ы н а н | ш ы ғ а р а д ы |	128640	MALE
133	4885762413495521456.wav	Лос-Анджелес полиция департаментінің өкілі Кристофер Гарсия күдікті қылмыскер вандализм үшін емес, заңсыз кіргені үшін тергеліп жатқандығын айтты.	лос-анджелес полиция департаментінің өкілі кристофер гарсия күдікті қылмыскер вандализм үшін емес заңсыз кіргені үшін тергеліп жатқандығын айтты	л о с - а н д ж е л е с | п о л и ц и я | д е п а р т а м е н т і н і ң | ө к і л і | к р и с т о ф е р | г а р с и я | к ү д і к т і | қ ы л м ы с к е р | в а н д а л и з м | ү ш і н | е м е с | з а ң с ы з | к і р г е н і | ү ш і н | т е р г е л і п | ж а т қ а н д ы ғ ы н | а й т т ы |	330240	FEMALE
1478	10543414197631853114.wav	Бүгінде ол әлі де өндіріледі, бірақ оның арақатынасы сандық камера датчигінің пішімдерінен алынған.	бүгінде ол әлі де өндіріледі бірақ оның арақатынасы сандық камера датчигінің пішімдерінен алынған	б ү г і н д е | о л | ә л і | д е | ө н д і р і л е д і | б і р а қ | о н ы ң | а р а қ а т ы н а с ы | с а н д ы қ | к а м е р а | д а т ч и г і н і ң | п і ш і м д е р і н е н | а л ы н ғ а н |	249600	FEMALE
384	2707909460926179976.wav	Бұл флотты норвегиялық Олаф Тригвассон басқарды, оның мақсаты өз елін Данияның үстемдігінен қайтарып алу болды.	бұл флотты норвегиялық олаф тригвассон басқарды оның мақсаты өз елін данияның үстемдігінен қайтарып алу болды	б ұ л | ф л о т т ы | н о р в е г и я л ы қ | о л а ф | т р и г в а с с о н | б а с қ а р д ы | о н ы ң | м а қ с а т ы | ө з | е л і н | д а н и я н ы ң | ү с т е м д і г і н е н | қ а й т а р ы п | а л у | б о л д ы |	157440	FEMALE
7	17289657433699802585.wav	Каталонияның астанасына көшкеннен кейін Видал осы клубтың 49 ойынында ойнады.	каталонияның астанасына көшкеннен кейін видал осы клубтың 49 ойынында ойнады	к а т а л о н и я н ы ң | а с т а н а с ы н а | к ө ш к е н н е н | к е й і н | в и д а л | о с ы | к л у б т ы ң | 4 9 | о й ы н ы н д а | о й н а д ы |	157440	FEMALE
1175	2847466561281592564.wav	Италияның ұлттық футбол командасы Германияның ұлттық командасымен бірге дүние жүзіндегі екінші ең табысты команда болып табылады және 2006 жылы FIFA дүниежүзілік кубок чемпионы болған.	италияның ұлттық футбол командасы германияның ұлттық командасымен бірге дүние жүзіндегі екінші ең табысты команда болып табылады және 2006 жылы fifa дүниежүзілік кубок чемпионы болған	и т а л и я н ы ң | ұ л т т ы қ | ф у т б о л | к о м а н д а с ы | г е р м а н и я н ы ң | ұ л т т ы қ | к о м а н д а с ы м е н | б і р г е | д ү н и е | ж ү з і н д е г і | е к і н ш і | е ң | т а б ы с т ы | к о м а н д а | б о л ы п | т а б ы л а д ы | ж ә н е | 2 0 0 6 | ж ы л ы | f i f a | д ү н и е ж ү з і л і к | к у б о к | ч е м п и о н ы | б о л ғ а н |	243840	MALE
649	7417432742215296257.wav	Біз ешқашан көлігімізді жөндемейміз, үйдің артқы жағында бұрқақ соқпаймыз, ежелгі қираған үйіндіні көру үшін Перуге саяхаттамаймыз немесе көршіміздің үйінің моделін қайта жасамаймыз.	біз ешқашан көлігімізді жөндемейміз үйдің артқы жағында бұрқақ соқпаймыз ежелгі қираған үйіндіні көру үшін перуге саяхаттамаймыз немесе көршіміздің үйінің моделін қайта жасамаймыз	б і з | е ш қ а ш а н | к ө л і г і м і з д і | ж ө н д е м е й м і з | ү й д і ң | а р т қ ы | ж а ғ ы н д а | б ұ р қ а қ | с о қ п а й м ы з | е ж е л г і | қ и р а ғ а н | ү й і н д і н і | к ө р у | ү ш і н | п е р у г е | с а я х а т т а м а й м ы з | н е м е с е | к ө р ш і м і з д і ң | ү й і н і ң | м о д е л і н | қ а й т а | ж а с а м а й м ы з |	230400	MALE
111	1413571389189274370.wav	Stardust Жерге оралған ең жылдам ғарыш кемесі болудың жаңа рекордын орнатты. Ол Apollo X командалық модулі оралуы кезінде 1969 жылдың мамыр айында орнатылған алдыңғы рекордты жаңартты.	stardust жерге оралған ең жылдам ғарыш кемесі болудың жаңа рекордын орнатты ол apollo x командалық модулі оралуы кезінде 1969 жылдың мамыр айында орнатылған алдыңғы рекордты жаңартты	s t a r d u s t | ж е р г е | о р а л ғ а н | е ң | ж ы л д а м | ғ а р ы ш | к е м е с і | б о л у д ы ң | ж а ң а | р е к о р д ы н | о р н а т т ы | о л | a p o l l o | x | к о м а н д а л ы қ | м о д у л і | о р а л у ы | к е з і н д е | 1 9 6 9 | ж ы л д ы ң | м а м ы р | а й ы н д а | о р н а т ы л ғ а н | а л д ы ң ғ ы | р е к о р д т ы | ж а ң а р т т ы |	448320	FEMALE
678	14229832459436687804.wav	Виза талаптары мен бағалары әр елде әр түрлі болып келеді және олар сіздің барған еліңізге байланысты болады.	виза талаптары мен бағалары әр елде әр түрлі болып келеді және олар сіздің барған еліңізге байланысты болады	в и з а | т а л а п т а р ы | м е н | б а ғ а л а р ы | ә р | е л д е | ә р | т ү р л і | б о л ы п | к е л е д і | ж ә н е | о л а р | с і з д і ң | б а р ғ а н | е л і ң і з г е | б а й л а н ы с т ы | б о л а д ы |	200640	FEMALE
420	1333609168634150161.wav	Хинди және урду тілдерінің сөздігі ұқсас, бірақ жазылуы әртүрлі. Күнделікті сөйлесулерде екі тілдің сөйлеушілері әдетте бір бірін түсіне алады.	хинди және урду тілдерінің сөздігі ұқсас бірақ жазылуы әртүрлі күнделікті сөйлесулерде екі тілдің сөйлеушілері әдетте бір бірін түсіне алады	х и н д и | ж ә н е | у р д у | т і л д е р і н і ң | с ө з д і г і | ұ қ с а с | б і р а қ | ж а з ы л у ы | ә р т ү р л і | к ү н д е л і к т і | с ө й л е с у л е р д е | е к і | т і л д і ң | с ө й л е у ш і л е р і | ә д е т т е | б і р | б і р і н | т ү с і н е | а л а д ы |	233280	FEMALE
1035	5065587110816563603.wav	Кометалар белоктар түзіп, тіршілік ете алатын органикалық заттармен бірге жерге су жеткізу көзі болған болуы мүмкін.	кометалар белоктар түзіп тіршілік ете алатын органикалық заттармен бірге жерге су жеткізу көзі болған болуы мүмкін	к о м е т а л а р | б е л о к т а р | т ү з і п | т і р ш і л і к | е т е | а л а т ы н | о р г а н и к а л ы қ | з а т т а р м е н | б і р г е | ж е р г е | с у | ж е т к і з у | к ө з і | б о л ғ а н | б о л у ы | м ү м к і н |	153600	MALE
163	8277306967917528854.wav	Сондай-ақ олар мәлімдемеде былай деді: «Қазіргі уақытта экипаж кемені қауіпсіз шығарып алудың ең тиімді әдісін анықтау үшін жұмыс істеуде».	сондай-ақ олар мәлімдемеде былай деді: «қазіргі уақытта экипаж кемені қауіпсіз шығарып алудың ең тиімді әдісін анықтау үшін жұмыс істеуде»	с о н д а й - а қ | о л а р | м ә л і м д е м е д е | б ы л а й | д е д і : | « қ а з і р г і | у а қ ы т т а | э к и п а ж | к е м е н і | қ а у і п с і з | ш ы ғ а р ы п | а л у д ы ң | е ң | т и і м д і | ә д і с і н | а н ы қ т а у | ү ш і н | ж ұ м ы с | і с т е у д е » |	234240	FEMALE
749	5099358245034280320.wav	Бұл жер ежелгі жиһаздары, күтім көрсетілген жерлері және жүзу бассейні бар тарихи ескі ғимарат болуы мүмкін.	бұл жер ежелгі жиһаздары күтім көрсетілген жерлері және жүзу бассейні бар тарихи ескі ғимарат болуы мүмкін	б ұ л | ж е р | е ж е л г і | ж и һ а з д а р ы | к ү т і м | к ө р с е т і л г е н | ж е р л е р і | ж ә н е | ж ү з у | б а с с е й н і | б а р | т а р и х и | е с к і | ғ и м а р а т | б о л у ы | м ү м к і н |	166080	FEMALE
654	17441774686392379878.wav	Гренландияның жергілікті тұрғындары өздерін Канададағы инуиттер деп атайды, ал Гренландияда олар өздерін Калааллек (көптік формада Калааллит) деп атайды.	гренландияның жергілікті тұрғындары өздерін канададағы инуиттер деп атайды ал гренландияда олар өздерін калааллек көптік формада калааллит деп атайды	г р е н л а н д и я н ы ң | ж е р г і л і к т і | т ұ р ғ ы н д а р ы | ө з д е р і н | к а н а д а д а ғ ы | и н у и т т е р | д е п | а т а й д ы | а л | г р е н л а н д и я д а | о л а р | ө з д е р і н | к а л а а л л е к | к ө п т і к | ф о р м а д а | к а л а а л л и т | д е п | а т а й д ы |	296640	FEMALE
680	4973660715367091414.wav	Виктория Фоллс Зимбабвенің батыс бөлігіндегі, Замбия, Ливингстон шекарасы бойындағы және Ботсвана жанындағы қала болып табылады.	виктория фоллс зимбабвенің батыс бөлігіндегі замбия ливингстон шекарасы бойындағы және ботсвана жанындағы қала болып табылады	в и к т о р и я | ф о л л с | з и м б а б в е н і ң | б а т ы с | б ө л і г і н д е г і | з а м б и я | л и в и н г с т о н | ш е к а р а с ы | б о й ы н д а ғ ы | ж ә н е | б о т с в а н а | ж а н ы н д а ғ ы | қ а л а | б о л ы п | т а б ы л а д ы |	229440	FEMALE
475	1200593847485794772.wav	Эфестегі Артемистің храмы б.д.д. 356 жылы 21 шілдеде Герострат өртегенде жойылды.	эфестегі артемистің храмы б.д.д. 356 жылы 21 шілдеде герострат өртегенде жойылды	э ф е с т е г і | а р т е м и с т і ң | х р а м ы | б . д . д . | 3 5 6 | ж ы л ы | 2 1 | ш і л д е д е | г е р о с т р а т | ө р т е г е н д е | ж о й ы л д ы |	221760	FEMALE
695	1470901897708878702.wav	Иудея төбелеріндегі ежелгі қаланың мыңдаған жылға татитын ғажайып тарихы бар.	иудея төбелеріндегі ежелгі қаланың мыңдаған жылға татитын ғажайып тарихы бар	и у д е я | т ө б е л е р і н д е г і | е ж е л г і | қ а л а н ы ң | м ы ң д а ғ а н | ж ы л ғ а | т а т и т ы н | ғ а ж а й ы п | т а р и х ы | б а р |	139200	FEMALE
69	6231145010916548617.wav	Локвуд Гарденстегі тұрғындар шығарылатын тағы 40 немесе көбірек отбасы болуы мүмкін деп ойлайды, өйткені олар OHA полициясы да тұрғын үй алаяқтығы үшін ұсталуы мүмкін Оклендтегі басқа қоғамдық үй мүліктеріне қатысты тергеу өткізіп жатқанын білді.	локвуд гарденстегі тұрғындар шығарылатын тағы 40 немесе көбірек отбасы болуы мүмкін деп ойлайды өйткені олар oha полициясы да тұрғын үй алаяқтығы үшін ұсталуы мүмкін оклендтегі басқа қоғамдық үй мүліктеріне қатысты тергеу өткізіп жатқанын білді	л о к в у д | г а р д е н с т е г і | т ұ р ғ ы н д а р | ш ы ғ а р ы л а т ы н | т а ғ ы | 4 0 | н е м е с е | к ө б і р е к | о т б а с ы | б о л у ы | м ү м к і н | д е п | о й л а й д ы | ө й т к е н і | о л а р | o h a | п о л и ц и я с ы | д а | т ұ р ғ ы н | ү й | а л а я қ т ы ғ ы | ү ш і н | ұ с т а л у ы | м ү м к і н | о к л е н д т е г і | б а с қ а | қ о ғ а м д ы қ | ү й | м ү л і к т е р і н е | қ а т ы с т ы | т е р г е у | ө т к і з і п | ж а т қ а н ы н | б і л д і |	346560	FEMALE
1159	5424153980447164292.wav	Бар болғаны сыртқы кезеңдік сигналдарға жауаптар болып табылмайтын кезеңді ырғақтар тірі ағзалардың көпшілігінде, соның ішінде бактерияларда, саңырауқұлақтарда, өсімдіктерде және жануарларда бар екені құжатталған.	бар болғаны сыртқы кезеңдік сигналдарға жауаптар болып табылмайтын кезеңді ырғақтар тірі ағзалардың көпшілігінде соның ішінде бактерияларда саңырауқұлақтарда өсімдіктерде және жануарларда бар екені құжатталған	б а р | б о л ғ а н ы | с ы р т қ ы | к е з е ң д і к | с и г н а л д а р ғ а | ж а у а п т а р | б о л ы п | т а б ы л м а й т ы н | к е з е ң д і | ы р ғ а қ т а р | т і р і | а ғ з а л а р д ы ң | к ө п ш і л і г і н д е | с о н ы ң | і ш і н д е | б а к т е р и я л а р д а | с а ң ы р а у қ ұ л а қ т а р д а | ө с і м д і к т е р д е | ж ә н е | ж а н у а р л а р д а | б а р | е к е н і | қ ұ ж а т т а л ғ а н |	426240	FEMALE
681	3597920647761036318.wav	Бұл қала сарқыраманың тура жанында орналасқан және ол негізгі көрнекі жер болып табылады, бірақ бұл танымал туристік жер хикая іздеушілерге де, көрнекі жерді көрушілерге де ұзағырақ қалу үшін көптеген мүмкіндіктерді ұсынады.	бұл қала сарқыраманың тура жанында орналасқан және ол негізгі көрнекі жер болып табылады бірақ бұл танымал туристік жер хикая іздеушілерге де көрнекі жерді көрушілерге де ұзағырақ қалу үшін көптеген мүмкіндіктерді ұсынады	б ұ л | қ а л а | с а р қ ы р а м а н ы ң | т у р а | ж а н ы н д а | о р н а л а с қ а н | ж ә н е | о л | н е г і з г і | к ө р н е к і | ж е р | б о л ы п | т а б ы л а д ы | б і р а қ | б ұ л | т а н ы м а л | т у р и с т і к | ж е р | х и к а я | і з д е у ш і л е р г е | д е | к ө р н е к і | ж е р д і | к ө р у ш і л е р г е | д е | ұ з а ғ ы р а қ | қ а л у | ү ш і н | к ө п т е г е н | м ү м к і н д і к т е р д і | ұ с ы н а д ы |	269760	MALE
1290	1248050523912220933.wav	Турнирлер және поло матчтарының билеттерін қайта сатып алуға болатыны туралы жаңалықтарды Asociacion Argentina de Polo ұйымынан алыңыз.	турнирлер және поло матчтарының билеттерін қайта сатып алуға болатыны туралы жаңалықтарды asociacion argentina de polo ұйымынан алыңыз	т у р н и р л е р | ж ә н е | п о л о | м а т ч т а р ы н ы ң | б и л е т т е р і н | қ а й т а | с а т ы п | а л у ғ а | б о л а т ы н ы | т у р а л ы | ж а ң а л ы қ т а р д ы | a s o c i a c i o n | a r g e n t i n a | d e | p o l o | ұ й ы м ы н а н | а л ы ң ы з |	215040	FEMALE
1233	243351913393330193.wav	Бұл ұғым онда өрік гүлдері таңдаулы гүл болып табылатын Қытайдан келді.	бұл ұғым онда өрік гүлдері таңдаулы гүл болып табылатын қытайдан келді	б ұ л | ұ ғ ы м | о н д а | ө р і к | г ү л д е р і | т а ң д а у л ы | г ү л | б о л ы п | т а б ы л а т ы н | қ ы т а й д а н | к е л д і |	229440	FEMALE
1180	6236330621664023404.wav	802.11n жылдамдықтары ең жоғары теориялық өткізу қабілеті 600 Мбит/с болған алдындағы желілерден әлдеқайда тезірек.	802.11n жылдамдықтары ең жоғары теориялық өткізу қабілеті 600 мбит/с болған алдындағы желілерден әлдеқайда тезірек	8 0 2 . 1 1 n | ж ы л д а м д ы қ т а р ы | е ң | ж о ғ а р ы | т е о р и я л ы қ | ө т к і з у | қ а б і л е т і | 6 0 0 | м б и т / с | б о л ғ а н | а л д ы н д а ғ ы | ж е л і л е р д е н | ә л д е қ а й д а | т е з і р е к |	248640	FEMALE
344	3795304100116986510.wav	Өткен аптада Naked News үш жаңа трансляция арқылы жаңалықтар репортажындағы өзінің халықаралық тілдік мінеттер аясын айтарлықтай кеңейтетінін мәлімдеді.	өткен аптада naked news үш жаңа трансляция арқылы жаңалықтар репортажындағы өзінің халықаралық тілдік мінеттер аясын айтарлықтай кеңейтетінін мәлімдеді	ө т к е н | а п т а д а | n a k e d | n e w s | ү ш | ж а ң а | т р а н с л я ц и я | а р қ ы л ы | ж а ң а л ы қ т а р | р е п о р т а ж ы н д а ғ ы | ө з і н і ң | х а л ы қ а р а л ы қ | т і л д і к | м і н е т т е р | а я с ы н | а й т а р л ы қ т а й | к е ң е й т е т і н і н | м ә л і м д е д і |	224640	MALE
154	7774820908513439674.wav	Бұл адамдар химиялық жолмен дәлелденген жерге құлаған марсиандық материал болып шыққан нәрсені бақылаған тарихтағы бесінші жағдай деп саналады.	бұл адамдар химиялық жолмен дәлелденген жерге құлаған марсиандық материал болып шыққан нәрсені бақылаған тарихтағы бесінші жағдай деп саналады	б ұ л | а д а м д а р | х и м и я л ы қ | ж о л м е н | д ә л е л д е н г е н | ж е р г е | қ ұ л а ғ а н | м а р с и а н д ы қ | м а т е р и а л | б о л ы п | ш ы қ қ а н | н ә р с е н і | б а қ ы л а ғ а н | т а р и х т а ғ ы | б е с і н ш і | ж а ғ д а й | д е п | с а н а л а д ы |	181440	MALE
307	823609640885319362.wav	Өлімнің себебі бүйрек ішіндегі өт өзегінің қатерлі ісігі деп хабарланды.	өлімнің себебі бүйрек ішіндегі өт өзегінің қатерлі ісігі деп хабарланды	ө л і м н і ң | с е б е б і | б ү й р е к | і ш і н д е г і | ө т | ө з е г і н і ң | қ а т е р л і | і с і г і | д е п | х а б а р л а н д ы |	154560	FEMALE
507	2045561510075249132.wav	Бұл бетті бар болғаны бір веб-мекенжайды көрсету арқылы оңай көруге болады, бұл оны есте сақтауды оңай етеді және пернетақтаны пайдалануда немесе жазуда қиналатын оқушылар үшін теруді оңай етеді.	бұл бетті бар болғаны бір веб-мекенжайды көрсету арқылы оңай көруге болады бұл оны есте сақтауды оңай етеді және пернетақтаны пайдалануда немесе жазуда қиналатын оқушылар үшін теруді оңай етеді	б ұ л | б е т т і | б а р | б о л ғ а н ы | б і р | в е б - м е к е н ж а й д ы | к ө р с е т у | а р қ ы л ы | о ң а й | к ө р у г е | б о л а д ы | б ұ л | о н ы | е с т е | с а қ т а у д ы | о ң а й | е т е д і | ж ә н е | п е р н е т а қ т а н ы | п а й д а л а н у д а | н е м е с е | ж а з у д а | қ и н а л а т ы н | о қ у ш ы л а р | ү ш і н | т е р у д і | о ң а й | е т е д і |	282240	MALE
886	13010407187248122956.wav	2-ден көбірек жолаушы болғаны үшін қосымша ақы алынады, сондықтан бұл опция қажеттіден қымбатырақ болуы мүмкін.	2-ден көбірек жолаушы болғаны үшін қосымша ақы алынады сондықтан бұл опция қажеттіден қымбатырақ болуы мүмкін	2 - д е н | к ө б і р е к | ж о л а у ш ы | б о л ғ а н ы | ү ш і н | қ о с ы м ш а | а қ ы | а л ы н а д ы | с о н д ы қ т а н | б ұ л | о п ц и я | қ а ж е т т і д е н | қ ы м б а т ы р а қ | б о л у ы | м ү м к і н |	165120	FEMALE
1157	15463730564894136181.wav	Монтевидео субтропикте орналасқан; жаз айларында + 30 °C-тан асатын температуралар жиі болады.	монтевидео субтропикте орналасқан; жаз айларында + 30 °c-тан асатын температуралар жиі болады	м о н т е в и д е о | с у б т р о п и к т е | о р н а л а с қ а н ; | ж а з | а й л а р ы н д а | + | 3 0 | ° c - т а н | а с а т ы н | т е м п е р а т у р а л а р | ж и і | б о л а д ы |	148800	MALE
407	4950192731733594936.wav	Иә! Патша Тутанхамон (кейде оны "Тут патша" немесе "Бала-патша" деп атайды) қазіргі уақытта ең танымал ежелгі Мысыр патшаларының бірі.	иә! патша тутанхамон кейде оны тут патша немесе бала-патша деп атайды қазіргі уақытта ең танымал ежелгі мысыр патшаларының бірі	и ә ! | п а т ш а | т у т а н х а м о н | к е й д е | о н ы | т у т | п а т ш а | н е м е с е | б а л а - п а т ш а | д е п | а т а й д ы | қ а з і р г і | у а қ ы т т а | е ң | т а н ы м а л | е ж е л г і | м ы с ы р | п а т ш а л а р ы н ы ң | б і р і |	211200	FEMALE
1073	1626178485794542114.wav	Хорватия мен Даниядағы H5N1 күдікті жағдайлары расталмаған күйде қалып отыр.	хорватия мен даниядағы h5n1 күдікті жағдайлары расталмаған күйде қалып отыр	х о р в а т и я | м е н | д а н и я д а ғ ы | h 5 n 1 | к ү д і к т і | ж а ғ д а й л а р ы | р а с т а л м а ғ а н | к ү й д е | қ а л ы п | о т ы р |	144000	MALE
224	9467991897465548968.wav	Блейк сонымен қатар сот төрелігін бұрмалау әрекеті үшін сотталған болатын.	блейк сонымен қатар сот төрелігін бұрмалау әрекеті үшін сотталған болатын	б л е й к | с о н ы м е н | қ а т а р | с о т | т ө р е л і г і н | б ұ р м а л а у | ә р е к е т і | ү ш і н | с о т т а л ғ а н | б о л а т ы н |	100800	MALE
96	8099899338304217280.wav	Тергеу туралы сұрау алынды.	тергеу туралы сұрау алынды	т е р г е у | т у р а л ы | с ұ р а у | а л ы н д ы |	71040	MALE
172	1907458382646391156.wav	Ол "Бұл ауыр жағдай. Біздің жүйеміз қажетінше жұмыс істейтініне сенімді болыңыз." – деп сөзін жалғастырды.	ол бұл ауыр жағдай біздің жүйеміз қажетінше жұмыс істейтініне сенімді болыңыз - деп сөзін жалғастырды	о л | б ұ л | а у ы р | ж а ғ д а й | б і з д і ң | ж ү й е м і з | қ а ж е т і н ш е | ж ұ м ы с | і с т е й т і н і н е | с е н і м д і | б о л ы ң ы з | - | д е п | с ө з і н | ж а л ғ а с т ы р д ы |	171840	FEMALE
481	12953849371432122092.wav	Аккордеонда қосымша дыбыс деңгейін алу үшін сіз созылмалы жерін көбірек қысыммен немесе жылдамдықпен пайдаланасыз.	аккордеонда қосымша дыбыс деңгейін алу үшін сіз созылмалы жерін көбірек қысыммен немесе жылдамдықпен пайдаланасыз	а к к о р д е о н д а | қ о с ы м ш а | д ы б ы с | д е ң г е й і н | а л у | ү ш і н | с і з | с о з ы л м а л ы | ж е р і н | к ө б і р е к | қ ы с ы м м е н | н е м е с е | ж ы л д а м д ы қ п е н | п а й д а л а н а с ы з |	205440	FEMALE
811	3042339680041013841.wav	Каньонинг жүзу, тауға шығу және секіру элементтерін біріктіреді, алайда онымен айналысуды бастау үшін кәсіби дайындық немесе жақсы физикалық форма салыстырмалы түрде азырақ талап етіледі (құзға шығу, аквалангпен су астына сүңгу немесе тау шаңғысы сияқты спорт түрлерімен салыстырғанда).	каньонинг жүзу тауға шығу және секіру элементтерін біріктіреді алайда онымен айналысуды бастау үшін кәсіби дайындық немесе жақсы физикалық форма салыстырмалы түрде азырақ талап етіледі құзға шығу аквалангпен су астына сүңгу немесе тау шаңғысы сияқты спорт түрлерімен салыстырғанда	к а н ь о н и н г | ж ү з у | т а у ғ а | ш ы ғ у | ж ә н е | с е к і р у | э л е м е н т т е р і н | б і р і к т і р е д і | а л а й д а | о н ы м е н | а й н а л ы с у д ы | б а с т а у | ү ш і н | к ә с і б и | д а й ы н д ы қ | н е м е с е | ж а қ с ы | ф и з и к а л ы қ | ф о р м а | с а л ы с т ы р м а л ы | т ү р д е | а з ы р а қ | т а л а п | е т і л е д і | қ ұ з ғ а | ш ы ғ у | а к в а л а н г п е н | с у | а с т ы н а | с ү ң г у | н е м е с е | т а у | ш а ң ғ ы с ы | с и я қ т ы | с п о р т | т ү р л е р і м е н | с а л ы с т ы р ғ а н д а |	460800	FEMALE
1231	7385948347058131253.wav	Дүйсенбі күні Францияның шығысындағы Лион маңайындағы батпақты жерде табылған өлі жабайы үйрекке адамды өлімге әкелетін H5N1 деген құс гриппінің штаммы жұққан болғаны расталды.	дүйсенбі күні францияның шығысындағы лион маңайындағы батпақты жерде табылған өлі жабайы үйрекке адамды өлімге әкелетін h5n1 деген құс гриппінің штаммы жұққан болғаны расталды	д ү й с е н б і | к ү н і | ф р а н ц и я н ы ң | ш ы ғ ы с ы н д а ғ ы | л и о н | м а ң а й ы н д а ғ ы | б а т п а қ т ы | ж е р д е | т а б ы л ғ а н | ө л і | ж а б а й ы | ү й р е к к е | а д а м д ы | ө л і м г е | ә к е л е т і н | h 5 n 1 | д е г е н | қ ұ с | г р и п п і н і ң | ш т а м м ы | ж ұ қ қ а н | б о л ғ а н ы | р а с т а л д ы |	249600	MALE
